word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/29/lemma/@_entry,word/29/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form
h(tthqe/ntos,ἡσσάομαι,verb,ga\r,γάρ,particle,u(/steron,ὕστερος,adjective,*)antio/xou,Ἀντίοχος,proper,feu/gonta,φεύγω,verb,to\n,ὁ,article,*)anni/ban,Ἀννίβας,proper,kai\,καί,conjunction,a)lw/menon,ἀλάομαι,verb,peri\,περί,preposition,*biquni/an,Βιθυνίη,proper,presbeu/wn,πρεσβεύω,verb,e)f',ἐπί,preposition,e(/tera,ἕτερος,adjective,pro\s,πρός,preposition,*prousi/an,Προυσίης,proper,ou)/te,οὔτε,adverb,ti,τις,pronoun,pro\s,πρός,preposition,tou=,ὁ,article,*)anni/bou,Ἀννίβας,proper,propaqw/n,προπάσχω,verb,ou)/te,οὔτε,adverb,*(rwmai/wn,,,e)nteilame/nwn,ἐντέλλω,verb,ou)/te,οὔτε,adverb,fobero\n,φοβερός,adjective,e)/ti,ἔτι,adverb,au)toi=s,αὐτός,pronoun,gene/sqai,duna/menon,δύναμαι,verb,*karxhdo/nos,Καρχηδών,proper,katestramme/nhs,καταστρέφω,verb,e)/kteine,ἐκτείνω,verb,dia\,διά,preposition,tou=,ὁ,article,*prousi/ou,Προυσίης,proper,farma/kw|,φάρμακον,noun,lego/menon,λέγω,verb,me\n,μέν,particle,e)sxhke/nai,ἔχω,verb,pote\,ποτός,adjective,xrhsmo\n,χρησμός,noun,w(=de,ὧδε,adverb,e)/xonta,ἔχω,verb,*li/bussa,Λίβυς,proper,kru/yei,κρύπτω,verb,bw=los,βῶλος,noun,*)anni/bou,Ἀννίβας,proper,de/mas,δέμας,noun,kai\,καί,conjunction,oi)o/menon,οἴομαι,verb,e)n,ἐν,preposition,*libu/h|,Λιβύη,proper,teqnh/cesqai,θνήσκω,verb,potamo\s,ποταμός,noun,d',δέ,particle,e)/sti,εἰμί,verb,*li/bussos,,,e)n,ἐν,preposition,th=|,ὁ,article,*biquni/a|,Βιθυνίη,proper,kai\,καί,conjunction,pedi/on,πεδίον,noun,e)k,ἐκ,preposition,tou=,ὁ,article,potamou=,ποταμός,noun,*li/bussa,Λίβυς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ta/de,ὅδε,pronoun,me\n,μέν,particle,e)s,εἰς,preposition,u(po/mnhma,ὑπόμνημα,noun,th=s,ὁ,article,*)anni/bou,Ἀννίβας,proper,kai\,καί,conjunction,*skipi/wnos,,,megalonoi/as,μεγαλόνοια,noun,kai\,καί,conjunction,*flamini/nou,,,smikro/thtos,μικρότης,noun,pareqe/mhn,παρατίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,*)anti/oxos,Ἀντίοχος,proper,e)k,ἐκ,preposition,*pisidw=n,,,e)s,εἰς,preposition,th\n,ὁ,article,*)/efeson,Ἔφεσος,proper,e)panh/|ei,ἐπάνειμι,verb,kai\,καί,conjunction,xrhmati/sas,χρηματίζω,verb,toi=s,ὁ,article,*(rwmai/wn,,,pre/sbesi,πρέσβις,noun,*(rodi/ous,,,me\n,μέν,particle,kai\,καί,conjunction,*buzanti/ous,Βυζάντιος,proper,kai\,καί,conjunction,*kuzikhnou/s,Κύζικος,proper,kai\,καί,conjunction,o(/soi,ὅσος,adjective,a)/lloi,ἄλλος,adjective,peri\,περί,preposition,th\n,ὁ,article,*)asi/an,Ἄσιος,proper,ei)si\n,εἰμί,verb,*(/ellhnes,Ἕλλην,proper,au)tono/mous,αὐτόνομος,adjective,e)phggei/lato,e)a/sein,ἀίω,verb,ei),εἰ,conjunction,gi/gnointo,γίγνομαι,verb,au(tw=|,ἑαυτοῦ,pronoun,sunqh=kai,συνθήκη,noun,pro\s,πρός,preposition,*(rwmai/ous,,,*ai)ole/as,Αἰολεύς,proper,de\,δέ,particle,kai\,καί,conjunction,*)/iwnas,Ἴων,proper,ou),οὐ,adverb,sunexw/rei,συγχωρέω,verb,w(s,ὡς,conjunction,e)k,ἐκ,preposition,pollou=,πολύς,adjective,kai\,καί,conjunction,toi=s,ὁ,article,barba/rois,βάρβαρος,adjective,basileu=si,βασιλεύς,noun,th=s,ὁ,article,*)asi/as,Ἄσιος,proper,ei)qisme/nous,ἐθίζω,verb,u(pakou/ein,ὑπακούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπαγγέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,me\n,μέν,particle,dh\,δή,particle,*(rwmai/wn,,,pre/sbeis,πρέσβις,noun,e)s,εἰς,preposition,ou)de\n,οὐδείς,pronoun,au)tw=|,αὐτός,pronoun,sumbai/nontesou),,,ga\r,γάρ,particle,e)p',ἐπί,preposition,e)/rgw|,ἔργον,noun,sumba/sewn,σύμβασις,noun,e)lhlu/qesan,ἔρχομαι,verb,a)ll',ἀλλά,adverb,e)s,εἰς,preposition,a)po/peiran',ἀπόπειρα,noun,w)/|xonto,οἴχομαι,verb,e)s,εἰς,preposition,*(rw/mhn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)antio/xw|,Ἀντίοχος,proper,d',δέ,particle,h(=kon,ἥκω,verb,*ai)twlw=n,Αἰτωλός,proper,pre/sbeis,πρέσβις,noun,w(=n,ὅς,pronoun,*qo/as,Θόας,proper,h)=rxen,ἄρχω,verb,au)tokra/tora/,αὐτοκράτωρ,adjective,te,τε,particle,strathgo\n,στρατηγός,noun,*ai)twlw=n,Αἰτωλός,proper,*)anti/oxon,Ἀντίοχος,proper,a)pofai/nontes,ἀποφαίνω,verb,kai\,καί,conjunction,diaplei=n,διαπλέω,verb,e)s,εἰς,preposition,th\n,ὁ,article,*(ella/da,Ἑλλάς,proper,h)/dh,ἤδη,adverb,parakalou=ntes,παρακαλέω,verb,w(s,ὡς,conjunction,e)pi\,ἐπί,preposition,e)/rgon,ἔργον,noun,e(/toimon,ἑτοῖμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,ei)/wn,ἀίω,verb,a)name/nein,ἀναμένω,verb,th\n,ὁ,article,stratia\n,στρατία,noun,a)po\,ἀπό,preposition,th=s,ὁ,article,*)asi/as,Ἄσιος,proper,th=s,ὁ,article,a)/nw,ἄνω,adverb,katiou=san,κάτειμι,verb,a)lla\,ἀλλά,adverb,ta\,ὁ,article,*ai)twlw=n,Αἰτωλός,proper,u(perepai/rontes,ὑπερεπαίρω,verb,kai\,καί,conjunction,*lakedaimoni/ous,Λακεδαιμόνιος,proper,e)paggello/menoi,ἐπαγγέλλω,verb,sfi/si,σφεῖς,pronoun,kai\,καί,conjunction,*fi/lippon,Φίλιππος,proper,e)pi\,ἐπί,preposition,toi=s,ὁ,article,*lakedaimoni/ois,Λακεδαιμόνιος,proper,to\n,ὁ,article,*makedo/na,Μακεδών,proper,*(rwmai/ois,,,mhni/onta,μηνίω,verb,summaxh/sein,συμμαχέω,verb,e)pe/sperxon,e)s,εἰς,preposition,th\n,ὁ,article,dia/basin,διάβασις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπισπέρχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,h)reqi/zeto,ἐρεθίζω,verb,ma/la,μάλα,adverb,koufo/nws,κουφόνους,adjective,kai\,καί,conjunction,ou)de\,οὐδέ,particle,tou=,ὁ,article,paido\s,παῖς,adjective,au)tw=|,αὐτός,pronoun,prosaggelqe/ntos,προσαγγέλλω,verb,e)n,ἐν,preposition,*suri/a|,Σύριος,proper,teqna/nai,θνήσκω,verb,th=s,ὁ,article,o(rmh=s,ὁρμή,noun,ti,τις,pronoun,e)ndou/s,ἐνδίδωμι,verb,die/plei,διαπλέω,verb,meta\,μετά,preposition,muri/wn,μυρίος,adjective,w(=n,ὅς,pronoun,to/te,τότε,adverb,ei)=xe,ἔχω,verb,mo/nwn,μόνος,adjective,e)s,εἰς,preposition,*eu)/boian,Εὔβοια,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,th/nde,ὅδε,pronoun,me\n,μέν,particle,au)to\s,αὐτός,pronoun,paresth/sato,παρίστημι,verb,a(/pasan,ἅπας,adjective,e)ndou=san,ἐνδέω,verb,u(po\,ὑπό,preposition,e)kplh/cews,ἔκπληξις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*mikiqi/wn,,,de/,δέ,particle,au)tou=,αὐτός,pronoun,strathgo/s,στρατηγός,noun,toi=s,ὁ,article,peri\,περί,preposition,*dh/lion,Δήλιος,proper,*(rwmai/ois,,,e)pipesw\ni(ero\n,,,d',δέ,particle,e)sti\,εἰμί,verb,to\,ὁ,article,xwri/on,χωρίον,noun,*)apo/llwnos',,,tou\s,ὁ,article,me\n,μέν,particle,au)tw=n,αὐτός,pronoun,e)/kteine,ἐκτείνω,verb,tou\s,ὁ,article,d',δέ,particle,e)zw/grhsen,ζωγρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)amu/nandro/s,Ἀμύνανδρος,proper,te,τε,particle,o(,ὁ,article,*)aqama/nwn,,,basileu/s,βασιλεύς,noun,e)s,εἰς,preposition,summaxi/an,συμμαχία,noun,*)antio/xw|,Ἀντίοχος,proper,sunh=lqe,συνέρχομαι,verb,dia\,διά,preposition,toia=sde,τοιόσδε,adjective,profa/sews,πρόφασις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,tis,τις,pronoun,*makedo/nwn,Μακεδών,proper,*)ale/candros,Ἀλέξανδρος,proper,e)n,ἐν,preposition,*mega/lh|,μέγας,adverb,po/lei,πόλις,adjective,trafei\s,τρέφω,verb,kai\,καί,conjunction,th=s,ὁ,article,au)to/qi,αὐτόθι,adverb,politei/as,πολιτεία,noun,a)ciwqei/s,ἀξιόω,verb,e)terateu/eto,τερατεύομαι,verb,ge/nos,γένος,noun,*)aleca/ndrw|,Ἀλέξανδρος,proper,tw=|,ὁ,article,*fili/ppou,Φίλιππος,proper,prosh/kein,προσήκω,verb,genome/nous,γίγνομαι,verb,te/,τε,particle,oi(,ὁ,article,pai=das,παῖς,adjective,w)no/masen,ὀνομάζω,verb,e)s,εἰς,preposition,pi/stin,πίστις,noun,w(=n,ὅς,pronoun,e)logopoi/ei,λογοποιέω,verb,*fi/lippo/n,Φίλιππος,proper,te,kai\,καί,conjunction,*)ale/candron,Ἀλέξανδρος,proper,kai\,καί,conjunction,*)apa/man,Ἀπάμη,proper,h(\n,ὅς,pronoun,*)amuna/ndrw|,Ἀμύνανδρος,proper,pro\s,πρός,preposition,ga/mon,γάμος,adjective,h)ggu/hsen,ἐγγυάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)gagw\n,ἄγω,verb,d',δέ,particle,au)th\n,αὐτός,pronoun,*fi/lippos,Φίλιππος,proper,o(,ὁ,article,a)delfo\s,ἀδελφός,adjective,e)s,εἰς,preposition,to\n,ὁ,article,ga/mon,γάμος,adjective,e)pei\,ἐπεί,conjunction,to\n,ὁ,article,*)amu/nandron,Ἀμύνανδρος,proper,ei)=den,εἶδον,verb,a)sqenh=,ἀσθενής,adjective,kai\,καί,conjunction,pragma/twn,πρᾶγμα,noun,a)/peiron,ἄπειρος,adjective,pare/mene,παραμένω,verb,th\n,ὁ,article,a)rxh\n,ἀρχή,noun,dia\,διά,preposition,to\,ὁ,article,kh=dos,κῆδος,noun,dioikw=n,διοικέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=ton,οὗτος,pronoun,ou)=n,οὖν,particle,to\n,ὁ,article,*fi/lippon,Φίλιππος,proper,o(,ὁ,article,*)anti/oxos,Ἀντίοχος,proper,to/te,τότε,adverb,e)pelpi/zwn,ἐπελπίζω,verb,e)s,εἰς,preposition,th\n,ὁ,article,*makedo/nwn,Μακεδών,proper,a)rxh\n,ἀρχή,noun,w(s,ὡς,conjunction,oi)kei/an,οἰκεῖος,adjective,oi(,ἕ,pronoun,kata/cein,κατάγνυμι,verb,prose/labe,προσλαμβάνω,verb,tou\s,ὁ,article,*)aqama=nas,,,e)s,εἰς,preposition,th\n,ὁ,article,summaxi/an,συμμαχία,noun,e)pi\,ἐπί,preposition,d',δέ,particle,au)toi=s,αὐτός,pronoun,kai\,καί,conjunction,*qhbai/ous,Θηβαῖος,proper,au)to\s,αὐτός,pronoun,e)s,εἰς,preposition,*qh/bas,parelqw/n,παρέρχομαι,verb,te,τε,particle,kai\,καί,conjunction,dhmhgorh/sas,δημηγορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Θήβη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me\n,μέν,particle,dh\,δή,particle,*qhbai/ois,Θηβαῖος,proper,te,τε,particle,kai\,καί,conjunction,*)amuna/ndrw|,Ἀμύνανδρος,proper,kai\,καί,conjunction,*ai)twloi=s,Αἰτωλός,proper,e)pi\,ἐπί,preposition,tosw=|de,τοσόσδε,adjective,pole/mw|,πόλεμος,noun,ma/la,μάλα,adverb,matai/ws,μάταιος,adjective,e)qa/rrei,θαρσέω,verb,kai\,καί,conjunction,e)s,εἰς,preposition,*qessali/an,Θεσσαλία,proper,e)sko/pei,σκοπάω,verb,po/teron,πότερος,adjective,eu)qu\s,εὐθύς,adverb,h)\,ἠέ,conjunction,meta\,μετά,preposition,xeimw=na,χειμών,noun,de/oi,δέω,verb,strateu/ein,στρατεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
