word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS
e)do/koun,δοκέω,verb,de\,δέ,particle,kai\,καί,conjunction,dia\,διά,preposition,th=s,ὁ,article,*)alecandrei/as,Ἀλεξανδρεία,proper,dieciw\n,διέξειμι,verb,didaskalei=a,διδασκαλεῖον,noun,pai/dwn,παῖς,adjective,o(ra=n,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,a)negi/gnwsko/n,ἀναγιγνώσκω,verb,te,τε,particle,kai\,καί,conjunction,h)=|don,ἀείδω,verb,ta\,ὁ,article,e)/ph,ἔπος,adjective,ta/de,ὅδε,pronoun,u(phxou=ntes,ὑπείρω,verb,w(s,ὡς,conjunction,h(/diston,ἡδύς,adjective,pollou\s,πολύς,adjective,d',δέ,particle,e)k,ἐκ,preposition,qana/toio,θάνατος,adjective,e)ru/sato,ἐρύω,verb,derkome/noio,δέρκομαι,verb,a)strafe/essi,ἀστραφής,adjective,pu/lh|sin,πύλη,adjective,e)p',ἐπί,preposition,au)th=|sin,αὐτός,pronoun,bebaw=tas,βαίνω,verb,*)ai/+dew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,d',δέ,particle,e)sti\,εἰμί,verb,tw=n,ὁ,article,h(mete/rwn,ἡμέτερος,adjective,e)pw=n,ἔπος,adjective,a(\,ὅς,pronoun,prw=ta,πρότερος,adjective,sxedo\n,σχεδόν,adverb,e)poih/samen,ποιέω,verb,tw=|,ὁ,article,qew=|,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qauma/zein,θαυμάζω,verb,ou)=n,οὖν,particle,o(/pws,ὅπως,conjunction,h)/dh,ἤδη,adverb,diapefoithko/ta,διαφοιτάω,verb,ei)s,εἰς,preposition,th\n,ὁ,article,*ai)/gupton,Αἴγυπτος,proper,ei)/h,ἀίω,verb,kai\,καί,conjunction,xai/rein,χαίρω,verb,u(perfuw=s,ὑπερφυής,adverb,o(/te,ὅτε,conjunction,dh\,δή,particle,tugxa/noimi,τυγχάνω,verb,kateilhfw\s,καταλαμβάνω,verb,a)|do/mena,ἀείδω,verb,ta)mautou=,ἐμαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ta\,ὁ,article,me\n,μέν,particle,kefa/laia,κεφάλαιος,adjective,tw=n,ὁ,article,e)nupni/wn,ἐνύπνιος,adjective,toiau=ta/,τοιοῦτος,adjective,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(me/ras,ἡμέρα,noun,de\,δέ,particle,genome/nhs,γίγνομαι,verb,e)/tuxe,τυγχάνω,verb,ga/r,γάρ,particle,moi,ἐγώ,pronoun,parw\n,πάρειμι,verb,i(/ppos,ἵππος,noun,a)nabai/nw,ἀναβαίνω,verb,te,τε,particle,eu)qu\s,εὐθύς,adverb,kai\,καί,conjunction,o(\n,ὅς,pronoun,ou)d',οὐδέ,particle,a)\n,ἄν,particle,ei(=s,εἷς,adjective,w)|h/qh,οἴομαι,verb,diarke/sai,διαρκέω,verb,me/xri,μέχρι,preposition,th=s,ὁ,article,prw/ths,πρότερος,adjective,e)co/dou,ἔξοδος,noun,dro/mous,δρόμος,noun,te,τε,particle,a)pelau/nw,ἀπελαύνω,verb,to\n,ὁ,article,i(/ppon,ἵππος,noun,kai\,καί,conjunction,gi/gnomai,γίγνομαι,verb,r(a/|wn,ῥάιος,adjective,qe/ontos,θέω,verb,e)/ti,ἔτι,adverb,kai\,καί,conjunction,a)ph/|ei,ἄπειμι,verb,tw=n,ὁ,article,a)/nw,ἄνω,adverb,polu\,πολύς,adjective,tou=,ὁ,article,ba/rous,βάρος,noun,kai/,καί,conjunction,tis,τις,pronoun,du/namis,δύναμις,adjective,w(s,ὡς,conjunction,e)n,ἐν,preposition,toiou/tois,τοιοῦτος,adjective,sunele/gh,συλλέγω,verb,kai\,καί,conjunction,h)=san,εἰμί,verb,pa/lin,πάλιν,adverb,e)lpi/des,ἐλπίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ge/neto,γίγνομαι,verb,de/,δέ,particle,moi,ἐγώ,pronoun,kai\,καί,conjunction,nu/ktwr,νύκτωρ,adverb,fwnh\,φωνή,noun,le/gonto/s,λέγω,verb,tou,τις,pronoun,teqera/peusai,θεραπεύω,verb,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,e)n,ἐν,preposition,au)toi=s,αὐτός,pronoun,toi=s,ὁ,article,a)porwta/tois,ἄπορος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\n,ὅς,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,tro/pon,τρόπος,noun,ei)/s,εἰς,preposition,te,τε,particle,th\n,ὁ,article,*pe/rgamon,Πέργαμον,proper,pa/lin,πάλιν,adverb,a)pesw/qhn,ἀποσῴζω,verb,kai\,καί,conjunction,ti/n',τίς,pronoun,e)fech=s,ἐφεξῆς,adverb,di/aitan,δίαιτα,noun,dih|tw/mhn,διαδιαιτάω,verb,a)na/gkh,ἀνάγκη,noun,paralipei=n,παραλείπω,verb,dia\,διά,preposition,plh=qos,πλῆθος,noun,tw=n,ὁ,article,te,τε,particle,lo/gwn,λόγος,noun,kai\,καί,conjunction,tw=n,ὁ,article,pragma/twn,πρᾶγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(te/ran,ἕτερος,adjective,de\,δέ,particle,e)/codon,ἔξοδος,noun,e)ch=lqon,ἐξέρχομαι,verb,ei)s,εἰς,preposition,ta\,ὁ,article,u(/data,ὕδωρ,noun,e)n,ἐν,preposition,a)kmh=|,ἀκμή,noun,qe/rous,θέρος,noun,kai\,καί,conjunction,proei/rhto,προερέω,verb,e)panh/kein,ἐπανήκω,verb,eu)qe/ws,εὐθύς,adverb,lousa/menon,λούω,verb,kinna/mwmon,κιννάμωμον,noun,ko/yanta,κόπτω,verb,kai\,καί,conjunction,pa/santa,πάσσω,verb,to\n,ὁ,article,tra/xhlon,τράχηλος,noun,ku/klw|,κύκλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/tous,οὗτος,pronoun,au)=,αὖ,interjection,stadi/ous,στάδιον,noun,tettara/konta,τεσσαράκοντα,adjective,kai\,καί,conjunction,diakosi/ous,διακόσιοι,adjective,to\,ὁ,article,sunamfo/teron,σύναμάω,verb,h)/nusa,ἀνύω,verb,pni/gous,πνῖγος,noun,o)/ntos,εἰμί,verb,qaumastou=,θαυμαστής,noun,kai\,καί,conjunction,r(a=|on,ῥάιος,adjective,h)/negka,φέρω,verb,to\,ὁ,article,di/yos,δίψος,noun,h)/,ἠέ,conjunction,tis,τις,pronoun,a)\n,ἄν,particle,e)k,ἐκ,preposition,balanei/ou,βαλανεῖον,noun,badi/zwn,βαδίζω,verb,oi)/kade,οἴκαδε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)=qis,αὖθις,adverb,au)=,αὖ,interjection,pe/mpei,πέμπω,verb,me,ἐγώ,pronoun,prosta/cas,προσστάζω,verb,piei=n,πίνω,verb,yuxro\n,ψυχρός,adjective,kai\,καί,conjunction,e)/pion,πίνω,verb,to\,ὁ,article,su/mpan,σύμπας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tau=ta,οὗτος,pronoun,me\n,μέν,particle,ei)s,εἰς,preposition,tosou=ton,τοσοῦτος,adjective,to\,ὁ,article,nu=n,νῦν,adverb,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
