word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS
kai\,καί,conjunction,ga\r,γάρ,particle,ou)x,οὐ,adverb,w(/sper,ὥσπερ,adverb,a)/lloi,ἄλλος,adjective,a)/llois,ἄλλος,adjective,to/pois,τόπος,noun,qeoi\,θεός,noun,e)c,ἐκ,preposition,a)rxh=s,ἀρχή,noun,e)ggenei=s,ἐγγενής,adjective,ei)si,εἰμί,verb,kai/toi,καίτοι,particle,kai\,καί,conjunction,tou/tous,οὗτος,pronoun,timi/ous,τίμιος,adjective,oi)=mai,οἴομαι,verb,xrh\,χρή,verb,dokei=n,δοκέω,verb,kat',κατά,preposition,au)to\,αὐτός,pronoun,to\,ὁ,article,laxei=n,λαγχάνω,verb,au)tou\s,αὐτός,pronoun,tou\s,ὁ,article,qeou\s,θεός,noun,a)lla\,ἀλλά,adverb,tou=to/,οὗτος,pronoun,ge,γε,particle,mei=zo/n,μέγας,adverb,e)stin,εἰμί,verb,o(/ti,ὅστις,pronoun,a)p',ἀπό,preposition,au)th=s,αὐτός,pronoun,th=s,ὁ,article,*)epidau/rou,Ἐπίδαυρος,proper,deu=ro,δεῦρο,adverb,o(rmhqei\s,ὁρμάω,verb,o(,ὁ,article,qeo\s,θεός,noun,h)ra/sqh,ἀράζω,verb,dh\,δή,particle,ma/lista,μάλιστα,adverb,w(s,ὡς,conjunction,dh=lo/n,δῆλος,adjective,e)stin,εἰμί,verb,o(/ti,ὅστις,pronoun,e(lo/meno/s,αἱρέω,verb,te,τε,particle,au)to\,αὐτός,pronoun,e)gkate/meine,ἐγκαταμένω,verb,to\,ὁ,article,loipo\n,λοιπός,adjective,kai\,καί,conjunction,prokri/nas,προκρίνω,verb,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,
w(=|,ὅς,pronoun,de\,δέ,particle,qeo\s,θεός,noun,kai\,καί,conjunction,qew=n,θέα,noun,o(,ὁ,article,prao/tato/s,πρᾶος,adjective,te,τε,particle,kai\,καί,conjunction,filanqrwpo/tatos,φιλάνθρωπος,adjective,prose/xein,προσέχω,verb,e)/krine,κρίνω,verb,pw=s,πῶς,adverb,h(mi=n,ἐγώ,pronoun,ge,γε,particle,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,toi=s,ὁ,article,tou/tou,οὗτος,pronoun,qera/pousin,θεράπων,noun,a)/llo,ἄλλος,adjective,ti,τις,pronoun,le/gein,λέγω,verb,e)/nestin,ἔνειμι,verb,h)\,ἠέ,conjunction,w(s,ὡς,conjunction,tou=t',οὗτος,pronoun,e)sti\,εἰμί,verb,to\,ὁ,article,be/ltiston,βέλτιστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,kalli/stw|,καλός,noun,me\n,μέν,particle,dh\,δή,particle,th=s,ὁ,article,oi)koume/nhs,οἰκουμένη,noun,ou(/tws,οὕτως,adverb,e)/stin,εἰμί,verb,ei)pei=n,εἶπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,d',δέ,particle,au)tou=,αὐτός,pronoun,tou=,ὁ,article,i(erou=,ἱερόν,noun,o(/sos,ὅσος,adjective,u(pai/qrios,ὑπαίθριος,adjective,xw=ros,χῶρος,noun,kai\,καί,conjunction,ba/simos,βάσιμος,adjective,e)n,ἐν,preposition,tw=|,ὁ,article,kalli/stw|,καλός,noun,e)sti/,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/son,μέσος,adjective,ga\r,γάρ,particle,e)n,ἐν,preposition,me/sw|,μέσος,adjective,i(/drutai,ἱδρύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,de\,δέ,particle,u(/dwr,ὕδωρ,noun,ei),εἰ,conjunction,me\n,μέν,particle,bou/lei,βούλομαι,verb,a)po\,ἀπό,preposition,plata/nou,πλάτανος,noun,r(ei=,ῥέομαι,verb,w(/sper,ὥσπερ,adverb,ga\r,γάρ,particle,a)/llo,ἄλλος,adjective,ti,τις,pronoun,su/mbolon,σύμβολον,noun,kai\,καί,conjunction,tou=to,οὗτος,pronoun,parape/fuken,παραφύομαι,verb,ei),εἰ,conjunction,de\,δέ,particle,bou/lei,βούλομαι,verb,to\,ὁ,article,e)/ti,ἔτι,adverb,ka/llio/n,κάλλιον,adverb,te,τε,particle,kai\,καί,conjunction,i(erw/teron,ἱερός,adjective,a)p',ἀπό,preposition,au)tw=n,αὐτός,pronoun,tw=n,ὁ,article,ba/qrwn,βάθρον,noun,e)krei=,ἐκρέω,verb,e)f',ἐπί,preposition,w(=n,ὅς,pronoun,o(,ὁ,article,new\s,ναός,noun,e(/sthken,ἵστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,panti/,πᾶς,adjective,ge,γε,particle,tau/thn,οὗτος,pronoun,th\n,ὁ,article,do/can,δόξα,noun,kai\,καί,conjunction,pi/stin,πίστις,noun,u(pei=nai,ὕπειμι,verb,o(/ti,ὅστις,pronoun,a)po\,ἀπό,preposition,u(gieinou=,ὑγιεινός,adjective,kai\,καί,conjunction,u(giei/as,ὑγίεια,noun,xorhgou=,χορηγέω,verb,xwri/ou,χωρίον,noun,fe/retai,φέρω,verb,a)po/,ἀπό,preposition,ge,γε,particle,tou=,ὁ,article,i(erou=,ἱερόν,noun,kai\,καί,conjunction,tw=n,ὁ,article,podw=n,πούς,noun,tou=,ὁ,article,swth=ros,σωτήρ,noun,o(rmw/menon,ὁρμάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,a)/n,ἄν,particle,ti,τις,pronoun,e)c,ἐκ,preposition,u(gieinote/rwn,ὑγιεινός,adjective,h)\,ἠέ,conjunction,kaqarwte/rwn,καθαρός,adjective,to/pwn,τόπος,noun,u(/dwr,ὕδωρ,noun,r(uei/h,ῥέω,verb,h)\,ἠέ,conjunction,tou=to,οὗτος,pronoun,e)k,ἐκ,preposition,tou/twn,οὗτος,pronoun,r(e/on,ῥέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,toiou/tw|,τοιοῦτος,adjective,dh\,δή,particle,faino/menon,φαίνω,verb,kai\,καί,conjunction,a)po\,ἀπό,preposition,toiou/twn,τοιοῦτος,adjective,o(rmw/menon,ὁρμάω,verb,w(s,ὡς,conjunction,to\,ὁ,article,ei)ko\s,ἔοικα,verb,e)/xei,ἔχω,verb,ka/llisto/n,καλός,noun,e)sti,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw=ton,πρότερος,adjective,me/n,μέν,particle,ge,γε,particle,lepto/taton,λεπτός,adjective,e)gguta/tw,ἐγγύτατος,adjective,a)e/ros,ἀήρ,adjective,e)/peita,ἔπειτα,adverb,o(\,ὅς,pronoun,tou/tw|,οὗτος,pronoun,e(/petai,ἕπομαι,verb,koufo/tato/n,κοῦφος,adjective,te,τε,particle,kai\,καί,conjunction,prao/taton,πρᾶος,adjective,tri/ton,τρίτος,adjective,gluku/tato/n,γλυκύς,adjective,te,τε,particle,kai\,καί,conjunction,potimw/taton,πότιμος,adjective,au)to/xuton,αὐτόχυτος,adjective,o(\,ὅς,pronoun,pi/nwn,πίνω,verb,ou)k,οὐ,adverb,a)\n,ἄν,particle,oi)/nou,οἶνον,noun,prosdehqei/hs,προσδέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(/omhros,Ὅμηρος,proper,me\n,μέν,particle,ga\r,γάρ,particle,e)/fh,φημί,verb,to\n,ὁ,article,*titarh/sion,Τιταρήσιος,proper,e)pirrei=n,ἐπιρρέω,verb,e)pi\,ἐπί,preposition,tou=,ὁ,article,*phneiou=,Πηνειός,proper,w(/sper,ὥσπερ,adverb,a)/ndra,ἀνήρ,noun,e)pinhxo/menon,ἐπινήχομαι,verb,u(po\,ὑπό,preposition,koufo/thtos,κουφότης,noun,tou=,ὁ,article,u(/datos,ὕδωρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,de/,δέ,particle,moi,ἐγώ,pronoun,dokei=n,δοκέω,verb,ei),εἰ,conjunction,e)pirrh/cais,ἐπιρρήγνυμι,verb,au)tw=|,αὐτός,pronoun,u(/dwr,ὕδωρ,noun,e(/teron,ἕτερος,adjective,a)nta/neisin,ἄνειμι,verb,ei)s,εἰς,preposition,to\,ὁ,article,a)/nw,ἄνω,adverb,to\,ὁ,article,de\,δέ,particle,du/etai,δύω,verb,w(/sper,ὥσπερ,adverb,u(/faloi,ὕφαλος,adjective,neu/ontes,νεύω,verb,ei)s,εἰς,preposition,muxo\n,μυχός,noun,e)k,ἐκ,preposition,tou=,ὁ,article,metew/rou,μετέωρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,mh\,μή,conjunction,kai\,καί,conjunction,tou=t',οὗτος,pronoun,e)/stin,εἰμί,verb,ei)pei=n,εἶπον,verb,o(/ti,ὅστις,pronoun,moi,ἐγώ,pronoun,dokei=,δοκέω,verb,ka)\n,κἀν,conjunction,to\,ὁ,article,e)pegxuqe\n,ἐπεγχέω,verb,u(yw=sai,ὑψόω,verb,th=|,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,koufo/thti,κουφότης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,ou),οὐ,adverb,kompa/zomen,κομπάζω,verb,staqmw=|,σταθμόν,noun,kri/netai,κρίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,ti/,τίς,pronoun,a)\n,ἄν,particle,ei)/poi,εἶπον,verb,o(,ὁ,article,th=s,ὁ,article,*stugo\s,Στύξ,proper,a)porrw\c,ἀπορρώξ,noun,o(/tan,ὅταν,conjunction,a)nqista/menos,ἀνθίστημι,verb,r(e/ph|,ῥέπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro/sesti,πρόσειμι,verb,de\,δέ,particle,tou/tw|,οὗτος,pronoun,o(/ti,ὅστις,pronoun,ou)/te,οὔτε,adverb,*stugo/s,Στύξ,proper,e)stin,εἰμί,verb,a)porrw\c,ἀπορρώξ,noun,to/de,ὅδε,pronoun,to\,ὁ,article,r(eu=ma,ῥεῦμα,noun,ou)/te,οὔτε,adverb,a)/llo,ἄλλος,adjective,e)/xei,ἔχω,verb,frikw=des,φρικώδης,adverb,ou)de\n,οὐδείς,pronoun,a)ll',ἀλλά,adverb,u(giei/as,ὑγίεια,noun,a)\n,ἄν,particle,au)to\,αὐτός,pronoun,prosei/pois,προσεῖπον,verb,h)\,ἠέ,conjunction,ne/ktaros,νέκταρ,noun,h)/,ἠέ,conjunction,tinos,τις,pronoun,tw=n,ὁ,article,toiou/twn,τοιοῦτος,adjective,a)porrw=ga,ἀπορρώξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tekmhrioi=,τεκμηριόω,verb,de\,δέ,particle,kai\,καί,conjunction,tou=to,οὗτος,pronoun,o(,ὁ,article,xro/nos,χρόνος,noun,gou=n,γοῦν,particle,au)tou=,αὐτός,pronoun,ou)x,οὐ,adverb,a(/ptetai,ἅπτω,verb,a)ll',ἀλλά,adverb,a)pantlhqe\n,ἀπαντλέω,verb,to\,ὁ,article,u(/dwr,ὕδωρ,noun,kai\,καί,conjunction,e)/cw,ἔξω,adverb,geno/menon,γίγνομαι,verb,to\,ὁ,article,au)to\,αὐτός,pronoun,poiei=,ποιέω,verb,oi(=o/n,οἷος,adjective,per,πέρ,particle,to\,ὁ,article,a)ei\,ἀεί,adverb,leipo/menon,λείπω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,fre/ati,φρέαρ,noun,a)/shpton,ἄσηπτος,adjective,kai\,καί,conjunction,a)paqe\s,ἀπαθής,adverb,me/nei,μένω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plh=qos,πλῆθος,noun,d',δέ,particle,au)=,αὖ,interjection,tou=,ὁ,article,fre/atos,φρέαρ,noun,tou/tou,οὗτος,pronoun,tosou=ton,τοσοῦτος,adjective,o(/son,ὅσος,adjective,w(s,ὡς,conjunction,e)/pos,ἔπος,adjective,ei)pei=n,εἶπον,verb,ou)deno\s,οὐδείς,pronoun,e(te/rou,ἕτερος,adjective,fre/atos,φρέαρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma/la,μάλα,adverb,a)kmh=tas,ἀκμής,noun,ei)=nai,εἰμί,verb,dei=,δέομαι,verb,tou\s,ὁ,article,a)rutome/nous,ἀρύω,verb,kai\,καί,conjunction,nou=n,νόος,adjective,e)/xontas,ἔχω,verb,i(/na,ἵνα,conjunction,mh\,μή,conjunction,fqa/nh|,φθάνω,verb,to\,ὁ,article,e)gkatalamba/non,ἐγκαταλαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mo/non,μόνος,adjective,gou=n,γοῦν,particle,tou=to,οὗτος,pronoun,pa/ntwn,πᾶς,adjective,frea/twn,φρέαρ,noun,a)rutome/nwn,ἀρύω,verb,kai\,καί,conjunction,e)w/ntwn,ἀίω,verb,to\,ὁ,article,i)/son,ἴσος,adjective,a)ei\,ἀεί,adverb,me/tron,μέτρον,noun,pare/xetai,παρέχω,verb,tw=|,τίς,pronoun,tetrhme/nw|,τετραίνω,verb,pi/qw|,πίθος,adjective,to\,ὁ,article,a)nti/strofon,ἀντίστροφος,adjective,poiou=n,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,ou)de/pote,οὐδέποτε,adverb,plhrou=tai,πληρόω,verb,to\,ὁ,article,de\,δέ,particle,a)ei\,ἀεί,adverb,tou=,ὁ,article,xei/lous,χεῖλος,noun,e)ggu/s,ἐγγύς,adverb,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(/te,ἅτε,adverb,ga\r,γάρ,particle,o)\n,εἰμί,verb,dia/kono/n,διάκονος,noun,te,τε,particle,kai\,καί,conjunction,sunergo\n,συνεργός,adjective,tou=,ὁ,article,filanqrwpota/tou,φιλάνθρωπος,adjective,tw=n,ὁ,article,qew=n,θέα,noun,e(toimo/taton,ἑτοῖμος,adjective,pro\s,πρός,preposition,th\n,ὁ,article,u(phresi/an,ὑπηρεσία,noun,kai\,καί,conjunction,a)ei\,ἀεί,adverb,plh=re/s,πλήρης,adverb,e)sti,εἰμί,verb,kai\,καί,conjunction,ou)/te,οὔτε,adverb,e)kei=nos,ἐκεῖνος,pronoun,a)/gei,ἄγω,verb,sxolh\n,σχολή,noun,a)/llo,ἄλλος,adjective,ti,τις,pronoun,pra/ttein,πράσσω,verb,h)\,ἠέ,conjunction,sw/zein,σώζω,verb,a)nqrw/pous,ἄνθρωπος,noun,kai\,καί,conjunction,tou=to,οὗτος,pronoun,mimou/menon,μιμέομαι,verb,to\n,ὁ,article,despo/thn,δεσπότης,adjective,a)ei\,ἀεί,adverb,plhroi=,πληρόω,verb,th\n,ὁ,article,tw=n,ὁ,article,deome/nwn,δέομαι,verb,xrei/an,χρεία,noun,kai\,καί,conjunction,e)/stin,εἰμί,verb,w(/sper,ὥσπερ,adverb,a)/llo,ἄλλος,adjective,ti,τις,pronoun,qre/mma,θρέμμα,noun,h)\,ἠέ,conjunction,dw=ron,δῶρον,noun,*)asklhpiou=,Ἀσκληπιός,proper,w(/sper,ὥσπερ,adverb,*(/omhros,Ὅμηρος,proper,e)poi/hsen,ποιέω,verb,o(/pla,ὅπλον,noun,kai\,καί,conjunction,e)/rga,ἔργον,noun,*(hfai/stou,Ἥφαιστος,proper,pro\s,πρός,preposition,to\,ὁ,article,e)kei/nw|,ἐκεῖνος,pronoun,dokou=n,δοκέω,verb,kinou/mena,κινέω,verb,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,e)ntau=qa,ἐνταῦθα,adverb,h)/dh,ἤδη,adverb,e)geno/mhn,γίγνομαι,verb,poi=on,ποῖος,adjective,u(/dwr,ὕδωρ,noun,a)\n,ἄν,particle,tw=n,ὁ,article,kat',κατά,preposition,a)nqrw/pous,ἄνθρωπος,noun,tou/tw|,οὗτος,pronoun,parablhqei/h,παραβάλλω,verb,xrei/as,χρεία,noun,e(/neka,ἕνεκα,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,mo/non,μόνος,adjective,po/ma,πόμα,noun,to\,ὁ,article,d',δέ,particle,au)to\,αὐτός,pronoun,kai\,καί,conjunction,loutro/n,λουτρόν,noun,e)stin,εἰμί,verb,h(/diston,ἡδύς,adjective,kai\,καί,conjunction,a)blabe/staton,ἀβλαβής,adjective,ou)d',οὐδέ,particle,a)nte/straptai,ἀντιστρέφω,verb,pro\s,πρός,preposition,ta\s,ὁ,article,w(/ras,ὥρα,adjective,tou=,ὁ,article,e)/tous,ἔτος,noun,qe/rous,θέρος,noun,me\n,μέν,particle,yuxro/taton,ψυχρός,adjective,o)\n,εἰμί,verb,au)to\,αὐτός,pronoun,au(tou=,ἑαυτοῦ,pronoun,xeimw=nos,χειμών,noun,de\,δέ,particle,w(s,ὡς,conjunction,h)piw/taton,ἤπιος,adjective,gigno/menon,γίγνομαι,verb,ta\,ὁ,article,tou=,ὁ,article,paro/ntos,πάρειμι,verb,a)ei\,ἀεί,adverb,kairou=,καιρός,noun,dusxerh=,δυσχερής,adverb,lu=on,λύω,verb,kai\,καί,conjunction,paramuqou/menon,παραμυθέομαι,verb,oi(/an,οἷος,adjective,xrh\,χρή,verb,th\n,ὁ,article,*)asklhpiou=,Ἀσκληπιός,proper,phgh\n,πηγή,noun,i(era\n,ἱερός,adjective,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
