word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS
u(po\,ὑπό,preposition,de\,δέ,particle,sklhra=s,σκληρός,adjective,a)na/gkhs,ἀνάγκη,noun,biazo/menos,βιάζω,verb,kai\,καί,conjunction,au)to\s,αὐτός,pronoun,ei)s,εἰς,preposition,to\n,ὁ,article,u(me/teron,ὑμέτερος,adjective,e)/leon,ἔλεος,noun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,katapefeugw\s,καταφεύγω,verb,de/omai,δέομαι,verb,u(mw=n,σύ,pronoun,e)a\n,ἐάν,conjunction,a)kribe/steron,ἀκριβής,adjective,h)\,ἠέ,conjunction,w(s,ὡς,conjunction,su/nhqes,σύνηθέω,verb,u(mi=n,σύ,pronoun,do/cw,δοξόω,verb,ei)pei=n,εἶπον,verb,mh\,μή,conjunction,dia\,διά,preposition,ta\s,ὁ,article,proeirhme/nas,προερέω,verb,tu/xas,τύχη,noun,ltdusxerw=sgt,,,a)podecame/nous,ἀποδέχομαι,verb,mou,ἐγώ,pronoun,th\n,ὁ,article,a)pologi/an,ἀπολογία,noun,do/ch|,δόξα,noun,kai\,καί,conjunction,mh\,μή,conjunction,a)lhqei/a|,ἀλήθεια,adjective,th\n,ὁ,article,kri/sin,κρίσις,adjective,poih/sasqai,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,do/ca,δόξα,noun,tw=n,ὁ,article,praxqe/ntwn,πράσσω,verb,pro\s,πρός,preposition,tw=n,ὁ,article,le/gein,λέγω,verb,duname/nwn,δύναμαι,verb,e)sti/n,εἰμί,verb,h(,ὁ,article,de\,δέ,particle,a)lh/qeia,ἀλήθεια,adjective,pro\s,πρός,preposition,tw=n,ὁ,article,di/kaia,δίκαιος,adjective,kai\,καί,conjunction,o(/sia,ὅσιος,adjective,prasso/ntwn,πράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)do/koun,δοκέω,verb,me\n,μέν,particle,ou)=n,οὖν,particle,e)/gwge,ἐγώ,pronoun,tau=ta,οὗτος,pronoun,paideu/wn,παιδεύω,verb,to\n,ὁ,article,ui(o\n,υἱός,noun,e)c,ἐκ,preposition,w(=n,ὅς,pronoun,ma/lista,μάλιστα,adverb,to\,ὁ,article,koino\n,κοινός,adjective,w)felei=tai,ὠφελέω,verb,a)mfoi=n,ἄμφω,noun,ti,τις,pronoun,h(mi=n,ἐγώ,pronoun,a)gaqo\n,ἀγαθός,adjective,a)pobh/sesqai,ἀποβαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sumbe/bhke,συμβαίνω,verb,de/,δέ,particle,moi,ἐγώ,pronoun,polu\,πολύς,adjective,para\,παρά,preposition,gnw/mhn,γνώμη,noun,tou/twn,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,ga\r,γάρ,particle,meira/kion,μειράκιον,noun,ou)x,οὐ,adverb,u(/brei,ὕβρις,noun,ou)de\,οὐδέ,particle,a)kolasi/a|,ἀκολασία,noun,a)lla\,ἀλλά,adverb,meletw=n,μελετάω,verb,meta\,μετά,preposition,tw=n,ὁ,article,h(li/kwn,ἧλιξ,noun,a)konti/zein,ἀκοντίζω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,gumnasi/w|,γυμνάσιον,noun,e)/bale,βάλλω,verb,me/n,μέν,particle,ou)k,οὐ,adverb,a)pe/kteine,ἀποκτείνω,verb,de\,δέ,particle,ou)de/na,οὐδείς,pronoun,kata/,κατά,preposition,ge,γε,particle,th\n,ὁ,article,a)lh/qeian,ἀλήθεια,adjective,w(=n,ὅς,pronoun,e)/pracen,πράσσω,verb,a)/llou,ἄλλος,adjective,d',δέ,particle,ei)s,εἰς,preposition,au(to\n,ἑαυτοῦ,pronoun,a(marto/ntos,ἁμαρτάνω,verb,ei)s,εἰς,preposition,a)kousi/ous,ἀεκούσιος,adjective,ai)ti/as,αἰτία,noun,h)=lqen,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,me\n,μέν,particle,ga\r,γάρ,particle,to\,ὁ,article,a)ko/ntion,ἀκόντιον,noun,e)/cw,ἔξω,adverb,tw=n,ὁ,article,o(/rwn,ὅρος,adjective,th=s,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,porei/as,πορεία,noun,e)pi\,ἐπί,preposition,to\n,ὁ,article,pai=da,παῖς,adjective,e)cenexqe\n,ἐκφέρω,verb,e)/trwsen,τιτρώσκω,verb,au)to/n,αὐτός,pronoun,ou)dei\s,οὐδείς,pronoun,lta)\ngt,,,h(mi=n,ἐγώ,pronoun,lo/gos,λόγος,noun,u(pelei/peto,ὑπολείπω,verb,mh\,μή,conjunction,foneu=sin,φονεύς,noun,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,de\,δέ,particle,paido\s,παῖς,adjective,u(po\,ὑπό,preposition,th\n,ὁ,article,tou=,ὁ,article,a)konti/ou,ἀκόντιον,noun,fora\n,φορά,noun,u(podramo/ntos,ὑποδύω,verb,kai\,καί,conjunction,to\,ὁ,article,sw=ma,σῶμα,adjective,prosth/santos,προίστημι,verb,lto(,,,me\n,μέν,particle,e)kwlu/qhgt,,,tou=,ὁ,article,skopou=,σκοπός,noun,tuxei=n,τυγχάνω,verb,o(,ὁ,article,de\,δέ,particle,u(po\,ὑπό,preposition,to\,ὁ,article,a)ko/ntion,ἀκόντιον,noun,u(pelqw\n,ὑπέρχομαι,verb,e)blh/qh,βάλλω,verb,kai\,καί,conjunction,th\n,ὁ,article,ai)ti/an,αἰτία,noun,ou)x,οὐ,adverb,h(mete/ran,ἡμέτερος,adjective,ou)=san,εἰμί,verb,prose/balen,προσδαίω,verb,h(mi=n,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,de\,δέ,particle,th\n,ὁ,article,u(podromh\n,ὑποδρομή,noun,blhqe/ntos,βάλλω,verb,tou=,ὁ,article,paido/s,παῖς,adjective,to\,ὁ,article,me\n,μέν,particle,meira/kion,μειράκιον,noun,ou),οὐ,adverb,dikai/ws,δίκαιος,adjective,e)pikalei=tai,ἐπικαλέω,verb,ou)de/na,οὐδείς,pronoun,ga\r,γάρ,particle,e)/bale,βάλλω,verb,tw=n,ὁ,article,a)po\,ἀπό,preposition,tou=,ὁ,article,skopou=,σκοπός,noun,a)festw/twn,ἀφίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,pai=s,πᾶς,adjective,ei)/per,εἴπερ,conjunction,e(stw\s,ἵστημι,verb,fanero\s,φανερός,adjective,u(mi=n,σύ,pronoun,e)sti,εἰμί,verb,mh\,μή,conjunction,blhqei/s,βάλλω,verb,e(kousi/ws,ἑκούσιος,adjective,ltd'gt,,,u(po\,ὑπό,preposition,th\n,ὁ,article,fora\n,φορά,noun,tou=,ὁ,article,a)konti/ou,ἀκόντιον,noun,u(pelqw/n,ὑπέρχομαι,verb,e)/ti,ἔτι,adverb,safeste/rws,σαφής,adverb,dhlou=tai,δηλόω,verb,dia\,διά,preposition,th\n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,a(marti/an,ἁμαρτία,noun,a)poqanw/n,ἀποθνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,a)\n,ἄν,particle,e)blh/qh,βάλλω,verb,a)tremi/zwn,ἀτρεμίζω,verb,kai\,καί,conjunction,mh\,μή,conjunction,diatre/xwn,διατρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)kousi/ou,ἀεκούσιος,adjective,de\,δέ,particle,tou=,ὁ,article,fo/nou,φόνος,noun,e)c,ἐκ,preposition,a)mfoi=n,ἄμφω,noun,u(mi=n,σύ,pronoun,o(mologoume/nou,ὁμολογέω,verb,gene/sqai,γίγνομαι,verb,e)k,ἐκ,preposition,th=s,ὁ,article,a(marti/as,ἁμαρτία,noun,o(pote/rou,ὁπότερος,adjective,au)tw=n,αὐτός,pronoun,e)sti/n,εἰμί,verb,e)/ti,ἔτι,adverb,ge,γε,particle,safe/steron,σαφής,adverb,lta)\ngt,,,o(,ὁ,article,foneu\s,φονεύς,noun,e)legxqei/h,ἐλέγχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(/,ἕ,pronoun,te,τε,particle,ga\r,γάρ,particle,a(marta/nontes,ἁμαρτάνω,verb,w(s,ὡς,conjunction,a)\n,ἄν,particle,e)pinoh/swsi/,ἐπινοέω,verb,ti,τις,pronoun,dra=sai,δράω,verb,ou(=toi,οὗτος,pronoun,pra/ktores,πράκτωρ,noun,tw=n,ὁ,article,a)kousi/wn,ἄκουσις,adjective,ei)si/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(/,ἕ,pronoun,te,τε,particle,e(kou/sio/n,ἑκούσιος,adjective,ti,τις,pronoun,drw=ntes,δράω,verb,h)\,ἠέ,conjunction,pa/sxontes,πάσχω,verb,ou(=toi,οὗτος,pronoun,tw=n,ὁ,article,paqhma/twn,πάθημα,noun,ai)/tioi,αἴτιος,adjective,gi/gnontai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,me\n,μέν,particle,toi/nun,τοίνυν,particle,meira/kion,μειράκιον,noun,peri\,περί,preposition,ou)de/na,οὐδείς,pronoun,ou)de\n,οὐδείς,pronoun,h(/marten,ἁμαρτάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/te,οὔτε,adverb,ga\r,γάρ,particle,a)peirhme/non,ἀπεῖπον,verb,a)lla\,ἀλλά,adverb,prostetagme/non,προστάσσω,verb,e)cemele/ta,ἐκμελετάω,verb,ou)/te,οὔτε,adverb,e)n,ἐν,preposition,gumnazome/nois,γυμνάζω,verb,a)ll',ἀλλά,adverb,e)n,ἐν,preposition,th=|,ὁ,article,tw=n,ὁ,article,a)kontizo/ntwn,ἀκοντίζω,verb,ta/cei,τάξις,noun,h)ko/ntizen,ἀκοντίζω,verb,ou)/te,οὔτε,adverb,tou=,ὁ,article,skopou=,σκοπός,noun,a(martw/n,ἁμαρτάνω,verb,ei)s,εἰς,preposition,tou\s,ὁ,article,a)festw=tas,ἀφίστημι,verb,a)konti/sas,ἀκοντίζω,verb,tou=,ὁ,article,paido\s,παῖς,adjective,e)/tuxen,τυγχάνω,verb,a)lla\,ἀλλά,adverb,pa/nta,πᾶς,adjective,o)rqw=s,ὀρθός,adjective,w(s,ὡς,conjunction,e)peno/ei,ἐπινοέω,verb,drw=n,δράω,verb,e)/drase,δράω,verb,me\n,μέν,particle,ou)de\n,οὐδείς,pronoun,a)kou/sion,ἀεκούσιος,adjective,e)/paqe,πάσχω,verb,de\,δέ,particle,diakwluqei\s,διακωλύω,verb,tou=,ὁ,article,skopou=,σκοπός,noun,tuxei=n,τυγχάνω,verb,,,,,,,,,,,,,,,,,,,,,
