word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS
ti/nos,τίς,pronoun,ou)/shs,εἰμί,verb,kai\,καί,conjunction,pw=s,πῶς,adverb,dioikou/shs,διοικέω,verb,ta\,ὁ,article,o(/la,ὅλος,adjective,kai\,καί,conjunction,po/teron,πότερος,adjective,ou)/shs,εἰμί,verb,h)\,ἠέ,conjunction,mh/,μή,conjunction,tau=ta,οὗτος,pronoun,ou)ke/ti,οὐκέτι,adverb,a)nagkai=on,ἀναγκαῖος,adjective,polupragmonei=n,πολυπραγμονέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)arrianou=,Ἀρριανός,proper,*)epikthtei/ou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,toi=s,ὁ,article,parou=si,πάρειμι,verb,kai\,καί,conjunction,dedome/nois,δίδωμι,verb,u(po\,ὑπό,preposition,th=s,ὁ,article,tu/xhs,τύχη,noun,dusxerai/nwn,δυσχεραίνω,verb,i)diw/ths,ἰδιώτης,noun,e)n,ἐν,preposition,bi/w|,βίος,adjective,o(,ὁ,article,de\,δέ,particle,tau=ta,οὗτος,pronoun,gennai/ws,γενναῖος,adjective,fe/rwn,φέρω,verb,kai\,καί,conjunction,eu)logi/stw,εὐλόγιστος,adjective,ta\,ὁ,article,a)p',ἀπό,preposition,au)tw=n,αὐτός,pronoun,a)nh\r,ἀνήρ,noun,a)gaqo\s,ἀγαθός,adjective,a)/cios,ἄξιος,adjective,nomi/zesqai,νομίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,au)tou=,αὐτοῦ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/nta,πᾶς,adjective,u(pakou/ei,ὑπακούω,verb,tw=|,ὁ,article,ko/smw|,κόσμος,noun,kai\,καί,conjunction,u(phretei=,ὑπηρετέω,verb,kai\,καί,conjunction,gh=,γῆ,noun,kai\,καί,conjunction,qa/lassa,θάλασσα,noun,kai\,καί,conjunction,h(/lios,ἥλιος,noun,kai\,καί,conjunction,ta\,ὁ,article,loipa\,λοιπός,adjective,a)/stra,ἄστρον,noun,kai\,καί,conjunction,ta\,ὁ,article,gh=s,γῆ,noun,futa\,φυτάς,noun,kai\,καί,conjunction,zw=|a,ζώιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(pakou/ei,ὑπακούω,verb,de\,δέ,particle,au)tw=|,αὐτός,pronoun,kai\,καί,conjunction,to\,ὁ,article,h(me/teron,ἡμέτερος,adjective,sw=ma,σῶμα,adjective,kai\,καί,conjunction,nosou=n,νοσέω,verb,kai\,καί,conjunction,u(giai=non,ὑγιαίνω,verb,o(/tan,ὅταν,conjunction,e)kei=nos,ἐκεῖνος,pronoun,qe/lh|,ἐθέλω,verb,kai\,καί,conjunction,nea/zon,νεάζω,verb,kai\,καί,conjunction,ghrw=n,γηράσκω,verb,kai\,καί,conjunction,ta\s,ὁ,article,a)/llas,ἄλλος,adjective,dierxo/menon,διέρχομαι,verb,metabola/s,μεταβολή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)kou=n,οὐκοῦν,adverb,eu)/logon,εὔλογος,adjective,kai/,καί,conjunction,o(\,ὅς,pronoun,e)f',ἐπί,preposition,h(mi=n,ἐγώ,pronoun,e)sti,εἰμί,verb,toute/sti,τουτέστι,adverb,th\n,ὁ,article,kri/sin,κρίσις,adjective,mh\,μή,conjunction,a)ntitei/nein,ἀντιτείνω,verb,mo/nhn,μόνος,adjective,pro\s,πρός,preposition,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,i)sxuro/s,ἰσχυρός,adjective,e)sti,εἰμί,verb,kai\,καί,conjunction,krei/sswn,κρείσσων,verb,kai\,καί,conjunction,a)/meinon,ἀμείνων,adjective,u(pe\r,ὑπέρ,preposition,h(mw=n,ἐγώ,pronoun,bebou/leutai,βουλεύω,verb,meta\,μετά,preposition,tw=n,ὁ,article,o(/lwn,ὅλος,adjective,kai\,καί,conjunction,h(ma=s,ἐγώ,pronoun,sundioikw=n,συνδιοικέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,de\,δέ,particle,tou/tois,οὗτος,pronoun,kai\,καί,conjunction,h(,ὁ,article,a)nti/pracis,ἀντίπραξις,noun,meta\,μετά,preposition,tou=,ὁ,article,a)lo/gou,ἄλογος,adjective,kai\,καί,conjunction,ple/on,πλέος,adjective,ou)de\n,οὐδείς,pronoun,poiou=sa,ποιέω,verb,plh\n,πλήν,preposition,to\,ὁ,article,diakenh=s,διακενῆς,adverb,spa=sqai,σπάω,verb,kai\,καί,conjunction,peripi/ptein,περιπίπτω,verb,o)du/nais,ὀδύνη,noun,kai\,καί,conjunction,lu/pais,λύπη,noun,poiei=,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(rou/fou,,,e)k,ἐκ,preposition,tw=n,ὁ,article,*)epikth/tou,Ἐπίκτητος,proper,peri\,περί,preposition,fili/as,φιλία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,o)/ntwn,εἰμί,verb,ta\,ὁ,article,me\n,μέν,particle,e)f',ἐπί,preposition,h(mi=n,ἐγώ,pronoun,e)/qeto,ἔθω,verb,o(,ὁ,article,qeo/s,θεός,noun,ta\,ὁ,article,d',δέ,particle,ou)k,οὐ,adverb,e)f',ἐπί,preposition,h(mi=n,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)f',ἐπί,preposition,h(mi=n,ἐγώ,pronoun,me\n,μέν,particle,to\,ὁ,article,ka/lliston,καλός,noun,kai\,καί,conjunction,spoudaio/taton,σπουδαῖος,adjective,w(=|,ὅς,pronoun,dh\,δή,particle,kai\,καί,conjunction,au)to\s,αὐτός,pronoun,eu)dai/mwn,εὐδαίμων,adjective,e)sti/,εἰμί,verb,th\n,ὁ,article,xrh=sin,χρῆσις,noun,tw=n,ὁ,article,fantasiw=n,φαντασία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,ga\r,γάρ,particle,o)rqw=s,ὀρθός,adjective,gigno/menon,γίγνομαι,verb,e)leuqeri/a,ἐλευθερία,noun,e)sti/n,εἰμί,verb,eu)/roia,εὔροια,noun,eu)qumi/a,εὐθυμία,noun,eu)sta/qeia,εὐστάθεια,noun,tou=to,οὗτος,pronoun,de\,δέ,particle,kai\,καί,conjunction,di/kh,δίκη,adjective,e)sti\,εἰμί,verb,kai\,καί,conjunction,no/mos,νόμος,noun,kai\,καί,conjunction,swfrosu/nh,σωφροσύνη,noun,kai\,καί,conjunction,cu/mpasa,σύμπας,adjective,a)reth/,ἀρετή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,d',δέ,particle,a)/lla,ἄλλος,adjective,pa/nta,πᾶς,adjective,ou)k,οὐ,adverb,e)f',ἐπί,preposition,h(mi=n,ἐγώ,pronoun,e)poih/sato,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
