word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS
tou=to,οὗτος,pronoun,d',δέ,particle,o(/sa,ὅσος,adjective,bla/ptei,βλάπτω,verb,poiw=n,ποιέω,verb,prw=ton,πρότερος,adjective,me\n,μέν,particle,e)me/,ἐγώ,pronoun,ei)=ta,εἶτα,adverb,de\,δέ,particle,kai\,καί,conjunction,u(ma=s,σύ,pronoun,e)gw\,ἐγώ,pronoun,dida/cw,διδάσκω,verb,e)peida\n,ἐπειδάν,conjunction,w(=n,ὅς,pronoun,le/gw,λέγω,verb,para/sxwmai,παρέχω,verb,ma/rturas,μάρτυς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\n,ὅς,pronoun,me\n,μέν,particle,toi/nun,τοίνυν,particle,tro/pon,τρόπος,noun,h(ma=s,ἐγώ,pronoun,e)ne/grayen,ἐγγράφω,verb,o(,ὁ,article,path/r,πατήρ,noun,a)khko/ate,ἀκούω,verb,tw=n,ὁ,article,martu/rwn,μάρτυρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,ὅστις,pronoun,d',δέ,particle,ou)k,οὐ,adverb,oi)ome/nou,οἴομαι,verb,tou/tou,οὗτος,pronoun,dei=n,δέω,verb,e)mme/nein,ἐμμένω,verb,dikai/ws,δίκαιος,adjective,kai\,καί,conjunction,a)nagkai/ws,ἀναγκαῖος,adjective,e)/laxon,λαγχάνω,verb,th\n,ὁ,article,di/khn,δίκη,adjective,tou=t',οὗτος,pronoun,h)/dh,ἤδη,adverb,dei/cw,δείκνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,ga\r,γάρ,particle,ou)x,οὐ,adverb,ou(/tw,οὕτως,adverb,dh/pou,δήπου,particle,skaio/s,σκαιός,adjective,ei)m',εἰμί,verb,a)/nqrwpos,ἄνθρωπος,noun,ou)d',οὐδέ,particle,a)lo/gistos,ἀλόγιστος,adjective,w(/ste,ὥστε,conjunction,tw=n,ὁ,article,me\n,μέν,particle,patrw/|wn,πατρῷος,adjective,a(\,ὅς,pronoun,pa/nt',πᾶς,adjective,e)ma\,ἐμός,adjective,e)gi/gneto,γίγνομαι,verb,e)peidh/per,ἐπεί,conjunction,e)poih/sato,ποιέω,verb,tou/tous,οὗτος,pronoun,o(,ὁ,article,path/r,πατήρ,noun,sugkexwrhke/nai,συγχωρέω,verb,to\,ὁ,article,tri/ton,τρίτος,adjective,nei/masqai,νέμω,verb,me/ros,μέρος,noun,kai\,καί,conjunction,ste/rgein,στέργω,verb,e)pi\,ἐπί,preposition,tou/tw|,οὗτος,pronoun,peri\,περί,preposition,d',δέ,particle,o)no/matos,ὄνομα,adjective,zugomaxei=n,ζυγομαχέω,verb,ei),εἰ,conjunction,mh\,μή,conjunction,to\,ὁ,article,me\n,μέν,particle,h(ma=s,ἐγώ,pronoun,metaqe/sqai,μετατίθημι,verb,mega/lhn,μέγας,adverb,a)timi/an,ἀτιμία,noun,e)/fere,φέρω,verb,kai\,καί,conjunction,a)nandri/an,ἀνανδρία,noun,to\,ὁ,article,de\,δέ,particle,tau)to\n,ταυτός,adjective,e)/xein,ἔχω,verb,tou=ton,οὗτος,pronoun,h(mi=n,ἐγώ,pronoun,o)/noma,ὄνομα,adjective,dia\,διά,preposition,po/ll',πολύς,adjective,a)du/naton,ἀδύνατος,adjective,h)=n,εἰμί,verb,,,,,,,,,,,,
prw=ton,πρότερος,adjective,me\n,μέν,particle,ga/r,γάρ,particle,ei),εἰ,conjunction,dei=,δέομαι,verb,ta\,ὁ,article,koina\,κοινός,adjective,tw=n,ὁ,article,i)di/wn,ἴδιος,adjective,ei)pei=n,εἶπον,verb,pro/teron,πρότερος,adjective,ti/n',τίς,pronoun,h(mi=n,ἐγώ,pronoun,h(,ὁ,article,po/lis,πόλις,adjective,e)pita/cei,ἐπιτάσσω,verb,tro/pon,τρόπος,noun,a)/n,ἄν,particle,ti,τις,pronoun,de/h|,δέομαι,verb,poiei=n,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)/sousi,φέρω,verb,nh\,νή,preposition,*di/',Δίη,proper,oi(,ὁ,article,fule/tai,φυλέτης,noun,to\n,ὁ,article,au)to\n,αὐτός,pronoun,tro/pon,τρόπος,noun,o(/nper,ὅς,pronoun,kai\,καί,conjunction,tou\s,ὁ,article,a)/llous,ἄλλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)kou=n,οὐκοῦν,adverb,*manti/qeon,Μαντίθεος,proper,*manti/ou,Μάντιος,proper,*qori/kion,,,oi)/sousin,φέρω,verb,e)a\n,ἐάν,conjunction,xorhgo\n,χορηγός,noun,h)\,ἠέ,conjunction,gumnasi/arxon,γυμνασίαρχος,noun,h)\,ἠέ,conjunction,e(stia/tor',ἑστιάτωρ,noun,h)\,ἠέ,conjunction,e)a/n,ἐάν,conjunction,ti,τις,pronoun,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,fe/rwsin,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=|,ὁ,article,dh=lon,δῆλος,adjective,ou)=n,οὖν,particle,e)/stai,εἰμί,verb,po/teron,πότερος,adjective,se\,σύ,pronoun,fe/rousin,φέρω,verb,h)\,ἠέ,conjunction,e)me/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,me\n,μέν,particle,ga\r,γάρ,particle,fh/seis,φημί,verb,e)me/,ἐγώ,pronoun,e)gw\,ἐγώ,pronoun,de\,δέ,particle,se/,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,dh\,δή,particle,kalei=,καλέω,verb,meta\,μετά,preposition,tou=q',οὗτος,pronoun,o(,ὁ,article,a)/rxwn,ἄρχων,noun,h)\,ἠέ,conjunction,pro\s,πρός,preposition,o(/ntin',ὅστις,pronoun,a)\n,ἄν,particle,h)=|,εἰμί,verb,h(,ὁ,article,di/kh,δίκη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)x,οὐ,adverb,u(pakou/omen,ὑπακούω,verb,ou),οὐ,adverb,lh|tourgou=men,λειτουργέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/teros,πότερος,adjective,tai=s,ὁ,article,e)k,ἐκ,preposition,tw=n,ὁ,article,no/mwn,νόμος,noun,e)/stai,εἰμί,verb,zhmi/ais,ζημία,noun,e)/noxos,ἔνοχος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
