word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS
dikaiosu/nh,δικαιοσύνη,noun,d',δέ,particle,e)sti\n,εἰμί,verb,a)reth\,ἀρετή,noun,yuxh=s,ψυχή,noun,dianemhtikh\,διανεμητικός,adjective,tou=,ὁ,article,kat',κατά,preposition,a)ci/an,ἄξιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)leuqerio/ths,ἐλευθεριότης,noun,d',δέ,particle,e)sti\n,εἰμί,verb,a)reth\,ἀρετή,noun,yuxh=s,ψυχή,noun,eu)da/panos,εὐδάπανος,adjective,ei)s,εἰς,preposition,ta\,ὁ,article,kala/,καλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
megaloyuxi/a,μεγαλοψυχία,noun,d',δέ,particle,e)sti\n,εἰμί,verb,a)reth\,ἀρετή,noun,yuxh=s,ψυχή,noun,kaq',κατά,preposition,h(\n,ὅς,pronoun,du/natai,δύναμαι,verb,fe/rein,φέρω,verb,eu)tuxi/an,εὐτυχία,noun,kai\,καί,conjunction,a)tuxi/an,ἀτυχία,noun,kai\,καί,conjunction,timh\n,τιμή,noun,kai\,καί,conjunction,a)timi/an,ἀτιμία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)frosu/nh,ἀφροσύνη,noun,d',δέ,particle,e)sti\,εἰμί,verb,kaki/a,κακία,noun,tou=,ὁ,article,logistikou=,λογιστικός,adjective,ai)ti/a,αἰτία,noun,tou=,ὁ,article,zh=n,ζάω,verb,kakw=s,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)rgilo/ths,ὀργιλότης,noun,d',δέ,particle,e)sti\,εἰμί,verb,kaki/a,κακία,noun,tou=,ὁ,article,qumoeidou=s,θυμοειδής,adverb,kaq',κατά,preposition,h(\n,ὅς,pronoun,eu)ki/nhtoi,εὐκίνητος,adjective,gi/nontai,γίγνομαι,verb,pro\s,πρός,preposition,o)rgh/n,ὀργή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deili/a,δειλία,noun,d',δέ,particle,e)sti\,εἰμί,verb,kaki/a,κακία,noun,tou=,ὁ,article,qumoeidou=s,θυμοειδής,adverb,kaq',κατά,preposition,h(\n,ὅς,pronoun,e)kplh/ttontai,ἐκπλήσσω,verb,u(po\,ὑπό,preposition,fo/bwn,φόβος,noun,kai\,καί,conjunction,ma/lista,μάλιστα,adverb,tw=n,ὁ,article,peri\,περί,preposition,qa/naton,θάνατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)kolasi/a,ἀκολασία,noun,d',δέ,particle,e)sti\,εἰμί,verb,kaki/a,κακία,noun,tou=,ὁ,article,e)piqumhtikou=,ἐπιθυμητικός,adjective,kaq',κατά,preposition,h(\n,ὅς,pronoun,ai(rou=ntai,αἱρέω,verb,ta\s,ὁ,article,fau/las,φαῦλος,adjective,h(dona/s,ἡδονά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)kra/teia,ἀκράτεια,adjective,d',δέ,particle,e)sti\,εἰμί,verb,kaki/a,κακία,noun,tou=,ὁ,article,e)piqumhtikou=,ἐπιθυμητικός,adjective,kaq',κατά,preposition,h(\n,ὅς,pronoun,parasu/rousi,παρασύρω,verb,th=|,ὁ,article,a)logi/a|,ἀλογία,noun,th\n,ὁ,article,e)piqumi/an,ἐπιθυμία,noun,w)qou=san,ὠθέω,verb,e)pi\,ἐπί,preposition,ta\s,ὁ,article,tw=n,ὁ,article,fau/lwn,φαῦλος,adjective,h(donw=n,ἡδονά,noun,a)polau/seis,ἀπόλαυσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)diki/a,ἀδικία,noun,d',δέ,particle,e)sti\,εἰμί,verb,kaki/a,κακία,noun,yuxh=s,ψυχή,noun,kaq',κατά,preposition,h(\n,ὅς,pronoun,pleonektikoi\,πλεονεκτικός,adjective,gi/nontai,γίγνομαι,verb,para\,παρά,preposition,th\n,ὁ,article,a)ci/an,ἄξιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)neleuqeri/a,ἀνελευθερία,noun,d',δέ,particle,e)sti\,εἰμί,verb,kaki/a,κακία,noun,yuxh=s,ψυχή,noun,kaq',κατά,preposition,h(\n,ὅς,pronoun,o)re/gontai,ὀρέγω,verb,tou=,ὁ,article,pantaxo/qen,πανταχόθεν,adverb,ke/rdous,κέρδος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mikroyuxi/a,μικροψυχία,noun,d',δέ,particle,e)sti\,εἰμί,verb,kaki/a,κακία,noun,yuxh=s,ψυχή,noun,kaq',κατά,preposition,h(\n,ὅς,pronoun,a)du/natoi/,ἀδύνατος,adjective,ei)si,εἰμί,verb,fe/rein,φέρω,verb,eu)tuxi/an,εὐτυχία,noun,kai\,καί,conjunction,a)tuxi/an,ἀτυχία,noun,kai\,καί,conjunction,timh\n,τιμή,noun,kai\,καί,conjunction,a)timi/an,ἀτιμία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=s,ὁ,article,de\,δέ,particle,fronh/sew/s,φρόνησις,noun,e)sti,εἰμί,verb,to\,ὁ,article,bouleu/sasqai,βουλεύω,verb,to\,ὁ,article,kri=nai,κρίνω,verb,ta\,ὁ,article,a)gaqa\,ἀγαθός,adjective,kai\,καί,conjunction,ta\,ὁ,article,kaka\,κακός,adjective,kai\,καί,conjunction,pa/nta,πᾶς,adjective,ta\,ὁ,article,e)n,ἐν,preposition,tw=|,ὁ,article,bi/w|,βίος,adjective,ai(reta\,αἱρετός,adjective,kai\,καί,conjunction,feukta/,φευκτός,adjective,to\,ὁ,article,xrh=sqai,χράομαι,verb,pa=si,πᾶς,adjective,kalw=s,καλός,noun,toi=s,ὁ,article,u(pa/rxousin,ὑπάρχω,verb,a)gaqoi=s,ἀγαθός,adjective,to\,ὁ,article,o(milh=sai,ὁμιλέω,verb,o)rqw=s,ὀρθός,adjective,to\,ὁ,article,sunidei=n,σύνεῖδον,verb,tou\s,ὁ,article,kairou/s,καιρός,noun,to\,ὁ,article,a)gxi/nws,ἀγχίνοος,adjective,xrh/sasqai,χράω,verb,kai\,καί,conjunction,lo/gw|,λόγος,noun,kai\,καί,conjunction,e)/rgw|,ἔργον,noun,to\,ὁ,article,th\n,ὁ,article,e)mpeiri/an,ἐμπειρία,noun,e)/xein,ἔχω,verb,tw=n,ὁ,article,xrhsi/mwn,χρήσιμος,adjective,pa/ntwn,πᾶς,adjective
h(,ὁ,article,mnh/mh,μνήμη,noun,de\,δέ,particle,kai\,καί,conjunction,e)mpeiri/a,ἐμπειρία,noun,kai\,καί,conjunction,a)gxi/noia,ἀγχίνοια,noun,h)/toi,ἤτοι,particle,a)po\,ἀπό,preposition,th=s,ὁ,article,fronh/sews,φρόνησις,noun,e(ka/sth,ἕκαστος,adjective,au)tw=n,αὐτός,pronoun,e)sti/n,εἰμί,verb,h)\,ἠέ,conjunction,pare/petai,παρέπομαι,verb,th=|,ὁ,article,fronh/sei,φρόνησις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,ta\,ὁ,article,me\n,μέν,particle,au)tw=n,αὐτός,pronoun,oi(=on,οἷος,adjective,sunai/tia,συναίτιος,adjective,th=s,ὁ,article,fronh/sew/s,φρόνησις,noun,e)sti,εἰμί,verb,kaqa/per,καθά,adverb,e)mpeiri/a,ἐμπειρία,noun,kai\,καί,conjunction,h(,ὁ,article,mnh/mh,μνήμη,noun,ta\,ὁ,article,de\,δέ,particle,oi(=on,οἷος,adjective,me/rh,μέρα,noun,au)th=s,αὐτός,pronoun,oi(=on,οἷος,adjective,eu)bouli/a,εὐβουλία,noun,kai\,καί,conjunction,a)gxi/noia,ἀγχίνοια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prao/thtos,πραότης,noun,d',δέ,particle,e)sti\,εἰμί,verb,to\,ὁ,article,du/nasqai,δύναμαι,verb,fe/rein,φέρω,verb,metri/ws,μέτριος,adjective,e)gklh/mata,ἔγκλημα,noun,kai\,καί,conjunction,o)ligwri/as,ὀλιγωρία,noun,kai\,καί,conjunction,to\,ὁ,article,mh\,μή,conjunction,taxe/ws,ταχέως,adverb,o(rma=n,ὁρμάω,verb,e)pi\,ἐπί,preposition,ta\s,ὁ,article,timwri/as,τιμωρία,noun,kai\,καί,conjunction,to\,ὁ,article,mh\,μή,conjunction,eu)ki/nhton,εὐκίνητος,adjective,ei)=nai,εἰμί,verb,pro\s,πρός,preposition,ta\s,ὁ,article,o)rga/s,ὀργάς,noun,a)/pikron,ἄπικρος,adjective,de\,δέ,particle,tw=|,ὁ,article,h)/qei,ἦθος,adjective,kai\,καί,conjunction,a)filo/neikon,ἀφιλόνεικος,adjective,e)/xonta,ἔχω,verb,to\,ὁ,article,h)remai=on,ἠρεμαῖος,adjective,e)n,ἐν,preposition,th=|,ὁ,article,yuxh=|,ψυχή,noun,kai\,καί,conjunction,sta/simon,στάσιμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ndrei/as,ἀνδρεία,noun,d',δέ,particle,e)sti\,εἰμί,verb,to\,ὁ,article,duse/kplhkton,δυσέκπληκτος,adjective,u(po\,ὑπό,preposition,fo/bwn,φόβος,noun,tw=n,ὁ,article,peri\,περί,preposition,qa/naton,θάνατος,adjective,kai\,καί,conjunction,to\,ὁ,article,eu)qarsh=,εὐθαρσής,adverb,e)n,ἐν,preposition,toi=s,ὁ,article,deinoi=s,δεινός,adjective,kai\,καί,conjunction,to\,ὁ,article,eu)/tolmon,εὔτολμος,adjective,pro\s,πρός,preposition,tou\s,ὁ,article,kindu/nous,κίνδυνος,noun,kai\,καί,conjunction,to\,ὁ,article,ma=llon,μᾶλλον,adverb,ai(rei=sqai,αἱρέω,verb,teqna/nai,θνήσκω,verb,kalw=s,καλός,noun,h)\,ἠέ,conjunction,ai)sxrw=s,αἰσχρός,adjective,swqh=nai,σώζω,verb,kai\,καί,conjunction,to\,ὁ,article,ni/khs,νίκη,noun,ai)/tion,αἴτιος,adjective,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,de\,δέ,particle,a)ndrei/as,ἀνδρεία,noun,e)sti\,εἰμί,verb,kai\,καί,conjunction,to\,ὁ,article,ponei=n,πονέω,verb,kai\,καί,conjunction,karterei=n,καρτερέω,verb,kai\,καί,conjunction,ai(rei=sqai,αἱρέω,verb,a)ndragaqi/zesqai,ἀνδραγαθίζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
