word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS
toute/wn,οὗτος,pronoun,ou)=n,οὖν,particle,ei(/neken,ἕνεκα,preposition,th\n,ὁ,article,eu)eci/hn,εὐεξία,noun,lu/ein,λύω,verb,cumfe/rei,συμφέρω,verb,mh\,μή,conjunction,brade/ws,βραδύς,adjective,i(/na,ἵνα,conjunction,pa/lin,πάλιν,adverb,a)rxh\n,ἀρχή,noun,a)naqre/yios,ἀνάθρεψις,noun,lamba/nh|,λαμβάνω,verb,to\,ὁ,article,sw=ma,σῶμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhde\,μηδέ,particle,ta\s,ὁ,article,cumptw/sias,σύμπτωσις,noun,e)s,εἰς,preposition,to\,ὁ,article,e)/sxaton,σχέθω,verb,a)/gein,ἄγω,verb,sfalero\n,σφαλερός,adjective,ga\r,γάρ,particle,a)ll',ἀλλά,adverb,o(koi/h,ὁποῖος,adjective,a)\n,ἄν,particle,h(,ὁ,article,fu/sis,φύσις,noun,h)=|,εἰμί,verb,tou=,ὁ,article,me/llontos,μέλλω,verb,u(pome/nein,ὑπομένω,verb,e)s,εἰς,preposition,tou=to,οὗτος,pronoun,a)/gein,ἄγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(sau/tws,ὡσαύτως,adverb,de\,δέ,particle,kai\,καί,conjunction,ai(,ὁ,article,kenw/sies,κένωσις,noun,ai(,ὁ,article,e)s,εἰς,preposition,to\,ὁ,article,e)/sxaton,σχέθω,verb,a)/gousai,ἄγω,verb,sfalerai/,σφαλερός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,pa/lin,πάλιν,adverb,ai(,ὁ,article,a)naqre/yies,ἀνάθρεψις,noun,ai(,ὁ,article,e)n,ἐν,preposition,tw=|,ὁ,article,e)sxa/tw|,σχέθω,verb,e)ou=sai,εἰμί,verb,sfalerai/,σφαλερός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,leptai\,λεπτός,adjective,kai\,καί,conjunction,a)kribe/es,ἀκριβής,adjective,di/aitai,δίαιτα,noun,kai\,καί,conjunction,e)n,ἐν,preposition,toi=si,ὁ,article,makroi=sin,μακρός,adjective,ai)ei\,ἀεί,adverb,pa/qesi,πάθος,adjective,kai\,καί,conjunction,e)n,ἐν,preposition,toi=sin,ὁ,article,o)ce/sin,ὀξύς,adjective,ou(=,ἕ,pronoun,mh\,μή,conjunction,e)pide/xetai,ἐπιδέχομαι,verb,sfalerai/,σφαλερός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,pa/lin,πάλιν,adverb,ai(,ὁ,article,e)s,εἰς,preposition,to\,ὁ,article,e)/sxaton,σχέθω,verb,lepto/thtos,λεπτότης,noun,a)figme/nai,ἀφίζω,verb,di/aitai,δίαιτα,noun,xalepa,,,kai\,καί,conjunction,ga\r,γάρ,particle,ai(,ὁ,article,plhrw/sies,πλήρωσις,noun,ai(,ὁ,article,e)n,ἐν,preposition,tw=|,ὁ,article,e)sxa/tw|,σχέθω,verb,e)ou=sai,εἰμί,verb,xalepai/,χαλεπός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,th=|si,ὁ,article,lepth=|si,λεπτός,adjective,diai/th|sin,δίαιτα,noun,a(marta/nousin,ἁμαρτάνω,verb,oi(,ἕ,pronoun,nose/ontes,νοσέω,verb,dio\,διό,conjunction,ma=llon,μᾶλλον,adverb,bla/ptontai,βλάπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa=n,πᾶς,adjective,ga\r,γάρ,particle,to\,ὁ,article,a(ma/rthma,ἁμάρτημα,noun,o(\,ὅς,pronoun,a)\n,ἄν,particle,gi/nhtai,γίγνομαι,verb,me/ga,μέγας,adverb,gi/netai,γίγνομαι,verb,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,e)n,ἐν,preposition,th=|sin,ὁ,article,o)li/gon,ὀλίγος,adjective,a(drote/rh|si,ἁδρός,adjective,diai/th|sin,δίαιτα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,tou=to,οὗτος,pronoun,kai\,καί,conjunction,toi=sin,τίς,pronoun,o(giai/nousi,,,sfalerai\,σφαλερός,adjective,ai(,ὁ,article,pa/nu,πάνυ,adverb,leptai\,λεπτός,adjective,kai\,καί,conjunction,kaqesthkui=ai,καθίστημι,verb,kai\,καί,conjunction,a)kribe/es,ἀκριβής,adjective,di/aitai,δίαιτα,noun,o(/ti,ὅστις,pronoun,ta\,ὁ,article,a(martano/mena,ἁμαρτάνω,verb,xalepw/teron,χαλεπός,adjective,fe/rousin,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,tou=to,οὗτος,pronoun,ou)=n,οὖν,particle,ai(,ὁ,article,leptai\,λεπτός,adjective,kai\,καί,conjunction,a)kribe/es,ἀκριβής,adjective,di/aitai,δίαιτα,noun,sfalerai\,σφαλερός,adjective,e)s,εἰς,preposition,ta\,ὁ,article,plei=sta,πλεῖστος,adjective,tw=n,ὁ,article,smikrw=|,μικρός,adjective,a(drote/rwn,ἁδρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)s,εἰς,preposition,de\,δέ,particle,ta\,ὁ,article,e)/sxata,σχέθω,verb,noush/mata,,,ai(,ὁ,article,e)/sxatai,σχέθω,verb,qerapei=ai,θεραπεία,noun,e)s,εἰς,preposition,a)kribei/hn,,,kra/tistai,κράτιστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/kou,ὅπου,adverb,me\n,μέν,particle,ka/tocu,κάτοξυς,adjective,to\,ὁ,article,nou/shma,,,au)ti/ka,αὐτίκα,adverb,kai\,καί,conjunction,tou\s,ὁ,article,e)sxa/tous,σχέθω,verb,po/nous,πόνος,noun,e)/xei,ἔχω,verb,kai\,καί,conjunction,th=|,ὁ,article,e)sxa/tws,σχέθω,verb,leptota/th|,λεπτός,adjective,diai/th|,δίαιτα,noun,a)nagkai=on,ἀναγκαῖος,adjective,xre/esqai,χράομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/kou,ὅπου,adverb,de\,δέ,particle,mh\,μή,conjunction,a)ll',ἀλλά,adverb,e)nde/xetai,ἐνδέχομαι,verb,a(drote/rws,ἁδρός,adjective,diaita=|n,διαιτάω,verb,tosou=ton,τοσοῦτος,adjective,u(pokatabai/nein,ὑποκαταβαίνω,verb,o(ko/son,ὁπόσος,adjective,a)\n,ἄν,particle,h(,ὁ,article,nou=sos,νόσος,noun,malqakwte/rh,μαλθακός,adjective,tw=n,ὁ,article,e)sxa/twn,σχέθω,verb,e)/h|,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ko/tan,,,de\,δέ,particle,a)kma/zh|,ἀκμάζω,verb,to\,ὁ,article,nou/shma,,,to/te,τότε,adverb,leptota/th|,λεπτός,adjective,diai/th|,δίαιτα,noun,a)nagkai=on,ἀναγκαῖος,adjective,xre/esqai,χράομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cuntekmai/resqai,συντεκμαίρομαι,verb,de\,δέ,particle,xrh\,χρή,verb,kai\,καί,conjunction,to\n,ὁ,article,nose/onta,νοσέω,verb,ei),εἰ,conjunction,e)carke/sei,ἐξαρκέω,verb,th=|,ὁ,article,diai/th|,δίαιτα,noun,pro\s,πρός,preposition,th\n,ὁ,article,a)kmh\n,ἀκμή,noun,th=s,ὁ,article,nou/sou,νόσος,noun,kai\,καί,conjunction,po/teron,πότερος,adjective,e)kei=nos,ἐκεῖνος,pronoun,a)paudh/sei,ἀπαύδησις,noun,pro/teron,πρότερος,adjective,kai\,καί,conjunction,ou)k,οὐ,adverb,e)carke/sei,ἐξαρκέω,verb,th=|,ὁ,article,diai/th|,δίαιτα,noun,h)\,ἠέ,conjunction,h(,ὁ,article,nou=sos,νόσος,noun,pro/teron,πρότερος,adjective,a)paudh/sei,ἀπαύδησις,noun,kai\,καί,conjunction,a)mblunei=tai,ἀμβλύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(oko/soisi,ὁπόσος,adjective,me\n,μέν,particle,ou)=n,οὖν,particle,au)ti/ka,αὐτίκα,adverb,h(,ὁ,article,a)kmh\,ἀκμή,noun,au)ti/ka,αὐτίκα,adverb,leptw=s,λεπτός,adjective,diaith=|n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ko/soisi,ὁπόσος,adjective,de\,δέ,particle,e)s,εἰς,preposition,u(/steron,ὕστερος,adjective,h(,ὁ,article,a)kmh\,ἀκμή,noun,e)s,εἰς,preposition,e)kei=no,ἐκεῖνος,pronoun,kai\,καί,conjunction,pro\,πρό,preposition,e)kei/nou,ἐκεῖνος,pronoun,smikro\n,μικρός,adjective,a)fairete/on,ἀφαιρετέος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/mprosqen,ἔμπροσθεν,adverb,de\,δέ,particle,piote/rws,πῖος,adjective,diaith=|n,,,w(s,ὡς,conjunction,a)\n,ἄν,particle,e)carke/sh|,ἐξαρκέω,verb,o(,ὁ,article,nose/wn,νοσέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,de\,δέ,particle,toi=si,ὁ,article,parocusmoi=sin,παροξυσμός,noun,u(poste/llesqai,ὑποστέλλω,verb,xrh/,χρή,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,prostiqe/nai,προστίθημι,verb,ga\r,γάρ,particle,bla/bh,βλάβος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(ko/sa,ὁπόσος,adjective,kata\,κατά,preposition,perio/dous,περίοδος,noun,parocu/netai,παροξύνω,verb,e)n,ἐν,preposition,toi=si,ὁ,article,parocusmoi=sin,παροξυσμός,noun,u(poste/llesqai,ὑποστέλλω,verb,xrh/,χρή,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou\s,ὁ,article,de\,δέ,particle,parocusmou\s,παροξυσμός,noun,kai\,καί,conjunction,ta\s,ὁ,article,katasta/sias,κατάστασις,noun,dhlw/sousin,δηλόω,verb,ai(,ὁ,article,nou=soi,νόσος,noun,kai\,καί,conjunction,ai(,ὁ,article,w(=rai,ὥρα,adjective,tou=,ὁ,article,e)/teos,ἔτος,noun,kai\,καί,conjunction,ai(,ὁ,article,tw=n,ὁ,article,perio/dwn,περίοδος,noun,pro\s,πρός,preposition,a)llh/las,ἀλλήλων,pronoun,a)ntapodo/sies,ἀνταπόδοσις,noun,h)/n,ἐάν,conjunction,te,τε,particle,kaq',κατά,preposition,h(me/rhn,ἡμέρα,noun,h)/n,ἐάν,conjunction,te,τε,particle,par',παρά,preposition,h(me/rhn,ἡμέρα,noun,h)/n,ἐάν,conjunction,te,τε,particle,kai\,καί,conjunction,dia\,διά,preposition,plei/onos,πλείων,verb,xro/nou,χρόνος,noun,gi/gnwntai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
