word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS
tau=t',οὗτος,pronoun,a)/ra,ἄρα,particle,kai\,καί,conjunction,a)/rrhn,ἄρσην,noun,te,τε,particle,kai\,καί,conjunction,qh=lus,θῆλυς,adjective,o(,ὁ,article,qeo\s,θεός,noun,fasi\n,φημί,verb,o(/ti,ὅστις,pronoun,au)tw=|,αὐτός,pronoun,kai\,καί,conjunction,o(,ὁ,article,path\r,πατήρ,noun,e(kate/ras,ἑκάτερος,adjective,th=s,ὁ,article,fu/sews,φύσις,noun,mete/sxen,μετέχω,verb,ei)s,εἰς,preposition,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/dh,ἤδη,adverb,de/,δέ,particle,tinwn,τις,pronoun,h)/kousa,ἀκούω,verb,kai\,καί,conjunction,e(/teron,ἕτερος,adjective,lo/gon,λόγος,noun,u(pe\r,ὑπέρ,preposition,tou/twn,οὗτος,pronoun,o(/ti,ὅστις,pronoun,au)to\s,αὐτός,pronoun,o(,ὁ,article,*zeu\s,Ζεύς,proper,ei)/h,ἀίω,verb,o(,ὁ,article,*dio/nusos,Διόνυσος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ti/,τίς,pronoun,a)\n,ἄν,particle,ei)/pois,εἶπον,verb,u(pe\r,ὑπέρ,preposition,tou=to,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,de\,δέ,particle,th=|,ὁ,article,fu/sei,φύσις,noun,kai\,καί,conjunction,th\n,ὁ,article,morfh\n,μορφή,noun,proseoikw/s,προσέοικα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/sper,ὥσπερ,adverb,ga\r,γάρ,particle,di/dumos,δίδυμος,adjective,pa/nth,πάντῃ,adverb,au)to\s,αὐτός,pronoun,pro\s,πρός,preposition,e(auto/n,ἑαυτοῦ,pronoun,e)sti,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,e)n,ἐν,preposition,h)|qe/ois,ἠίθεος,noun,kai\,καί,conjunction,e)n,ἐν,preposition,ko/rais,κόρη,noun,**,,,kai\,καί,conjunction,au)=,αὖ,interjection,w(s,ὡς,conjunction,e)n,ἐν,preposition,a)/rresin,ἄρσην,noun,a)ge/neio/s,ἀγένειος,adjective,te,τε,particle,kai\,καί,conjunction,*briseu\s,Βρισεύς,proper,kai\,καί,conjunction,polemiko/s,πολεμικός,adjective,te,τε,particle,dh\,δή,particle,kai\,καί,conjunction,ei)rhnai=os,εἰρηναῖος,adjective,diafero/ntws,διαφερόντως,adverb,qew=n,θέα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dido/asi,δίδωμι,verb,d',δέ,particle,au)tw=|,αὐτός,pronoun,kai\,καί,conjunction,to\n,ὁ,article,*pa=na,Πάν,proper,xoreuth\n,χορευτής,noun,telew/taton,τέλειος,adjective,qew=n,θέα,noun,o)/nta,εἰμί,verb,w(s,ὡς,conjunction,*pi/ndaro/s,Πίνδαρος,proper,te,τε,particle,u(mnei=,ὑμνέω,verb,kai\,καί,conjunction,oi(,ὁ,article,kat',κατά,preposition,*ai)/gupton,Αἴγυπτος,proper,i(erei=s,ἱερεύς,adjective,kate/maqon,καταμανθάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,kai\,καί,conjunction,th\n,ὁ,article,*(/hran,Ἥρα,proper,le/gousin,λέγω,verb,w(s,ὡς,conjunction,mo/nos,μόνος,adjective,qew=n,θέα,noun,tw=|,ὁ,article,ui(ei=,υἱός,noun,dih/llace,διαλλάσσω,verb,komi/sas,κομίζω,verb,to\n,ὁ,article,*(/hfaiston,Ἥφαιστος,proper,a)/konta,ἄκων,noun,ei)s,εἰς,preposition,to\n,ὁ,article,ou)rano\n,οὐρανός,noun,kai\,καί,conjunction,tau=ta/,οὗτος,pronoun,ge,γε,particle,a)naqei\s,ἀνατίθημι,verb,o)/nw|,ὄνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,w(s,ὡς,conjunction,me\n,μέν,particle,ai)/nigma/,αἴνιγμα,noun,e)stin,εἰμί,verb,e)n,ἐν,preposition,tw=|,ὁ,article,lo/gw|,λόγος,noun,dh=lon,δῆλος,adjective,dh=lon,δῆλος,adjective,de\,δέ,particle,kai\,καί,conjunction,oi(=,ἕ,pronoun,teleuta=|,τελευτάω,verb,to\,ὁ,article,ai)/nigma,αἴνιγμα,noun,w(s,ὡς,conjunction,a)/ra,ἄρα,particle,pollh/,πολύς,adjective,tis,τις,pronoun,kai\,καί,conjunction,a)/maxos,ἄμαχος,adjective,h(,ὁ,article,du/namis,δύναμις,adjective,tou=,ὁ,article,qeou=,θεός,noun,kai\,καί,conjunction,du/nait',δύναμαι,verb,a)\n,ἄν,particle,kai\,καί,conjunction,o)/nous,ὄνος,noun,pterou=n,πτερόω,verb,ou)x,οὐ,adverb,i(/ppous,ἵππος,noun,mo/non,μόνος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/sper,ὥσπερ,adverb,kai\,καί,conjunction,leo/ntwn,λέων,noun,ga/la,γάλα,noun,a)me/lgein,ἀμέλγω,verb,a)ne/qhke/,ἀνατίθημι,verb,tis,τις,pronoun,au)tw=|,αὐτός,pronoun,*lakwniko\s,Λακωνικός,adjective,poihth/s,ποιητής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ou)de\n,οὐδείς,pronoun,a)/ra,ἄρα,particle,ou(/tws,οὕτως,adverb,bebai/ws,βέβαιος,adjective,dedh/setai,δέομαι,verb,ou),οὐ,adverb,no/sw|,νόσος,noun,ou)k,οὐ,adverb,o)rgh=|,ὀργή,noun,ou),οὐ,adverb,tu/xh|,τύχη,noun,ou)demia=|,οὐδείς,pronoun,o(\,ὅς,pronoun,mh\,μή,conjunction,oi(=o/n,οἷος,adjective,t',τε,particle,e)/stai,εἰμί,verb,lu=sai,λύω,verb,tw=|,ὁ,article,*dionu/sw|,Διόνυσος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,kai\,καί,conjunction,sumpo/ths,συμπότης,adjective,o(,ὁ,article,te/ws,τέως,adverb,pole/mios,πολέμιος,adjective,kai\,καί,conjunction,o(,ὁ,article,ge/rwn,γέρων,noun,a)nhbh/sei,ἀνηβάω,verb,kai\,καί,conjunction,pi/etai,πίνω,verb,kinou=ntos,κινέω,verb,tou=,ὁ,article,qeou=,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,au)=,αὖ,interjection,*seilhnoi/,Σειληνός,proper,te,τε,particle,marturou=si,μαρτύρομαι,verb,kai\,καί,conjunction,oi(,ὁ,article,peri\,περί,preposition,tou=ton,οὗτος,pronoun,xoreutai/,χορευτής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,th/n,ὁ,article,ge,γε,particle,r(a|stw/nhn,ῥᾳστώνη,noun,tou=,ὁ,article,kra/tous,κράτος,noun,na/rqhke/s,νάρθηξ,noun,te,τε,particle,a)nti\,ἀντί,preposition,do/ratos,δόρυ,noun,kai\,καί,conjunction,nebri\s,νεβρίς,noun,a)nti\,ἀντί,preposition,leonth=s,λεοντέη,noun,au)tw=|,αὐτός,pronoun,peporisme/na,πορίζω,verb,kai\,καί,conjunction,ku/lic,κύλιξ,noun,a)nti\,ἀντί,preposition,a)spi/dos,ἀσπίς,noun,koi/lhs,κόιλος,adjective,w(s,ὡς,conjunction,to\,ὁ,article,au)to\,αὐτός,pronoun,poiou/ntwn,ποιέω,verb,*dionu/sw|,Διόνυσος,proper,ma/xesqai/,μάχομαι,verb,te,τε,particle,kai\,καί,conjunction,pi/nein,πίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ou),οὐ,adverb,polu\,πολύς,adjective,tou)mme/sw|,ἔμμεσος,adjective,tou=,ὁ,article,te,τε,particle,a)gw=nos,ἀγών,noun,kai\,καί,conjunction,tw=n,ὁ,article,e)piniki/wn,ἐπινίκιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)indou\s,Ἰνδός,proper,de\,δέ,particle,kai\,καί,conjunction,*turrhnou\s,Τυρρηνός,proper,le/gousin,λέγω,verb,w(s,ὡς,conjunction,katestre/yato,καταστρέφω,verb,ai)nitto/menoi,αἰνίσσομαι,verb,dokei=n,δοκέω,verb,e)moi\,ἐγώ,pronoun,dia\,διά,preposition,me\n,μέν,particle,tw=n,ὁ,article,*turrhnw=n,Τυρρηνός,proper,ta\,ὁ,article,pro\s,πρός,preposition,e(spe/ran,ἑσπέρα,noun,dia\,διά,preposition,de\,δέ,particle,tw=n,ὁ,article,e(te/rwn,ἕτερος,adjective,to\n,ὁ,article,pro\s,πρός,preposition,e(/w,ἠώς,noun,to/pon,τόπος,noun,th=s,ὁ,article,gh=s,γῆ,noun,w(s,ὡς,conjunction,a(pa/shs,ἅπας,adjective,au)to\n,αὐτός,pronoun,a)/rxonta,ἄρχων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ba/kxai,Βάκχη,proper,de\,δέ,particle,kai\,καί,conjunction,a)nq',ἀντί,preposition,i(ppe/wn,ἱππεύς,noun,au)tw=|,αὐτός,pronoun,proi+ou=sai,πρόειμι,verb,kai\,καί,conjunction,tocotw=n,τοξότης,noun,th=s,ὁ,article,te,τε,particle,skeuh=s,σκευή,noun,a)ko/louqa,ἀκόλουθος,adjective,h(\n,ὅς,pronoun,a)rti/ws,ἄρτιος,adjective,u(mnou=men,ὑμνέω,verb,kai\,καί,conjunction,a(/ma,ἅμα,adverb,kai\,καί,conjunction,tou=to,οὗτος,pronoun,e)pisfragi/zontai,ἐπισφραγίζω,verb,o(/ti,ὅστις,pronoun,th=s,ὁ,article,*dionu/sou,Διόνυσος,proper,politei/as,πολιτεία,noun,a)/ra,ἄρα,particle,h)=n,εἰμί,verb,kai\,καί,conjunction,gunaikei=a,γυναικεῖος,adjective,strato/peda,στρατόπεδον,noun,o(mou=,ὁμοῦ,adverb,toi=s,ὁ,article,tw=n,ὁ,article,a)ndrw=n,ἀνήρ,noun,kai\,καί,conjunction,ou),οὐ,adverb,tou\s,ὁ,article,a)/ndras,ἀνήρ,noun,qhlu/nein,θηλύνω,verb,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,ta\s,ὁ,article,gunai=kas,γυνή,noun,ei)s,εἰς,preposition,a)ndrw=n,ἀνήρ,noun,ta/cin,τάξις,noun,kaqista/nai,καθίστημι,verb,*dionusiako/n,Διονυσιακός,adjective,,,,,,
ou(/tw,οὕτως,adverb,me/gas,μέγας,adverb,kai\,καί,conjunction,polu/tropos,πολύτροπος,adjective,kai\,καί,conjunction,panarmo/nio/s,παναρμόνιος,adjective,e)sti,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
