word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/29/lemma/@_entry,word/29/lemma/@_POS
ou),οὐ,adverb,ga\r,γάρ,particle,ei)s,εἰς,preposition,*xalki/da,Χαλκίς,proper,a)/n,ἄν,particle,tines,τις,pronoun,e)/pleon,πλέω,verb,lo/gwn,λόγος,noun,xa/rin,χάρις,noun,h)\,ἠέ,conjunction,i)di/wn,ἴδιος,adjective,h)\,ἠέ,conjunction,dhmosi/wn,δημόσιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,te/leon,τέλειος,adjective,h)po/roun,ἀπορέω,verb,ou(/tw,οὕτως,adverb,lo/gwn,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,o(,ὁ,article,xro/nos,χρόνος,noun,ta)ndro\s,ἀνήρ,noun,w(s,ὡς,conjunction,oi(=o/n,οἷος,adjective,te,τε,particle,a)kribe/stata,ἀκριβής,adjective,eu(/rhtai,εὑρίσκω,verb,pro\s,πρός,preposition,o(\n,ὅς,pronoun,kai\,καί,conjunction,tw=n,ὁ,article,lo/gwn,λόγος,noun,tou/s,ὁ,article,te,τε,particle,gnhsi/ous,γνήσιος,adjective,kai\,καί,conjunction,mh\,μή,conjunction,diakrinou=men,διακρίνω,verb,kairo\s,καιρός,noun,h)/dh,ἤδη,adverb,kai\,καί,conjunction,peri\,περί,preposition,tou=,ὁ,article,xarakth=ros,χαρακτήρ,noun,au)tou=,αὐτός,pronoun,le/gein,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,de\,δέ,particle,duso/riston,δυσόριστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\n,οὐδείς,pronoun,ga\r,γάρ,particle,ou)/te,οὔτε,adverb,koino\n,κοινός,adjective,ou)/t',οὔτε,adverb,i)/dion,ἴδιος,adjective,e)/sxen,ἔχω,verb,ou)/t',οὔτε,adverb,e)n,ἐν,preposition,toi=s,ὁ,article,i)di/ois,ἴδιος,adjective,ou)/t',οὔτε,adverb,e)n,ἐν,preposition,toi=s,ὁ,article,dhmosi/ois,δημόσιος,adjective,a)gw=sin,ἀγών,noun,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,toi=s,ὁ,article,*lusi/ou,Λυσίας,proper,paraplh/sios,παραπλήσιος,adjective,e)/stin,εἰμί,verb,o(/pou,ὅπου,adverb,gi/netai,γίγνομαι,verb,kai\,καί,conjunction,toi=s,ὁ,article,*(uperei/dou,Ὑπερείδης,proper,kai\,καί,conjunction,toi=s,ὁ,article,*dhmosqe/nous,lo/gois,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Δημοσθένης,proper
kai\,καί,conjunction,tou/twn,οὗτος,pronoun,polla\,πολύς,adjective,a)/n,ἄν,particle,tis,τις,pronoun,e)/xoi,ἔχω,verb,paradei/gmata,παράδειγμα,noun,e)kqe/sqai,ἐκτίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,me\n,μέν,particle,*lusiakou=,,,xarakth=ros,χαρακτήρ,noun,e)/n,ἐν,preposition,te,τε,particle,tw=|,ὁ,article,peri\,περί,preposition,*mnhsikle/ous,Μνησικλῆς,proper,lo/gw|,λόγος,noun,kai\,καί,conjunction,e)n,ἐν,preposition,tw=|,ὁ,article,kata\,κατά,preposition,*lusikra/tous,Λυσικράτης,proper,u(pe\r,ὑπέρ,preposition,*nikoma/xou,Νικόμαχος,proper,kai\,καί,conjunction,e)n,ἐν,preposition,a)/llois,ἄλλος,adjective,polloi=s,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,d',δέ,particle,*(upereidei/ou,,,tai=s,ὁ,article,te,τε,particle,oi)konomi/ais,οἰκονομία,noun,a)kribeste/rou,ἀκριβής,adjective,kai\,καί,conjunction,tai=s,ὁ,article,kataskeuai=s,κατασκευή,noun,gennaiote/rou,γενναῖος,adjective,pws,πως,particle,o)/ntos,εἰμί,verb,tw=n,ὁ,article,*lusiakw=n,,,e)n,ἐν,preposition,plei/osi,πλείων,verb,me\n,μέν,particle,h)\,ἠέ,conjunction,tria/konta,τριάκοντα,noun,*deina/rxou,Δείναρχος,proper,lo/gois,λόγος,noun,paradei/gmata,παράδειγμα,noun,eu(rei=n,εὑρίσκω,verb,e)/stin,εἰμί,verb,ou)x,οὐ,adverb,h(/kista,ἥκιστος,adjective,de\,δέ,particle,kai\,καί,conjunction,e)n,tw=|,ὁ,article,peri\,περί,preposition,th=s,ὁ,article,*)aga/qwnos,Ἀγάθων,proper,diamarturi/as,διαμαρτυρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐν,preposition
ou),οὐ,adverb,mh\n,μήν,particle,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,tou=,ὁ,article,*dhmosqenikou=,Δημοσθενικός,adjective,xarakth=ros,χαρακτήρ,noun,o(\n,ὅς,pronoun,ma/lista,μάλιστα,adverb,e)mimh/sato,μιμέομαι,verb,polu\,πολύς,adjective,plei/w,πλέως,adjective,du/nait',δύναμαι,verb,a)/n,ἄν,particle,tis,τις,pronoun,ei)pei=n,εἶπον,verb,a)/llws,ἄλλως,adverb,te,τε,particle,kai\,καί,conjunction,e)n,ἐν,preposition,tw=|,ὁ,article,kata\,κατά,preposition,*polueu/ktou,Πολυεύκτος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prooimia/zetai,προοιμιάζομαι,verb,ga\r,γάρ,particle,o(moi/ws,ὅμοιος,adjective,e)kei/nw|,ἐκεῖνος,pronoun,kai\,καί,conjunction,di',διά,preposition,o(/lou,ὅλος,adjective,tou=,ὁ,article,lo/gou,λόγος,noun,paraplh/sios,παραπλήσιος,adjective,meme/nhke,μένω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,ou)=n,οὖν,particle,a)/n,ἄν,particle,tis,τις,pronoun,dunhqei/h,δύναμαι,verb,tou\s,ὁ,article,gnhsi/ous,γνήσιος,adjective,au(tw=|,ἑαυτοῦ,pronoun,gnwri/zein,γνωρίζω,verb,lo/gous,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw=ton,πρότερος,adjective,me\n,μέν,particle,ei),εἰ,conjunction,e)pi/staito,ἐφίστημι,verb,tou\s,ὁ,article,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,xarakth=ras,χαρακτήρ,noun,e)/peita,ἔπειτα,adverb,tou\s,ὁ,article,me\n,μέν,particle,*lusi/ou,Λυσίας,proper,paraplhsi/ous,παραπλήσιος,adjective,lo/gous,λόγος,noun,tou/tw|,οὗτος,pronoun,prosfe/roi,προσφέρω,verb,tou\s,ὁ,article,d',δέ,particle,*(uperei/dou,Ὑπερείδης,proper,do/cantas,δοκέω,verb,ei)=nai/,εἰμί,verb,tisi,τις,pronoun,*deina/rxou,Δείναρχος,proper,le/goi,λέγω,verb,makra\,μακρός,adjective,tai=s,ὁ,article,e)pigrafai=s,ἐπιγραφή,noun,tw=n,ὁ,article,bubli/wn,βιβλίον,noun,xai/rein,ei)pw/n,εἶπον,verb,tou\s,ὁ,article,de\,δέ,particle,tw=|,ὁ,article,*dhmosqenikw=|,Δημοσθενικός,adjective,xarakth=ri,χαρακτήρ,noun,proselhluqo/tas,προσέρχομαι,verb,w(s,ὡς,conjunction,oi(=o/n,οἷος,adjective,te,τε,particle,tou/tou,οὗτος,pronoun,tou=,ὁ,article,a)ndro\s,ἀνήρ,noun,diabebaioi=to,διαβεβαιόομαι,verb,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,χαίρω,verb
e)pi\,ἐπί,preposition,me\n,μέν,particle,ga\r,γάρ,particle,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,r(hto/rwn,ῥήτωρ,noun,ou(/s,ὅς,pronoun,memi/mhtai,μιμέομαι,verb,megi/sth,μέγας,adverb,gnw=sis,γνῶσις,noun,h(,ὁ,article,o(moei/deia,ὁμοείδεια,noun,tw=n,ὁ,article,lo/gwn,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ti/ka,αὐτίκα,adverb,o(,ὁ,article,me\n,μέν,particle,*lusi/as,Λυσίας,proper,e)/n,ἐν,preposition,te,τε,particle,toi=s,ὁ,article,i)di/ois,ἴδιος,adjective,kai\,καί,conjunction,toi=s,ὁ,article,dhmosi/ois,δημόσιος,adjective,a)gw=sin,ἀγών,noun,au)to\s,αὐτός,pronoun,au(tw=|,ἑαυτοῦ,pronoun,o(mologou/meno/s,ὁμολογέω,verb,e)stin,εἰμί,verb,ei)s,εἰς,preposition,de\,δέ,particle,to\n,ὁ,article,lektiko\n,λεκτικός,adjective,to/pon,τόπος,noun,kata\,κατά,preposition,th\n,ὁ,article,tw=n,ὁ,article,o)noma/twn,ὄνομα,adjective,safh/neian,σαφήνεια,noun,kai\,καί,conjunction,su/nqesin,σύνθεσις,noun,au)tofuh=,αὐτοφυής,adverb,me\n,kai\,καί,conjunction,lei/an,λεία,noun,ei)=nai,εἰμί,verb,dokou=san,δοκέω,verb,panto\s,πᾶς,adjective,de\,δέ,particle,lo/gou,λόγος,noun,kata\,κατά,preposition,th\n,ὁ,article,h(donh\n,ἡδονά,noun,diafe/rousan,διαφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μέν,particle
o(,ὁ,article,d',δέ,particle,*(uperei/dhs,Ὑπερείδης,proper,kata\,κατά,preposition,me\n,μέν,particle,th\n,ὁ,article,e)klogh\n,ἐκλογή,noun,tw=n,ὁ,article,o)noma/twn,ὄνομα,adjective,h(tta=tai,ἡσσάομαι,verb,*lusi/ou,Λυσίας,proper,kata\,κατά,preposition,de\,δέ,particle,to\n,ὁ,article,pragmatiko\n,πραγματικός,adjective,to/pon,τόπος,noun,diafe/rei,διαφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dihgei=tai,διηγέομαι,verb,de\,δέ,particle,pollaxw=s,πολλαχῶς,adverb,pote\,ποτός,adjective,me\n,μέν,particle,kata\,κατά,preposition,fu/sin,φύσις,noun,pote\,ποτός,adjective,de\,δέ,particle,a)po\,ἀπό,preposition,tou=,ὁ,article,te/lous,τέλος,noun,e)pi\,ἐπί,preposition,th\n,ὁ,article,a)rxh\n,ἀρχή,noun,poreuo/menos,πορεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pistou=tai/,πιστόω,verb,te,τε,particle,ou),οὐ,adverb,kat',κατά,preposition,e)nqu/mhma,ἐνθύμημα,noun,mo/non,μόνος,adjective,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,kat',κατά,preposition,e)pixei/rhma,ἐπιχείρημα,noun,platu/nwn,πλατύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,tou/tous,οὗτος,pronoun,te,τε,particle,kai\,καί,conjunction,tou\s,ὁ,article,a)/llous,ἄλλος,adjective,pa/ntas,πᾶς,adjective,u(perballo/menos,ὑπερβάλλω,verb,*dhmosqe/nhs,Δημοσθένης,proper,a(/panta,ἅπας,adjective,mimhsa/menos,μιμέομαι,verb,kai\,καί,conjunction,pa/ntwn,πᾶς,adjective,ta\,ὁ,article,ka/llista,κάλλιστα,adverb,e)kleca/menos,ἐκλέγω,verb,dh=los,δῆλος,adjective,me\n,μέν,particle,kai\,καί,conjunction,th=|,ὁ,article,fwnh=|,φωνή,noun,mo/non,μόνος,adjective,dh=los,δῆλος,adjective,de\,δέ,particle,kai\,καί,conjunction,tw=|,ὁ,article,kaq',κατά,preposition,e(/na,ἕνος,adjective,e(/kaston,lo/gon,λόγος,noun,pre/ponti,πρέπω,verb,ou),οὐ,adverb,mh\n,μήν,particle,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,th=|,ὁ,article,sunqe/sei,σύνθεσις,noun,kai\,καί,conjunction,tw=|,ὁ,article,tw=n,ὁ,article,sxhmatismw=n,σχηματισμός,noun,a)gku/lw|,ἀγκύλος,adjective,kai\,καί,conjunction,th=|,ὁ,article,oi)konomi/a|,οἰκονομία,noun,kai\,καί,conjunction,tw=|,ὁ,article,pa/qei,πάθος,adjective,kai\,καί,conjunction,to\,ὁ,article,me/giston,μέγας,adverb,th=|,ὁ,article,deino/thti,δεινότης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἕκαστος,adjective
