word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/57/lemma/@_entry,word/57/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form
*)iwa/nnhs,Ἰώαννης,proper,de\,δέ,particle,e)pi\,ἐπί,preposition,tou/tw|,οὗτος,pronoun,parocunqei\s,παροξύνω,verb,o(pli/zei,ὁπλίζω,verb,pa/ntas,πᾶς,adjective,tou\s,ὁ,article,met',μετά,preposition,au)tou=,αὐτός,pronoun,kai\,καί,conjunction,sumbalw\n,συμβάλλω,verb,toi=s,ὁ,article,proeirhme/nois,προερέω,verb,e)/qnesin,ἔθνος,adjective,ta/,τίς,pronoun,te,τε,particle,*gi/sxala,,,krei/ttona,κρείσσων,verb,pa/lin,πάλιν,adverb,a)nakti/sas,ἀνακτίζω,verb,tei/xesin,τεῖχος,noun,u(pe\r,ὑπέρ,preposition,a)sfalei/as,ἀσφάλεια,noun,th=s,ὁ,article,ei)s,εἰς,preposition,u(/steron,ὕστερος,adjective,w)xu/rwsen,ὀχυρόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ga/mala,,,de\,δέ,particle,pi/stei,πίστις,noun,th=|,ὁ,article,pro\s,πρός,preposition,*(rwmai/ous,,,e)ne/meine,ἐμμένω,verb,di',διά,preposition,ai)ti/an,αἰτία,noun,toiau/thn,τοιοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*fi/lippos,Φίλιππος,proper,o(,ὁ,article,*)iakei/mou,,,pai=s,πᾶς,adjective,e)/parxos,ἔπαρχος,adjective,de\,δέ,particle,tou=,ὁ,article,basile/ws,βασιλεύς,noun,*)agri/ppa,Ἀγρίππας,proper,swqei\s,σώζω,verb,para\,παρά,preposition,do/can,δόξα,noun,e)k,ἐκ,preposition,th=s,ὁ,article,e)n,ἐν,preposition,*(ierosolu/mois,,,basilikh=s,βασιλικός,adjective,au)lh=s,αὐλή,noun,poliorkoume/nhs,πολιορκέω,verb,kai\,καί,conjunction,diafugw/n,διαφεύγω,verb,ei)s,εἰς,preposition,e(/teron,ἕτερος,adjective,e)ne/pese,ἐμπίτνω,verb,ki/ndunon,κίνδυνος,noun,w(/ste,ὥστε,conjunction,u(po\,ὑπό,preposition,*manah/mou,,,kai\,καί,conjunction,tw=n,ὁ,article,su\n,σύν,preposition,au)tw=|,αὐτός,pronoun,lh|stw=n,ληιστής,noun,a)naireqh=nai,ἀναιρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diekw/lusan,διακωλύω,verb,de\,δέ,particle,*babulw/nioi/,Βαβυλώνιοι,proper,tines,τις,pronoun,suggenei=s,συγγενεύς,noun,au)tou=,αὐτός,pronoun,e)n,ἐν,preposition,*(ierosolu/mois,,,o)/ntes,εἰμί,verb,pra=cai,πράσσω,verb,tou\s,ὁ,article,lh|sta\s,ληιστής,noun,to\,ὁ,article,e)/rgon,ἔργον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pimei/nas,ἐπιμένω,verb,ou)=n,οὖν,particle,h(me/ras,ἡμέρα,noun,te/ssaras,τέσσαρες,noun,o(,ὁ,article,*fi/lippos,Φίλιππος,proper,e)kei=,ἐκεῖ,adverb,th=|,ὁ,article,pe/mpth|,πέμπτος,adjective,feu/gei,φεύγω,verb,periqeth=|,περίθετος,adjective,xrhsa/menos,χράω,verb,ko/mh|,κόμη,noun,tou=,ὁ,article,mh\,μή,conjunction,kata/dhlos,κατάδηλος,adjective,gene/sqai,γίγνομαι,verb,kai\,καί,conjunction,parageno/menos,παραγίγνομαι,verb,ei)/s,εἰς,preposition,tina,τις,pronoun,tw=n,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,kwmw=n,κωμάζω,verb,kata\,κατά,preposition,tou\s,ὁ,article,o(/rous,ὅρος,adjective,*ga/mala,,,tou=,ὁ,article,frouri/ou,φρούριον,noun,keime/nhn,κεῖμαι,verb,pe/mpei,πέμπω,verb,pro/s,πρός,preposition,tinas,τις,pronoun,tw=n,ὁ,article,u(p',ὑπό,preposition,au)to\n,αὐτός,pronoun,prosta/sswn,προσστάζω,verb,w(s,ὡς,conjunction,au)to\n,αὐτός,pronoun,a)fike/sqai,ἀφικνέομαι,verb,th\n,ὁ,article,*fili/ppou,Φίλιππος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,d',δέ,particle,au)to\n,αὐτός,pronoun,e)nnoou/menon,ἐννοέω,verb,e)mpodi/zei,ἐμποδίζω,verb,to\,ὁ,article,qei=on,θεῖος,noun,e)pi\,ἐπί,preposition,sumfe/ronti,συμφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,ga\r,γάρ,particle,tou/tou,οὗτος,pronoun,genome/nou,γίγνομαι,verb,pa/ntws,πάντως,adverb,a)\n,ἄν,particle,a)pwlw/lei,ἀπόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
puretou=,πυρετός,noun,dh\,δή,particle,katasxo/ntos,κατέχω,verb,au)to\n,αὐτός,pronoun,e)cai/fnhs,ἐξαίφνης,adverb,gra/yas,γράφω,verb,e)pistola\s,ἐπιστολή,noun,toi=s,ὁ,article,paisi\n,παῖς,adjective,*)agri/ppa|,Ἀγρίππας,proper,kai\,καί,conjunction,*bereni/kh|,Βερενίκη,proper,di/dwsin,δίδωμι,verb,tw=n,ὁ,article,e)celeuqe/rwn,ἐξελεύθερος,noun,tini\,τις,pronoun,komi/zein,κομίζω,verb,pro\s,πρός,preposition,*ou)/aron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,εἰμί,verb,d',δέ,particle,ou(=tos,οὗτος,pronoun,kata\,κατά,preposition,to\n,ὁ,article,kairo\n,καιρός,noun,e)kei=non,ἐκεῖνος,pronoun,o(,ὁ,article,th\n,ὁ,article,basilei/an,βασιλεία,noun,dioikw=n,διοικέω,verb,katasthsa/ntwn,καθίστημι,verb,au)to\n,αὐτός,pronoun,tw=n,ὁ,article,basile/wn,βασίλη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)toi\,αὐτός,pronoun,ga\r,γάρ,particle,ei)s,εἰς,preposition,*bhruto\n,,,a)fiknou=nto,ἀφικνέομαι,verb,u(panth=sai,ὑπαντάω,verb,boulo/menoi,βούλομαι,verb,*kesti/w|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labw\n,λαμβάνω,verb,ou)=n,οὖν,particle,*ou)/aros,,,ta\,ὁ,article,para\,παρά,preposition,*fili/ppou,Φίλιππος,proper,gra/mmata,γράμμα,noun,kai\,καί,conjunction,puqo/menos,πύθω,verb,au)to\n,αὐτός,pronoun,diasesw=sqai,διασῴζω,verb,bare/ws,βαρύς,adjective,h)/negken,φέρω,verb,a)xrei=os,ἀχρεῖος,adjective,to\,ὁ,article,loipo\n,λοιπός,adjective,au)to\s,αὐτός,pronoun,nomi/zwn,νομίζω,verb,fanei=sqai,φαίνω,verb,toi=s,ὁ,article,basileu=sin,βασιλεύς,noun,a)fikome/nou,ἀφικνέομαι,verb,tou=,ὁ,article,*fili/ppou,Φίλιππος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proagagw\n,προάγω,verb,ou)=n,οὖν,particle,ei)s,εἰς,preposition,to\,ὁ,article,plh=qos,πλῆθος,noun,to\n,ὁ,article,ta\s,ὁ,article,e)pistola\s,ἐπιστολή,noun,komi/zonta,κομίζω,verb,kai\,καί,conjunction,plastografi/an,πλαστογραφία,noun,e)pikale/sas,ἐπικαλέω,verb,yeu/desqai/,ψεύδω,verb,te,τε,particle,fh/sas,φημί,verb,au)to\n,αὐτός,pronoun,a)paggei/lanta,ἀπαγγέλλω,verb,*fi/lippon,Φίλιππος,proper,e)n,ἐν,preposition,toi=s,ὁ,article,*(ierosolu/mois,,,meta\,μετά,preposition,tw=n,ὁ,article,*)ioudai/wn,Ἰουδαῖος,proper,*(rwmai/ois,,,polemei=n,πολεμέω,verb,a)pe/kteinen,ἀποκτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,u(postre/yantos,ὑποστρέφω,verb,dh\,δή,particle,tou=,ὁ,article,e)celeuqe/rou,ἐξελεύθερος,noun,*fi/lippos,Φίλιππος,proper,a)porw=n,ἀφοράω,verb,th\n,ὁ,article,ai)ti/an,αἰτία,noun,deu/teron,δεύτερος,adjective,e)kpe/mpei,ἐκπέμπω,verb,met',μετά,preposition,e)pistolw=n,ἐπιστολή,noun,pa/lin,πάλιν,adverb,to\n,ὁ,article,a)paggelou=nta,ἀπαγγέλλω,verb,pro\s,πρός,preposition,au)to/n,αὐτός,pronoun,ti/,τίς,pronoun,to\,ὁ,article,sumbebhko\s,συμβαίνω,verb,ei)/h,ἀίω,verb,tw=|,ὁ,article,a)postale/nti,ἀποστέλλω,verb,di',διά,preposition,o(\,ὅς,pronoun,bradu/neien,βραδύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou=ton,οὗτος,pronoun,de\,δέ,particle,parageno/menon,παραγίγνομαι,verb,o(,ὁ,article,*ou)/aros,,,sukofanth/sas,συκοφαντέω,verb,a)nei=len,ἀναιρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,u(po\,ὑπό,preposition,tw=n,ὁ,article,e)n,ἐν,preposition,*kaisarei/a|,,,*su/rwn,Σύρος,proper,e)ph=rto,ἐπαίρω,verb,me/ga,μέγας,adverb,fronei=n,φρονέω,verb,a)naireqh/sesqai,ἀναιρέω,verb,me\n,μέν,particle,lego/ntwn,λέγω,verb,u(po\,ὑπό,preposition,*(rwmai/wn,,,to\n,ὁ,article,*)agri/ppan,Ἀγρίππας,proper,dia\,διά,preposition,ta\s,ὁ,article,u(po\,ὑπό,preposition,*)ioudai/wn,Ἰουδαῖος,proper,a(marti/as,ἁμαρτία,noun,lh/yesqai,λαμβάνω,verb,d',δέ,particle,au)to\n,αὐτός,pronoun,th\n,ὁ,article,a)rxh\n,ἀρχή,noun,e)k,ἐκ,preposition,basile/wn,βασίλη,noun,o)/nta,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,h)=n,εἰμί,verb,o(mologoume/nws,ὁμολογουμένως,adverb,o(,ὁ,article,*ou)/aros,,,basilikou=,βασιλικός,adjective,ge/nous,γένος,noun,e)/ggonos,ἔγγονος,noun,*soe/mou,,,tou=,ὁ,article,peri\,περί,preposition,to\n,ὁ,article,*li/banon,λίβανος,adjective,tetrarxou=ntos,τετραρχέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,tou=t',οὗτος,pronoun,ou)=n,οὖν,particle,o(,ὁ,article,*ou)/aros,,,tufou/menos,τυφόω,verb,ta\s,ὁ,article,me\n,μέν,particle,e)pistola\s,ἐπιστολή,noun,par',παρά,preposition,e(autw=|,ἑαυτοῦ,pronoun,kate/sxen,κατέχω,verb,mhxanw/menos,μηχανάομαι,verb,mh\,μή,conjunction,e)ntuxei=n,ἐντυγχάνω,verb,toi=s,ὁ,article,gra/mmasi,γράμμα,noun,to\n,ὁ,article,basile/a,βασιλεύς,noun,ta\s,ὁ,article,e)co/dous,ἔξοδος,adjective,de\,δέ,particle,pa/sas,πᾶς,adjective,e)frou/rei,φρουρέω,verb,mh\,μή,conjunction,diadra/s,διαδιδράσκω,verb,tis,τις,pronoun,a)paggei/leie,ἀπαγγέλλω,verb,tw=|,ὁ,article,basilei=,βασιλεύς,noun,ta\,ὁ,article,pratto/mena,πράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,dh\,δή,particle,xarizo/menos,χαρίζομαι,verb,toi=s,ὁ,article,kata\,κατά,preposition,th\n,ὁ,article,*kaisa/reian,,,*su/rois,Σύρος,proper,pollou\s,πολύς,adjective,tw=n,ὁ,article,*)ioudai/wn,Ἰουδαῖος,proper,a)pe/kteinen,ἀποκτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)boulh/qh,βούλομαι,verb,de\,δέ,particle,kai\,καί,conjunction,meta\,μετά,preposition,tw=n,ὁ,article,e)n,ἐν,preposition,*batane/a|,,,*traxwnitw=n,Τραχωνῖται,proper,a)nalabw\n,ἀναλαμβάνω,verb,ta\,ὁ,article,o(/pla,ὅπλον,noun,e)pi\,ἐπί,preposition,tou\s,ὁ,article,e)n,ἐν,preposition,*)ekbata/nois,Ἐκβάτανα,proper,*babulwni/ous,Βαβυλώνιοι,proper,*)ioudai/ous,Ἰουδαῖος,proper,tau/thn,οὗτος,pronoun,ga\r,γάρ,particle,th\n,ὁ,article,proshgori/an,προσηγορία,noun,e)/xousin,ἔχω,verb,o(rmh=sai,ὁρμάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kale/sas,καλέω,verb,ou)=n,οὖν,particle,tw=n,ὁ,article,kata\,κατά,preposition,th\n,ὁ,article,*kaisa/reian,,,*)ioudai/wn,Ἰουδαῖος,proper,dw/deka,δώδεκα,adjective,tou\s,ὁ,article,dokimwta/tous,δόκιμος,adjective,prose/tassen,προστάσσω,verb,au)toi=s,αὐτός,pronoun,a)fikome/nois,ἀφικνέομαι,verb,ei)s,εἰς,preposition,*)ekba/tana,Ἐκβάτανα,proper,pro\s,πρός,preposition,tou\s,ὁ,article,e)kei=,ἐκεῖ,adverb,katoikou=ntas,κατοικέω,verb,au)tw=n,αὐτός,pronoun,o(mofu/lous,ὁμόφυλος,adjective,ei)pei=n,εἶπον,verb,o(/ti,ὅστις,pronoun,*ou)/aros,,,a)kou/sas,ἀκέω,verb,u(ma=s,σύ,pronoun,e)pi\,ἐπί,preposition,basile/a,βασιλεύς,noun,me/llein,μέλλω,verb,o(rma=n,ὁρμή,noun,kai\,καί,conjunction,mh\,μή,conjunction,pisteu/sas,πιστεύω,verb,pe/pomfen,πέμπω,verb,h(ma=s,ἐγώ,pronoun,pei/sontas,πείθω,verb,u(ma=s,σύ,pronoun,ta\,ὁ,article,o(/pla,ὅπλον,noun,kataqe/sqai,κατατίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,ga\r,γάρ,particle,au)tw=|,αὐτός,pronoun,tekmh/rion,τεκμήριον,noun,e)/sesqai,εἰμί,verb,kai\,καί,conjunction,tou=,ὁ,article,kalw=s,καλός,noun,mh\,μή,conjunction,pisteu=sai,πιστεύω,verb,toi=s,ὁ,article,peri\,περί,preposition,u(mw=n,σύ,pronoun,le/gousin,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ke/leue,κελεύω,verb,de\,δέ,particle,kai\,καί,conjunction,tou\s,ὁ,article,prw/tous,πρότερος,adjective,au)tw=n,αὐτός,pronoun,a)/ndras,ἀνήρ,noun,e(bdomh/konta,ἑβδομήκοντα,verb,pe/mpein,πέμπω,verb,a)pologhsome/nous,ἀπολογέομαι,verb,peri\,περί,preposition,th=s,ὁ,article,e)penhnegme/nhs,ἐπιφέρω,verb,ai)ti/as,αἰτία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
