word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/26/lemma/@_entry,word/26/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS
w(/ste,ὥστε,conjunction,ti,τις,pronoun,kai\,καί,conjunction,perieirgasa/mhn,περιεργάζομαι,verb,pro\s,πρός,preposition,au)to\n,αὐτός,pronoun,u(po\,ὑπό,preposition,tou=,ὁ,article,toiou/tou,τοιοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/tuxe,τυγχάνω,verb,ga/r,γάρ,particle,moi,ἐγώ,pronoun,lo/gos,λόγος,noun,tis,τις,pronoun,pepoihme/nos,ποιέω,verb,e)k,ἐκ,preposition,tri/twn,τρίτος,adjective,pro\s,πρός,preposition,*lepti/nhn,Λεπτίνης,proper,e)c,ἐκ,preposition,a)rxh=s,ἀρχή,noun,toia=sde,τοιόσδε,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=xon,ἔχω,verb,e)n,ἐν,preposition,xersi\,χείρ,noun,to\n,ὁ,article,lo/gon,λόγος,noun,to\n,ὁ,article,tou=,ὁ,article,*dhmosqe/nous,Δημοσθένης,proper,kai\,καί,conjunction,w(s,ὡς,conjunction,e)geno/mhn,γίγνομαι,verb,e)pi\,ἐπί,preposition,tw=n,ὁ,article,kefalai/wn,κεφάλαιος,adjective,a(\,ὅς,pronoun,tou=,ὁ,article,*lepti/nou,Λεπτίνης,proper,me/llontos,μέλλω,verb,e)rei=n,ἐρέω,verb,u(pete/mneto,ὑποτέμνω,verb,a)posth/sas,ἀφίστημι,verb,e)mauto\n,ἐμαυτοῦ,pronoun,tou=,ὁ,article,*dhmosqe/nous,Δημοσθένης,proper,u(p',ὑπό,preposition,e)mautou=,ἐμαυτοῦ,pronoun,ti,sunew/rwn,συνοράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,eu(=ron,εὑρίσκω,verb,kai\,καί,conjunction,du/o,δύο,adjective,kai\,καί,conjunction,tri/a,τρεῖς,noun,tw=n,ὁ,article,xrhsi/mwn,χρήσιμος,adjective,e)ntau=qa,ἐνταῦθα,adverb,pa/lin,πάλιν,adverb,au)=,αὖ,interjection,e)p',ἐπί,preposition,a)/llo,ἄλλος,adjective,ti,τις,pronoun,e)xw/roun,χωρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,moi,ἐγώ,pronoun,peirwme/nw|,πειράω,verb,to\,ὁ,article,au)to\,αὐτός,pronoun,a)ei\,ἀεί,adverb,sune/baine,συμβαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ou(/tw,οὕτως,adverb,dh\,δή,particle,a)po\,ἀπό,preposition,tou=,ὁ,article,kraspe/dou,κράσπεδον,noun,qoi)ma/tion,ἱμάτιον,adjective,ei),εἰ,conjunction,de\,δέ,particle,bou/lei,βούλομαι,verb,to\n,ὁ,article,le/onta,λέων,noun,a)po\,ἀπό,preposition,tou=,ὁ,article,o)/nuxos,ὄνυξ,noun,a)peirgasa/mhn,ἀπεργάζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=ton,οὗτος,pronoun,ou)=n,οὖν,particle,au)tw=|,αὐτός,pronoun,to\n,ὁ,article,lo/gon,λόγος,noun,dei=cai,δείκνυμι,verb,e)pexei/rhsa,ἐπιχειρέω,verb,kai\,καί,conjunction,me/llwn,μέλλω,verb,dei/cein,δείκνυμι,verb,proei=pon,προεῖπον,verb,o(/ti,ὅστις,pronoun,pro\s,πρός,preposition,*lepti/nhn,Λεπτίνης,proper,e)feurhme/na,ἐφευρίσκω,verb,su\n,σύν,preposition,tw=|,ὁ,article,pro\s,πρός,preposition,*lepti/nhn,Λεπτίνης,proper,e)feurh/sei,ἐφευρίσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,a)dikw=,ἀδικέω,verb,ge,γε,particle,e)/fhn,φημί,verb,e)gw/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(\s,ὅς,pronoun,ma\,μά,particle,*di/a,Δίη,proper,eu)genw=s,εὐγενής,adjective,te,τε,particle,kai\,καί,conjunction,w(s,ὡς,conjunction,a)\n,ἄν,particle,pa=s,πᾶς,adjective,h)ra/sqh,ἀράζω,verb,te,τε,particle,kai\,καί,conjunction,h)ga/sqh,ἄγαμαι,verb,o(/stis,ὅστις,pronoun,filo/logos,φιλόλογος,adjective,*oi)=sqa,οἶδα,verb,e)/fh,φημί,verb,o(/ti,ὅστις,pronoun,ka/qhmai,κάθημαι,verb,pro\s,πρός,preposition,tou=,ὁ,article,*dhmosqe/nous,Δημοσθένης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)gw\,ἐγώ,pronoun,to\n,ὁ,article,au)to\n,αὐτός,pronoun,a)/r',ἄρα,particle,e)/fhn,φημί,verb,e)moi\,ἐγώ,pronoun,boukolei=s,βουκολέω,verb,w(/st',ὥστε,conjunction,ei),εἰ,conjunction,nikw/|h,νικάω,verb,m',ἐγώ,pronoun,ou)k,οὐ,adverb,e)xqro\s,ἐχθρός,adjective,o(,ὁ,article,stefanou/menos,στεφανόω,verb,a)ll',ἀλλά,adverb,w(=|,ὅς,pronoun,su/,σύ,pronoun,te,τε,particle,ka)gw\,ἐγώ,pronoun,suspeu/domen,συσπεύδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,e)ke/leue,κελεύω,verb,ta\,ὁ,article,bibli/a,βιβλίον,noun,e)n,ἐν,preposition,me/rei,μέρος,noun,deiknu/nai,δείκνυμι,verb,kai\,καί,conjunction,to\,ὁ,article,pra=gma,πρᾶγμα,noun,pantaxh=,πανταχῆ,adverb,spoudh\,σπουδή,noun,h)=n,εἰμί,verb,ou(twsi/,οὑτωσί,adverb,toi,τοι,particle,e)/fhn,φημί,verb,e)gw\,ἐγώ,pronoun,soi\,σύ,pronoun,tau)ta\,ταυτός,adjective,gignw/skw,γιγνώσκω,verb,peri\,περί,preposition,*dhmosqe/nous,Δημοσθένης,proper,kai\,καί,conjunction,h(gou=mai,ἡγέομαι,verb,tauto\n,,,o(/per,su\,σύ,pronoun,mh\,μή,conjunction,r(a/|dion,ῥᾴδιος,adjective,ei)=nai,εἰμί,verb,to\n,ὁ,article,a)/ndra,ἀνήρ,noun,e)kei=non,ἐκεῖνος,pronoun,parelqei=n,παρέρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅσπερ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',δέ,particle,ou)=n,οὖν,particle,tis,τις,pronoun,ka)moi\,ἐγώ,pronoun,qew=n,θέα,noun,e)pibohqh/seie,ἐπιβοηθέω,verb,polla\,πολύς,adjective,d',δέ,particle,e)n,ἐν,preposition,*)asklhpiou=,Ἀσκληπιός,proper,ta\,ὁ,article,para/doca,παράδοξος,adjective,o(/ti,ὅστις,pronoun,ou)k,οὐ,adverb,e)/deicas,δείκνυμι,verb,e)/fhn,φημί,verb,ta\,ὁ,article,a)=qla,ἆθλον,noun,i(/na,ἵνα,conjunction,proqumo/teron,πρόθυμος,adjective,a)gwnizoi/mhn,ἀγωνίζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)potugxa/nonti,ἀποτυγχάνω,verb,me\n,μέν,particle,ga\r,γάρ,particle,mani/a,μανία,noun,kai\,καί,conjunction,mhde\n,μηδείς,pronoun,e)pai/+ein,ἐπαίω,verb,peri\,περί,preposition,lo/gwn,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ἐάν,conjunction,d',δέ,particle,a)/ra,ἄρα,particle,e)/fhn,φημί,verb,kratw=,κρατέω,verb,ti/,τίς,pronoun,moi,ἐγώ,pronoun,perie/stai,περίειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(\s,ὅς,pronoun,h(/sqh,ἕζομαι,verb,te,τε,particle,a)kou/sas,ἀκέω,verb,w(/sper,ὥσπερ,adverb,e)gw\,ἐγώ,pronoun,e)kei/nou,ἐκεῖνος,pronoun,a)kou/sas,ἀκέω,verb,h(/sqhn,ἕζομαι,verb,o(/ti,ὅστις,pronoun,tw=|,ὁ,article,*dhmosqe/nei,Δημοσθένης,proper,sunesth/koi,συνίστημι,verb,kai\,καί,conjunction,e)/dwken,δίδωμι,verb,a)/deian,ἄδεια,noun,dei=cai,δείκνυμι,verb,to\n,ὁ,article,lo/gon,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(/pws,ὅπως,conjunction,h)/dh,ἤδη,adverb,diete/qh,διατίθημι,verb,ta\,ὁ,article,e)pi\,ἐπί,preposition,tou/tois,οὗτος,pronoun,au)to\s,αὐτός,pronoun,a)\n,ἄν,particle,ei)dei/h,οἶδα,verb,kai\,καί,conjunction,su\,σύ,pronoun,de\,δέ,particle,ei)/,εἰ,conjunction,pou,πού,adverb,sugge/noio,συγγίγνομαι,verb,tw=|,ὁ,article,a)ndri\,ἀνδρίς,noun,kai\,καί,conjunction,mnhsqei/hs,μιμνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tws,οὕτως,adverb,e)moi\,ἐγώ,pronoun,koinw=s,κοινός,adjective,me\n,μέν,particle,ei)pei=n,εἶπον,verb,tw=n,ὁ,article,palaiw=n,παλαιός,adjective,a)ndrw=n,ἀνήρ,noun,di',διά,preposition,a)kribei/as,ἀκρίβεια,noun,de\,δέ,particle,tou/twn,οὗτος,pronoun,u(pe\r,ὑπέρ,preposition,pa/ntas,πᾶς,adjective,e)/rws,ἔρος,noun,deino\s,δεινός,adjective,kai\,καί,conjunction,fili/a,φίλιος,adjective,qaumasth/,θαυμαστός,adjective,tis,τις,pronoun,e)nte/thken,ἐντήκω,verb,e)k,ἐκ,preposition,paido/s,παῖς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,kai\,καί,conjunction,soi\,σύ,pronoun,nu=n,νῦν,adverb,ou),οὐ,adverb,mo/non,μόνος,adjective,ou),οὐ,adverb,nemesw=,νεμεσάω,verb,th=s,ὁ,article,gnw/mhs,γνώμη,noun,h(\n,ὅς,pronoun,e)/xeis,ἔχω,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,sugxai/rw,συγχαίρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,filw=n,φιλέω,verb,ou)k,οὐ,adverb,a)nh/sw,ἀνέω,verb,o(/ti,ὅστις,pronoun,mh\,μή,conjunction,kai\,καί,conjunction,o(/son,ὅσος,adjective,oi(=o/n,οἷος,adjective,te,τε,particle,prosqh/sw,προσθέω,verb,nomi/zwn,νομίζω,verb,a)kribw=s,ἀκριβῶς,adverb,e(tai=ro/n,ἑταῖρος,noun,te,τε,particle,e)mautou=,ἐμαυτοῦ,pronoun,kai\,καί,conjunction,stasiw/thn,στασιώτης,noun,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,ei)s,εἰς,preposition,mela/ndeton,μελάνδετος,adjective,sa/kos,σάκκος,noun,taurosfagou=ntes,ταυροσφαγέω,verb,w(s,ὡς,conjunction,*ai)sxu/los,Αἰσχύλος,proper,e)poi/hsen,ποιέω,verb,a)ll',ἀλλά,adverb,ei)s,εἰς,preposition,tou\s,ὁ,article,*pla/twnos,Πλάτων,proper,lo/gous,λόγος,noun,a)forw=ntes,ἀφοράω,verb,w(/sper,ὥσπερ,adverb,tina\s,τις,pronoun,sunagwge/as,συναγωγεύς,noun,kai\,καί,conjunction,koinou\s,κοινός,adjective,ei)ko/tws,ἐοικότως,adverb,a)\n,ἄν,particle,pisteu/ein,πιστεύω,verb,a)llh/lois,ἀλλήλων,pronoun,e)/xoimen,ἔχω,verb,peri\,περί,preposition,a(pa/ntwn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἅπας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/resti,πάρειμι,verb,de/,δέ,particle,soi,σύ,pronoun,gnw=nai,γιγνώσκω,verb,o(/ti,ὅστις,pronoun,kai\,καί,conjunction,h(mi=n,ἐγώ,pronoun,ti,τις,pronoun,prosh/kei,προσήκω,verb,*pla/twnos,Πλάτων,proper,ei),εἰ,conjunction,kai\,καί,conjunction,mh\,μή,conjunction,tosou=ton,τοσοῦτος,adjective,o(/son,ὅσος,adjective,toi=s,ὁ,article,sofoi=s,σοφός,adjective,a)ll',ἀλλά,adverb,o(/son,ὅσος,adjective,ge,γε,particle,e)pi/stasqai,ἐφίστημι,verb,xai/rein,χαίρω,verb,tw=|,ὁ,article,a)ndri/,ἀνδρίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/,ὅς,pronoun,te,τε,particle,ga\r,γάρ,particle,h(mi=n,ἐγώ,pronoun,fwnh\,φωνή,noun,su\n,σύν,preposition,qeoi=s,θεός,noun,ei)pei=n,εἶπον,verb,ou)xi\,οὐ,adverb,kw/luma,κώλυμα,noun,to\,ὁ,article,mhde\n,μηδείς,pronoun,a)\n,ἄν,particle,tw=n,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,de/casqai,δέχομαι,verb,du/nasqai,δύναμαι,verb,ou)de/,οὐδέ,particle,tis,τις,pronoun,h(ma=s,ἐγώ,pronoun,a)pelau/nei,ἀπελαύνω,verb,pro/rrhsis,πρόρρησις,noun,ei),εἰ,conjunction,kai\,καί,conjunction,musthri/wn,μυστήριον,noun,kai\,καί,conjunction,to\n,bi/on,βίος,adjective,ou),οὐ,adverb,panta/pasin,παντάπασι,adverb,a)pa/|dein,ἀπᾴδω,verb,fasi\,φημί,verb,th=s,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,gnw/mhs,γνώμη,noun,oi(,ἕ,pronoun,pepeirame/noi,πειράω,verb,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ei)/t',εἴτε,adverb,e)gw\,ἐγώ,pronoun,kat',κατά,preposition,e)kei=non,ἐκεῖνος,pronoun,e)/fhn,φημί,verb,to/te,τότε,adverb,ei)/t',εἴτε,adverb,e)kei=nos,ἐκεῖνος,pronoun,nu=n,νῦν,adverb,kat',κατά,preposition,e)me\,ἐγώ,pronoun,ou)k,οὐ,adverb,a)/n,ἄν,particle,moi,ἐγώ,pronoun,dokei=,δοκέω,verb,me/sos,μέσος,adjective,e)ggene/sqai,ἐγγίγνομαι,verb,ou)de\,οὐδέ,particle,parelqei=n,παρέρχομαι,verb,para\,παρά,preposition,tw=|,ὁ,article,e(te/rw|,ἕτερος,adjective,to\n,ὁ,article,e(/teron,ἕτερος,adjective,eu)noi/as,εὔνοια,noun,e(/neka,kai\,καί,conjunction,tou=,ὁ,article,tau)ta\,ταυτός,adjective,gignw/skein,γιγνώσκω,verb,peri\,περί,preposition,tw=n,ὁ,article,o(/lwn,ὅλος,adjective,ei)=en,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἕνεκα,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
