word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS
q,,,*peri\,περί,preposition,tou=,ὁ,article,meta\,μετά,preposition,ti/nwn,τίς,pronoun,kai\,καί,conjunction,pw=s,πῶς,adverb,koitaste/on,κοιταστέον,adjective,ta\s,ὁ,article,ku/nas,κύων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,,,*(/oti,ὅστις,pronoun,h(,ὁ,article,tri=yis,τρῖψις,noun,tai=s,ὁ,article,kusi\n,κύων,noun,w)fe/limos,ὠφέλιμος,adjective,kai\,καί,conjunction,pw=s,πῶς,adverb,tau/tas,οὗτος,pronoun,dei=,δέομαι,verb,a)potri/bein,ἀποτρίβω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ia,,,*(/oti,ὅστις,pronoun,a)/meinon,ἀμείνων,adjective,dede/sqai,δέω,verb,ta\s,ὁ,article,ku/nas,κύων,noun,h)\,ἠέ,conjunction,lelume/nas,λύω,verb,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ib,,,*peri\,περί,preposition,tou=,ὁ,article,e)pi\,ἐπί,preposition,po/son,πόσος,adjective,th=s,ὁ,article,h(me/ras,ἡμέρα,noun,proakte/on,προακτέον,adjective,ta\s,ὁ,article,ku/nas,κύων,noun,kai\,καί,conjunction,po/sas,πόσος,adjective,kai\,καί,conjunction,poi/as,ποῖος,adjective,e)n,ἐν,preposition,tau)tw=|,ταυτός,adjective,lute/on,λυτέον,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ig,,,*peri\,περί,preposition,tou=,ὁ,article,posa/kis,ποσάκις,adverb,dei=,δέομαι,verb,e)n,ἐν,preposition,xeimw=ni,χειμών,noun,h)\,ἠέ,conjunction,qe/rei,θέρος,noun,sitei=sqai,σιτέομαι,verb,ta\s,ὁ,article,ku/nas,κύων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id,,,*peri\,περί,preposition,tou=,ὁ,article,poi/w|,ποῖος,adjective,kairw=|,καιρός,noun,e)cakte/on,ἐξακτέον,adjective,ta\s,ὁ,article,ku/nas,κύων,noun,e)pi\,ἐπί,preposition,qh/ran,θήρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ie,,,'',,,*pw=s,πῶς,adverb,*keltoi\,Κελτός,proper,qhrw=sin,θηράω,verb,kai\,καί,conjunction,po/te,πότε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
is,,,'',,,*peri\,περί,preposition,diasth/matos,διάστημα,noun,a)f',ἀπό,preposition,o(/tou,ὅστις,pronoun,dei=,δέομαι,verb,tw=|,ὁ,article,lagw=|,λαγῶς,noun,e)pilu/ein,ἐπιλύω,verb,ta\s,ὁ,article,ku/nas,κύων,noun,kai\,καί,conjunction,po/sas,πόσος,adjective,tau/tas,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iz,,,'',,,*peri\,περί,preposition,lagww=n,λαγῶς,noun,kai\,καί,conjunction,ti/s,τίς,pronoun,h(,ὁ,article,tou/twn,οὗτος,pronoun,a)reth/,ἀρετή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ih,,,'',,,*(/oti,ὅστις,pronoun,to\,ὁ,article,a)nakalei=n,ἀνακαλέω,verb,e)n,ἐν,preposition,tai=s,ὁ,article,qh/rais,θήρα,noun,ta\s,ὁ,article,ku/nas,κύων,noun,a)gaqo\n,ἀγαθός,adjective,tau/tais,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id,,,'',,,*(/oti,ὅστις,pronoun,dei=,δέομαι,verb,th\n,ὁ,article,ku/na,κύων,noun,kalw=s,καλός,noun,h)gwnisme/nhn,ἀγωνίζομαι,verb,katayw=nta,καταψάω,verb,e)peufhmei=n,ἐπευφημέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k,,,*(/opws,ὅπως,conjunction,ei)s,εἰς,preposition,kunhge/sion,κυνηγέσιον,noun,e)cie/nai,ἔξειμι,verb,xrh\,χρή,verb,tou\s,ὁ,article,mh\,μή,conjunction,to\,ὁ,article,qh/rama,θήραμα,noun,ou(=,ἕ,pronoun,e)stin,εἰμί,verb,e)gnwko/tas,γιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka,ἄν,particle,*peri\,περί,preposition,tou=,ὁ,article,pw=s,πῶς,adverb,qhrw=sin,θηράω,verb,*keltoi/,Κελτός,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kb,,,*(/oti,ὅστις,pronoun,ou),οὐ,adverb,xrh\,χρή,verb,e)pilu/ein,ἐπιλύω,verb,ku/nas,κύων,noun,neognw=|,νεογνός,adjective,qhra/mati,θήραμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kg,,,*pw=s,πῶς,adverb,qhrate/on,θηρατέος,adjective,e)la/fous,ἔλαφος,noun,h)\,ἠέ,conjunction,a)/llo,ἄλλος,adjective,ti,τις,pronoun,me/giston,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kd,,,*(/opws,ὅπως,conjunction,*li/bues,Λίβυς,proper,meq',μετά,preposition,i(/ppwn,ἵππος,noun,ai(rou=sin,αἱρέω,verb,ta\,ὁ,article,mega/la,μέγας,adverb,qhra/mata,θήραμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ke,ἄν,particle,*peri\,περί,preposition,tou=,ὁ,article,a)f',ἀπό,preposition,oi(/as,οἷος,adjective,h(liki/as,ἡλικία,noun,dei=,δέομαι,verb,e)ca/gein,ἐξάγω,verb,ei)s,εἰς,preposition,qh/ran,θήρα,noun,ta\s,ὁ,article,qhlei/as,θῆλυς,adjective,ku/nas,κύων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ks,,,*peri\,περί,preposition,a)rre/nwn,ἄρσην,noun,kunw=n,κύων,noun,a)f',ἀπό,preposition,oi(/as,οἷος,adjective,h(liki/as,ἡλικία,noun,xrew=n,χρέα,adjective,au)tou\s,αὐτός,pronoun,e)pi\,ἐπί,preposition,qh/ran,θήρα,noun,e)ca/gein,ἐξάγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kz,,,*pw=s,πῶς,adverb,e)pi\,ἐπί,preposition,o)xei/an,ὀχεία,noun,a)kte/on,ἀκτέον,adjective,ta\s,ὁ,article,ku/nas,κύων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kh,πη,particle,*(/oti,ὅστις,pronoun,ei)/,εἰ,conjunction,tis,τις,pronoun,o(rw/|h,ὁράω,verb,th\n,ὁ,article,mi=cin,μῖξις,noun,tw=n,ὁ,article,kunw=n,κύων,noun,ou)k,οὐ,adverb,e)pitelei=tai,ἐπιτέλλω,verb,go/nimos,γόνιμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kq,,,*peri\,περί,preposition,kairou=,καιρός,noun,pro\s,πρός,preposition,skulakei/an,σκυλακεία,noun,e)pithdei/ou,ἐπιτήδειος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l,,,*pw=s,πῶς,adverb,meta\,μετά,preposition,to\,ὁ,article,tekei=n,τίκτω,verb,e)panalhpte/on,ἐπαναληπτέον,adjective,ei)s,εἰς,preposition,to\,ὁ,article,e)c,ἐκ,preposition,a)rxh=s,ἀρχή,noun,to\n,ὁ,article,dro/mon,δρόμος,noun,tw=n,ὁ,article,kunw=n,κύων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
