word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/61/lemma/@_entry,word/61/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS
e)/nqen,ἔνθεν,adverb,ai(,ὁ,article,me/gistai,μέγας,adverb,bla/bai,βλάβη,adjective,e)k,ἐκ,preposition,qew=n,θέα,noun,e)pa/gontai,ἐπάγω,verb,kai\,καί,conjunction,w)fe/leiai,ὠφέλεια,noun,toi=s,ὁ,article,a)gaqoi=s,ἀγαθός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tai=s,ὁ,article,ga\r,γάρ,particle,i)di/ais,ἴδιος,adjective,oi)keiou/menoi,οἰκειόω,verb,dia\,διά,preposition,panto\s,πᾶς,adjective,a)retai=s,ἀρετή,noun,tou\s,ὁ,article,o(moi/ous,ὅμοιος,adjective,a)pode/xontai,ἀποδέχομαι,verb,pa=n,πᾶς,adjective,to\,ὁ,article,mh\,μή,conjunction,toiou=ton,τοιοῦτος,adjective,w(s,ὡς,conjunction,a)llo/trion,ἀλλότριος,adjective,nomi/zontes*sune/qize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de\,δέ,particle,e)n,ἐν,preposition,tw=i,τίς,pronoun,nomi/zein,νομίζω,verb,mhde\n,μηδείς,pronoun,pro\s,πρός,preposition,h(ma=s,ἐγώ,pronoun,ei)=nai,εἰμί,verb,to\n,ὁ,article,qa/naton,θάνατος,adjective,e)pei\,ἐπεί,conjunction,pa=n,πᾶς,adjective,a)gaqo\n,ἀγαθός,adjective,kai\,καί,conjunction,kako\n,κακός,adjective,e)n,ἐν,preposition,ai)sqh/sei,αἴσθησις,noun,ste/rhsis,στέρησις,noun,de/,δέ,particle,e)stin,εἰμί,verb,ai)sqh/sews,αἴσθησις,noun,o(,ὁ,article,qa/natos,θάνατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/qen,ὅθεν,adverb,gnw=sis,γνῶσις,noun,o)rqh\,ὀρθός,adjective,tou=,ὁ,article,mhqe\n,μηδείς,pronoun,ei)=nai,εἰμί,verb,pro\s,πρός,preposition,h(ma=s,ἐγώ,pronoun,to\n,ὁ,article,qa/naton,θάνατος,adjective,a)polausto\n,ἀπολαυστός,adjective,poiei=,ποιέω,verb,to\,ὁ,article,th=s,ὁ,article,zwh=s,ζωή,noun,qnhto/n,θνητός,adjective,ou)k,οὐ,adverb,a)/peiron,ἄπειρος,adjective,prostiqei=sa,προστίθημι,verb,xro/non,χρόνος,noun,a)lla\,ἀλλά,adverb,to\n,ὁ,article,th=s,ὁ,article,a)qanasi/as,ἀθανασία,noun,a)felome/nh,ἀφαιρέω,verb,po/qon,πόθος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)qe\n,οὐδείς,pronoun,ga/r,γάρ,particle,e)stin,εἰμί,verb,e)n,ἐν,preposition,tw=i,τίς,pronoun,zh=n,ζάω,verb,deino\n,δεινός,adjective,tw=i,τίς,pronoun,kateilhfo/ti,καταλαμβάνω,verb,gnhsi/ws,γνήσιος,adjective,to\,ὁ,article,mhde\n,μηδείς,pronoun,u(pa/rxein,ὑπάρχω,verb,e)n,ἐν,preposition,tw=i,τίς,pronoun,mh\,μή,conjunction,zh=n,ζάω,verb,deino/n,δεινός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,ma/taios,μάταιος,adjective,o(,ὁ,article,le/gwn,λέγω,verb,dedie/nai,δείδω,verb,to\n,ὁ,article,qa/naton,θάνατος,adjective,ou)x,οὐ,adverb,o(/ti,ὅστις,pronoun,luph/sei,λυπέω,verb,parw/n,πάρειμι,verb,a)ll',ἀλλά,adverb,o(/ti,ὅστις,pronoun,lupei=,λυπέω,verb,me/llwn,μέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\,ὅς,pronoun,ga\r,γάρ,particle,paro\n,πάρειμι,verb,ou)k,οὐ,adverb,e)noxlei=,ἐνοχλέω,verb,prosdokw/menon,προσδοκάω,verb,kenw=s,κενός,adjective,lupei=,λυπέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,frikwde/staton,φρικώδης,adverb,ou)=n,οὖν,particle,tw=n,ὁ,article,kakw=n,κακός,adjective,o(,ὁ,article,qa/natos,θάνατος,adjective,ou)qe\n,οὐδείς,pronoun,pro\s,πρός,preposition,h(ma=s,ἐγώ,pronoun,e)peidh/per,ἐπεί,conjunction,o(/tan,ὅταν,conjunction,me\n,μέν,particle,h(mei=s,ἐγώ,pronoun,w)=men,εἰμί,verb,o(,ὁ,article,qa/natos,θάνατος,adjective,ou),οὐ,adverb,pa/restin,πάρειμι,verb,o(/tan,ὅταν,conjunction,de\,δέ,particle,o(,ὁ,article,qa/natos,θάνατος,adjective,parh=i,πάρειμι,verb,to/q',τόθι,adverb,h(mei=s,ἐγώ,pronoun,ou)k,οὐ,adverb,e)sme/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/te,οὔτε,adverb,ou)=n,οὖν,particle,pro\s,πρός,preposition,tou\s,ὁ,article,zw=nta/s,ζάω,verb,e)stin,εἰμί,verb,ou)/te,οὔτε,adverb,pro\s,πρός,preposition,tou\s,ὁ,article,teteleuthko/tas,τελευτάω,verb,e)peidh/per,ἐπεί,conjunction,peri\,περί,preposition,ou(\s,ὅς,pronoun,me\n,μέν,particle,ou)k,οὐ,adverb,e)/stin,εἰμί,verb,oi(\,ἕ,pronoun,d',δέ,particle,ou)ke/ti,οὐκέτι,adverb,ei)si/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)all',ἀλλά,adverb,oi(,ὁ,article,polloi\,πολύς,adjective,to\n,ὁ,article,qa/naton,θάνατος,adjective,o(te\,ὅτε,conjunction,me\n,μέν,particle,w(s,ὡς,conjunction,me/giston,μέγας,adverb,tw=n,ὁ,article,kakw=n,κακός,adjective,feu/gousin,φεύγω,verb,o(te\,ὅτε,conjunction,de\,δέ,particle,w(s,ὡς,conjunction,a)na/pausin,ἀνάπαυσις,noun,tw=n,ὁ,article,e)n,ἐν,preposition,tw=i,τίς,pronoun,zh=n,ζάω,verb,kakw=n,κακός,adjective,ai(rou=ntai,αἱρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,sofo\s,σοφός,adjective,ou)/te,οὔτε,adverb,paraitei=tai,παραιτέομαι,verb,to\,ὁ,article,zh=n,ζάω,verb,ou)/te,οὔτε,adverb,fobei=tai,φοβέω,verb,to\,ὁ,article,mh\,μή,conjunction,zh=n,ζάω,verb,ou)/te,οὔτε,adverb,ga\r,γάρ,particle,au)tw=i,αὐτός,pronoun,prosi/statai,προσίστημι,verb,to\,ὁ,article,zh=n,ζάω,verb,ou)/te,οὔτε,adverb,doca/zetai,δοξάζω,verb,kako\n,κακός,adjective,ei)=nai/,εἰμί,verb,ti,τις,pronoun,to\,ὁ,article,mh\,μή,conjunction,zh=n,ζάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/sper,ὥσπερ,adverb,de\,δέ,particle,to\,ὁ,article,siti/on,σιτίον,noun,ou),οὐ,adverb,to\,ὁ,article,plei=on,πλέως,adjective,pa/ntws,πάντως,adverb,a)lla\,ἀλλά,adverb,to\,ὁ,article,h(/diston,ἡδύς,adjective,ai(rei=tai,αἱρέω,verb,ou(/tw,οὕτως,adverb,kai\,καί,conjunction,xro/non,χρόνος,noun,ou),οὐ,adverb,to\n,ὁ,article,mh/kiston,μήκιστος,adjective,a)lla\,ἀλλά,adverb,to\n,ὁ,article,h(/diston,ἡδύς,adjective,karpi/zetai,καρπίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(o,ὁ,article,de\,δέ,particle,paragge/llwn,παραγγέλλω,verb,to\n,ὁ,article,me\n,μέν,particle,ne/on,νέος,adjective,kalw=s,καλός,noun,zh=n,ζάω,verb,to\n,ὁ,article,de\,δέ,particle,ge/ronta,γέρων,noun,kalw=s,καλός,noun,katastre/fein,καταστρέφω,verb,eu)h/qhs,εὐήθης,adjective,e)sti\n,εἰμί,verb,ou),οὐ,adverb,mo/non,μόνος,adjective,dia\,διά,preposition,to\,ὁ,article,th=s,ὁ,article,zwh=s,ζωή,noun,a)spasto/n,ἀσπαστός,adverb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,dia\,διά,preposition,to\,ὁ,article,th\n,ὁ,article,au)th\n,αὐτός,pronoun,ei)=nai,εἰμί,verb,mele/thn,μελέτη,noun,tou=,ὁ,article,kalw=s,καλός,noun,zh=n,ζάω,verb,kai\,καί,conjunction,tou=,ὁ,article,kalw=s,καλός,noun,a)poqnh/|skein,ἀποθνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polu\,πολύς,adjective,de\,δέ,particle,xei/rwn,χείρων,adverb,kai\,καί,conjunction,o(,ὁ,article,le/gwn,λέγω,verb,kalo\n,καλός,noun,me\n,μέν,particle,mh\,μή,conjunction,fu=nai,φύω,verb,fu/nta,φύς,verb,d',δέ,particle,o(/pws,ὅπως,conjunction,w)/kista,ὠκύς,adjective,pu/las,πύλη,adjective,*)ai/dao,Ἅιδης,proper,perh=sai,περάω,verb,fu/nta,φύς,verb,d',δέ,particle,o(/pws,ὅπως,conjunction,w)/kista,ὠκύς,adjective,pu/las,πύλη,adjective,*)ai/dao,Ἅιδης,proper,perh=sai,περάω,verb,ei),εἰ,conjunction,me\n,μέν,particle,ga\r,γάρ,particle,pepoiqw\s,πείθω,verb,tou=to/,οὗτος,pronoun,fhsin,φημί,verb,pw=s,πῶς,adverb,ou)k,οὐ,adverb,a)pe/rxetai,ἀπέρχομαι,verb,e)k,ἐκ,preposition,tou=,ὁ,article,zh=n,ζάω,verb,e)n,ἐν,preposition,e(toi/mwi,ἑτοῖμος,adjective,ga\r,γάρ,particle,au)tw=i,αὐτός,pronoun,tou=t',οὗτος,pronoun,e)sti/n,εἰμί,verb,ei)/per,εἴπερ,conjunction,h)=n,εἰμί,verb,bebouleume/non,βουλεύω,verb,au)tw=i,αὐτός,pronoun,bebai/ws,βέβαιος,adjective,ei),εἰ,conjunction,de\,δέ,particle,mwkw/menos,,,ma/taios,μάταιος,adjective,e)n,ἐν,preposition,toi=s,ὁ,article,ou)k,οὐ,adverb,e)pidexome/nois,ἐπιδέχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*mnhmoneute/on,μνημονευτέον,adjective,de\,δέ,particle,w(s,ὡς,conjunction,to\,ὁ,article,me/llon,μέλλω,verb,ou)/te,οὔτε,adverb,pa/ntws,πάντως,adverb,h(me/teron,ἡμέτερος,adjective,ou)/te,οὔτε,adverb,pa/ntws,πάντως,adverb,ou)x,οὐ,adverb,h(me/teron,ἡμέτερος,adjective,i(/na,ἵνα,conjunction,mh/te,μήτε,particle,pa/ntws,πάντως,adverb,prosme/nwmen,προσμένω,verb,w(s,ὡς,conjunction,e)so/menon,εἰμί,verb,mh/te,μήτε,particle,a)pelpi/zwmen,ἀπελπίζω,verb,w(s,ὡς,conjunction,pa/ntws,πάντως,adverb,ou)k,οὐ,adverb,e)so/menon,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)analogiste/on,ἀναλογιστέω,verb,de\,δέ,particle,w(s,ὡς,conjunction,tw=n,ὁ,article,e)piqumiw=n,ἐπιθυμία,noun,ai(,ὁ,article,me/n,μέν,particle,ei)si,εἰμί,verb,fusikai/,φυσικός,adjective,ai(,ὁ,article,de\,δέ,particle,kenai/,κενός,adjective,kai\,καί,conjunction,tw=n,ὁ,article,fusikw=n,φυσικός,adjective,ai(,ὁ,article,me\n,μέν,particle,a)nagkai=ai,ἀναγκαῖος,adjective,ai(,ὁ,article,de\,δέ,particle,fusikai\,φυσικός,adjective,mo/non,μόνος,adjective,tw=n,ὁ,article,de\,δέ,particle,a)nagkai/wn,ἀναγκαῖον,noun,ai(,ὁ,article,me\n,μέν,particle,pro\s,πρός,preposition,eu)daimoni/an,εὐδαιμονία,noun,ei)si\n,εἰμί,verb,a)nagkai=ai,ἀναγκαῖος,adjective,ai(,ὁ,article,de\,δέ,particle,pro\s,πρός,preposition,th\n,ὁ,article,tou=,ὁ,article,sw/matos,σῶμα,adjective,a)oxlhsi/an,ἀοχλησία,noun,ai(,ὁ,article,de\,δέ,particle,pro\s,πρός,preposition,au)to\,αὐτός,pronoun,to\,ὁ,article,zh=n,ζάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/twn,οὗτος,pronoun,ga\r,γάρ,particle,a)planh\s,ἀπλανής,adjective,qewri/a,θεωρία,noun,pa=san,πᾶς,adjective,ai(/resin,αἵρεσις,noun,kai\,καί,conjunction,fugh\n,φυγή,noun,e)pana/gein,ἐπανάγω,verb,oi)=den,οἶδα,verb,e)pi\,ἐπί,preposition,th\n,ὁ,article,tou=,ὁ,article,sw/matos,σῶμα,adjective,u(gi/eian,ὑγίεια,noun,kai\,καί,conjunction,th\n,ὁ,article,th=s,ὁ,article,yuxh=s,ψυχή,noun,a)taraci/an,ἀταραξία,noun,e)pei\,ἐπεί,conjunction,tou=to,οὗτος,pronoun,tou=,ὁ,article,makari/ws,μακάριος,adjective,zh=n,ζάω,verb,e)sti,εἰμί,verb,te/los,τέλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
