word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS
marturou=si,μαρτύρομαι,verb,parei=nai,πάρειμι,verb,pro\s,πρός,preposition,tw=|,ὁ,article,diaithth=|,διαιτητής,noun,*teisi/a|,Τεισίας,proper,o(/te,ὅτε,conjunction,prou)kalei=to,προκαλέω,verb,*formi/wn,Φορμίων,proper,*)apollo/dwron,Ἀπολλόδωρος,proper,a)noi/gein,ἀνοίγνυμι,verb,to\,ὁ,article,grammatei=on,γραμματεῖον,noun,o(\,ὅς,pronoun,parei=xen,παρέχω,verb,*)amfi/as,Ἀμφίας,proper,o(,ὁ,article,*khfisofw=ntos,Κηφισοφῶν,proper,khdesth/s,κηδεστής,adjective,*)apollo/dwron,Ἀπολλόδωρος,proper,d',δέ,particle,ou)k,οὐ,adverb,e)qe/lein,ἐθέλω,verb,a)noi/gein,ἀνοίγνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,me\n,μέν,particle,a)\n,ἄν,particle,marturou=ntes,μαρτυρέω,verb,e)do/koun,δοκέω,verb,a)lhqh=,ἀληθής,adjective,marturei=n,μαρτυρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nti/grafa,ἀντίγραφος,adjective,de\,δέ,particle,tw=n,ὁ,article,diaqhkw=n,διαθήκη,noun,tw=n,ὁ,article,*pasi/wnos,,,marturei=n,μαρτυρέω,verb,ei)=nai,εἰμί,verb,ta\,ὁ,article,e)n,ἐν,preposition,tw=|,ὁ,article,grammatei/w|,γραμματεῖον,noun,o(\,ὅς,pronoun,parei/xeto,παρέχω,verb,*formi/wn,Φορμίων,proper,mh/te,μήτε,particle,paragenome/nous,παραγίγνομαι,verb,e)kei/nw|,ἐκεῖνος,pronoun,diatiqeme/nw|,διατίθημι,verb,mh/t',μήτε,particle,ei)do/tas,οἶδα,verb,ei),εἰ,conjunction,die/qeto,διατίθημι,verb,pw=s,πῶς,adverb,ou),οὐ,adverb,perifanw=s,περιφανής,adverb,a)naisxunti/a,ἀναισχυντία,noun,dokei=,δοκέω,verb,u(mi=n,σύ,pronoun,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,mh\n,μήν,particle,ei),εἰ,conjunction,fhsi\,φημί,verb,*formi/wnos,Φορμίων,proper,le/gontos,λέγω,verb,pisteu/ein,πιστεύω,verb,tau=t',οὗτος,pronoun,a)lhqh=,ἀληθής,adjective,ei)=nai,εἰμί,verb,tou=,ὁ,article,au)tou=,αὐτοῦ,adverb,a)ndro/s,ἀνήρ,noun,e)stin,εἰμί,verb,pisteu/ein,πιστεύω,verb,te,τε,particle,le/gonti,λέγω,verb,tou/tw|,οὗτος,pronoun,tau=ta,οὗτος,pronoun,kai\,καί,conjunction,keleu/onti,κελεύω,verb,marturei=n,μαρτυρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,de/,δέ,particle,ge,γε,particle,no/moi,νόμος,noun,ou),οὐ,adverb,tau=ta,οὗτος,pronoun,le/gousin,λέγω,verb,a)ll',ἀλλά,adverb,a(\,ὅς,pronoun,a)\n,ἄν,particle,ei)dh=|,οἶδα,verb,tis,τις,pronoun,kai\,καί,conjunction,oi(=s,ὅς,pronoun,a)\n,ἄν,particle,parage/nhtai,παραγίγνομαι,verb,prattome/nois,πράσσω,verb,tau=ta,οὗτος,pronoun,marturei=n,μαρτυρέω,verb,keleu/ousin,κελεύω,verb,e)n,ἐν,preposition,grammatei/w|,γραμματεῖον,noun,gegramme/na,γράφω,verb,i(/na,ἵνα,conjunction,mh/t',μήτε,particle,a)felei=n,ἀφαιρέω,verb,e)ch=|,ἔξεστι,verb,mhde\n,μηδείς,pronoun,mh/te,μήτε,particle,prosqei=nai,προστίθημι,verb,toi=s,ὁ,article,gegramme/nois,γράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)koh\n,ἀκοή,noun,d',δέ,particle,ou)k,οὐ,adverb,e)w=si,ἀίω,verb,zw=ntos,ζάω,verb,marturei=n,μαρτυρέω,verb,a)lla\,ἀλλά,adverb,teqnew=tos,θνήσκω,verb,tw=n,ὁ,article,de\,δέ,particle,a)duna/twn,ἀδύνατος,adjective,kai\,καί,conjunction,u(perori/wn,ὑπερόριος,adjective,e)kmarturi/an,ἐκμαρτυρία,noun,gegramme/nhn,γράφω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,grammatei/w|,γραμματεῖον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,a)po\,ἀπό,preposition,th=s,ὁ,article,au)th=s,αὐτός,pronoun,e)piskh/yews,ἐπίσκηψις,noun,th/n,ὁ,article,te,τε,particle,marturi/an,μαρτυρία,noun,kai\,καί,conjunction,e)kmarturi/an,ἐκμαρτυρία,noun,a)gwni/zesqai,ἀγωνίζομαι,verb,a(/ma,ἅμα,adverb,i(/n',ἵνα,conjunction,e)a\n,ἐάν,conjunction,me\n,μέν,particle,a)nade/xhtai,ἀναδέχομαι,verb,o(,ὁ,article,e)kmarturh/sas,ἐκμαρτυρέω,verb,e)kei=nos,ἐκεῖνος,pronoun,u(po/dikos,ὑπόδικος,adjective,h)=|,εἰμί,verb,tw=n,ὁ,article,yeudomarturi/wn,ψευδομαρτυρέω,verb,e)a\n,ἐάν,conjunction,de\,δέ,particle,mh\,μή,conjunction,a)nade/xhtai,ἀναδέχομαι,verb,oi(,ἕ,pronoun,marturh/santes,μαρτυρέω,verb,th\n,ὁ,article,e)kmarturi/an,ἐκμαρτυρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ste/fanos,στέφανος,noun,toi/nun,τοίνυν,particle,ou(tosi/,οὗτος,pronoun,ou)/t',οὔτε,adverb,ei)dw\s,οἶδα,verb,diaqh/kas,διαθήκη,noun,katalipo/nta,καταλιμπάνω,verb,to\n,ὁ,article,pate/ra,πατήρ,noun,h(mw=n,ἐγώ,pronoun,ou)/te,οὔτε,adverb,parageno/menos,παραγίγνομαι,verb,pw/pote,πώποτε,adverb,diatiqeme/nw|,διατίθημι,verb,tw=|,ὁ,article,patri\,πατήρ,noun,h(mw=n,ἐγώ,pronoun,a)kou/sas,ἀκέω,verb,de\,δέ,particle,*formi/wnos,Φορμίων,proper,memartu/rhken,μαρτυρέω,verb,a)koh\n,ἀκοή,noun,ta\,ὁ,article,yeudh=,ψευδής,adverb,te,τε,particle,kai\,καί,conjunction,para\,παρά,preposition,to\n,ὁ,article,no/mon,νόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tau=q',οὗτος,pronoun,o(/ti,ὅστις,pronoun,a)lhqh=,ἀληθής,adjective,le/gw,λέγω,verb,au)to\n,αὐτός,pronoun,u(mi=n,σύ,pronoun,to\n,ὁ,article,no/mon,νόμος,noun,a)nagnw/setai,ἀναγιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)koh\n,ἀκοή,noun,ei)=nai,εἰμί,verb,marturei=n,μαρτυρέω,verb,teqnew=tos,θνήσκω,verb,e)kmarturi/an,ἐκμαρτυρία,noun,de\,δέ,particle,u(perori/ou,ὑπερόριος,adjective,kai\,καί,conjunction,a)duna/tou,ἀδύνατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
