word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS
tou)mo\n,ἐμός,adjective,de\,δέ,particle,ka/llos,κάλλος,noun,ei),εἰ,conjunction,kalo\n,καλός,noun,to\,ὁ,article,dustuxe/s,δυστυχής,adverb,*ku/pris,Κύπρις,proper,protei/nas',προτείνω,verb,w(s,ὡς,conjunction,*)ale/candros,Ἀλέξανδρος,proper,gamei=,γαμέω,verb,nika=|,νικάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lipw\n,λείπω,verb,de\,δέ,particle,bou/staqm',βούσταθμον,noun,*)idai=os,Ἰδαῖος,proper,*pa/ris,Πάρις,proper,*spa/rthn,Σπάρτη,proper,a)fi/keq',ἀφίζω,verb,w(s,ὡς,conjunction,e)mo\n,ἐμός,adjective,sxh/swn,ἔχω,verb,le/xos,λέχος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(/hra,Ἥρα,proper,de\,δέ,particle,memfqei=s',μέμφομαι,verb,ou(/nek',οὕνεκα,conjunction,ou),οὐ,adverb,nika=|,νικάω,verb,qea/s,θεά,noun,e)chne/mwse,ἐξανεμόω,verb,ta)/m',ἁμός,adjective,*)aleca/ndrw|,Ἀλέξανδρος,proper,le/xh,λέχος,noun,di/dwsi,δίδωμι,verb,d',δέ,particle,ou)k,οὐ,adverb,e)/m',ἐγώ,pronoun,a)ll',ἀλλά,adverb,o(moiw/sas',ὁμοιόω,verb,e)moi\,ἐγώ,pronoun,ei)/dwlon,εἴδωλον,noun,e)/mpnoun,ἔμπνους,adjective,ou)ranou=,οὐρανός,noun,cunqei=s',συντίθημι,verb,a)/po,ἀπό,preposition,*pria/mou,Πρίαμος,proper,tura/nnou,τύραννος,noun,paidi/,παῖς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,dokei=,δοκέω,verb,m',ἐγώ,pronoun,e)/xein,ἔχω,verb,kenh\n,κενός,adjective,do/khsin,δόκησις,noun,ou)k,οὐ,adverb,e)/xwn,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,d',δέ,particle,au)=,αὖ,interjection,*dio\s,Ζεύς,proper,bouleu/mat',βούλευμα,noun,a)/lla,ἄλλος,adjective,toi=sde,ὅδε,pronoun,sumbai/nei,συμβαίνω,verb,kakoi=s,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/lemon,πόλεμος,noun,ga\r,γάρ,particle,ei)sh/negken,εἰσφέρω,verb,*(ellh/nwn,Ἕλλην,proper,xqoni\,χθών,noun,kai\,καί,conjunction,*fruci\,Φρύξ,proper,dusth/noisin,δύστηνος,adjective,w(s,ὡς,conjunction,o)/xlou,ὄχλος,noun,brotw=n,βροτός,noun,plh/qous,πλῆθος,noun,te,τε,particle,koufi/seie,κουφίζω,verb,mhte/ra,μήτηρ,noun,xqo/na,χθών,noun,gnwto/n,γνωτός,adjective,te,τε,particle,qei/h,τίθημι,verb,to\n,ὁ,article,kra/tiston,κράτιστος,adjective,*(ella/dos,Ἑλλάς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*frugw=n,Φρύξ,proper,d',δέ,particle,e)s,εἰς,preposition,a)lkh\n,ἀλκή,noun,proute/qhn,προτίθημι,verb,e)gw\,ἐγώ,pronoun,me\n,μέν,particle,ou)/,οὐ,adverb,to\,ὁ,article,d',δέ,particle,o)/noma,ὄνομα,adjective,tou)mo/n,ἐμός,adjective,a)=qlon,ἆθλον,noun,*(/ellhsin,Ἕλλην,proper,doro/s,δόρυ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labw\n,λαμβάνω,verb,de/,δέ,particle,m',ἐγώ,pronoun,*(ermh=s,Ἑρμῆς,proper,e)n,ἐν,preposition,ptuxai=sin,πτυχή,noun,ai)qe/ros,αἰθήρ,noun,nefe/lh|,νεφέλη,noun,kalu/yas,καλύπτω,verb,ou),οὐ,adverb,ga\r,γάρ,particle,h)me/lhse/,ἀμελέω,verb,mou,ἐγώ,pronoun,*zeu/s,Ζεύς,proper,to/nd',ὅδε,pronoun,e)s,εἰς,preposition,oi)=kon,οἶκος,noun,*prwte/ws,Πρωτεύς,proper,i(dru/sato,ἱδρύω,verb,pa/ntwn,πᾶς,adjective,prokri/nas,προκρίνω,verb,swfrone/staton,σώφρων,noun,brotw=n,βροτός,noun,a)ke/raion,ἀκέραιος,adjective,w(s,ὡς,conjunction,sw/|saimi,σώζω,verb,*mene/lew|,Μενέλαος,proper,le/xos,λέχος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)gw\,ἐγώ,pronoun,me\n,μέν,particle,e)nqa/d',ἐνθάδε,adverb,ei)/m',εἰμί,verb,o(,ὁ,article,d',δέ,particle,a)/qlios,ἄθλιος,adjective,po/sis,πόσις,noun,stra/teum',στράτευμα,adjective,a)qroi/sas,ἀθρέω,verb,ta\s,ὁ,article,e)ma\s,ἐμός,adjective,a)narpaga\s,ἀναρπαγή,noun,qhra=|,θηράω,verb,poreuqei\s,πορεύω,verb,*)ili/ou,Ἴλιον,proper,purgw/mata,πύργωμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yuxai\,ψυχή,noun,de\,δέ,particle,pollai\,πολύς,adjective,di',διά,preposition,e)/m',ἐγώ,pronoun,e)pi\,ἐπί,preposition,*skamandri/ois,Σκαμάνδριος,proper,r(oai=sin,ῥοή,noun,e)/qanon,θνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,de\,δέ,particle,pa/nta,πᾶς,adjective,tla=s',τλάω,verb,e)gw\,ἐγώ,pronoun,kata/rato/s,κατάρατος,adjective,ei)mi,εἰμί,verb,kai\,καί,conjunction,dokw=,δοκάζω,verb,prodou=s',προδίδωμι,verb,e)mo\n,ἐμός,adjective,po/sin,πόσις,noun,suna/yai,συνάπτω,verb,po/lemon,πόλεμος,noun,*(/ellhsin,Ἕλλην,proper,me/gan,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,dh=t',δῆτα,adverb,e)/ti,ἔτι,adverb,zw=,ζάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qeou=,θεός,noun,to/d',ὅδε,pronoun,ei)sh/kous',εἰσακούω,verb,e)/pos,ἔπος,adjective,*(ermou=,Ἑρμῆς,proper,to\,ὁ,article,kleino\n,κλεινός,adjective,e)/ti,ἔτι,adverb,katoikh/sein,κατοικέω,verb,pe/don,πέδον,noun,*spa/rths,Σπάρτη,proper,su\n,σύν,preposition,a)ndri/,ἀνδρίς,noun,gno/ntos,γιγνώσκω,verb,w(s,ὡς,conjunction,e)s,εἰς,preposition,*)/ilion,Ἴλιον,proper,ou)k,οὐ,adverb,h)=lqon,ἔρχομαι,verb,i(/na,ἵνα,conjunction,mh\,μή,conjunction,le/ktr',λέκτρον,noun,u(postrw/sw,ὑποστόρεννυμι,verb,tini/,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(/ws,ἕως,conjunction,me\n,μέν,particle,ou)=n,οὖν,particle,fw=s,φάος,adjective,h(li/ou,ἥλιος,noun,to/d',ὅδε,pronoun,e)/blepen,βλέπω,verb,*prwteu/s,Πρωτεύς,proper,a)/sulos,ἄσυλος,adjective,h)=,ἦ,adverb,ga/mwn,γάμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,gh=s,γῆ,noun,sko/tw|,σκότος,noun,ke/kruptai,κρύπτω,verb,pai=s,πᾶς,adjective,o(,ὁ,article,tou=,ὁ,article,teqnhko/tos,θνήσκω,verb,qhra=|,θηράω,verb,gamei=n,γαμέω,verb,me,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
