word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS
a)ll',ἀλλά,adverb,ei)/per,εἴπερ,conjunction,e)moi\,ἐγώ,pronoun,safh\s,σαφής,adverb,o(,ὁ,article,dida/skalos,διδάσκαλος,noun,ei)ko\s,ἔοικα,verb,de\,δέ,particle,panto\s,πᾶς,adjective,ma=llon,μᾶλλον,adverb,e)n,ἐν,preposition,o(/tw|,ὅστις,pronoun,de\,δέ,particle,tau=t',οὗτος,pronoun,e)di/dace,διδάσκω,verb,tro/pw|,τρόπος,noun,kai\,καί,conjunction,o(/pws,ὅπως,conjunction,e)n,ἐν,preposition,toi=s,ὁ,article,i(eroi=s,ἱερός,adjective,lo/gois,λόγος,noun,ei)/rhtai,ἔρομαι,verb,ou(=to/s,οὗτος,pronoun,e)sq',εἰμί,verb,o(,ὁ,article,to\,ὁ,article,pa=n,πᾶς,adjective,a)/gwn,ἄγω,verb,kai\,καί,conjunction,ne/mwn,νέμω,verb,swth\r,σωτήρ,noun,tw=n,ὁ,article,o(/lwn,ὅλος,adjective,kai\,καί,conjunction,fu/lac,φύλαξ,noun,tw=n,ὁ,article,a)qana/twn,ἀθάνατος,adjective,ei),εἰ,conjunction,de\,δέ,particle,qe/leis,ἐθέλω,verb,tragikw/teron,τραγικός,adjective,ei)pei=n,εἶπον,verb,e)/foros,ἔφορος,noun,oi)a/kwn,οἴαξ,noun,sw/zwn,σώζω,verb,ta/,τίς,pronoun,te,τε,particle,o)/nta,εἰμί,verb,a)ei\,ἀεί,adverb,kai\,καί,conjunction,ta\,ὁ,article,gigno/mena,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',δέ,particle,*)apo/llwnos,Ἀπόλλων,proper,pai=da,παῖς,adjective,kai\,καί,conjunction,tri/ton,τρίτος,adjective,a)po\,ἀπό,preposition,*dio\s,Ζεύς,proper,nomi/zomen,νομίζω,verb,au)to\n,αὐτός,pronoun,au)=qis,αὖθις,adverb,au)=,αὖ,interjection,kai\,καί,conjunction,suna/ptomen,συνάπτω,verb,toi=s,ὁ,article,o)no/masin,ὄνομα,adjective,e)pei/,ἐπεί,conjunction,toi,σύ,pronoun,kai\,καί,conjunction,au)to\n,αὐτός,pronoun,to\n,ὁ,article,*di/a,Δίη,proper,gene/sqai,γίγνομαι,verb,le/gousi/,λέγω,verb,pote,ποτέ,particle,pa/lin,πάλιν,adverb,de\,δέ,particle,au)to\n,αὐτός,pronoun,a)pofai/nousin,ἀποφαίνω,verb,o)/nta,εἰμί,verb,tw=n,ὁ,article,o)/ntwn,εἰμί,verb,pate/ra,πατήρ,noun,kai\,καί,conjunction,poihth/n,ποιητός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,tau=ta,οὗτος,pronoun,me\n,μέν,particle,w(/s,ὡς,conjunction,fhsi,φημί,verb,*pla/twn,Πλάτων,proper,o(/pws,ὅπως,conjunction,au)toi=s,αὐτός,pronoun,toi=s,ὁ,article,qeoi=s,θεός,noun,fi/lon,φίλος,adjective,e)xe/tw,ἔχω,verb,kai\,καί,conjunction,lege/sqw,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pane/lqwmen,ἐπανέρχομαι,verb,de\,δέ,particle,o(/qen,ὅθεν,adverb,e)ce/bhmen,ἐκβαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/sas,πᾶς,adjective,e)/xwn,ἔχω,verb,o(,ὁ,article,qeo\s,θεός,noun,ta\s,ὁ,article,duna/meis,δύναμις,adjective,dia\,διά,preposition,pa/ntwn,πᾶς,adjective,a)/ra,ἄρος,adjective,eu)ergetei=n,εὐεργετέω,verb,proei/leto,προαιρέω,verb,tou\s,ὁ,article,a)nqrw/pous,ἄνθρωπος,noun,e(ka/stw|,ἕκαστος,adjective,ta\,ὁ,article,prosh/konta,προσήκω,verb,a)podidou/s,ἀποδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
megi/sthn,μέγας,adverb,de\,δέ,particle,kai\,καί,conjunction,koinota/thn,κοινός,adjective,eu)ergesi/an,εὐεργεσία,noun,ei)s,εἰς,preposition,a(/pantas,ἅπας,adjective,kate/qeto,κατατίθημι,verb,a)qa/naton,ἀθάνατος,adjective,poih/sas,ποιέω,verb,to\,ὁ,article,ge/nos,γένος,noun,th=|,ὁ,article,diadoxh=|,διαδοχή,noun,ga/mous,γάμος,adjective,te,τε,particle,kai\,καί,conjunction,pai/dwn,παῖς,adjective,gene/seis,γένεσις,noun,kai\,καί,conjunction,trofw=n,τρέφω,verb,a)forma\s,ἀφορμή,noun,kai\,καί,conjunction,po/rous,πόρος,noun,dia\,διά,preposition,th=s,ὁ,article,u(giei/as,ὑγίεια,noun,e)rgasa/menos,ἐργάζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,d',δέ,particle,e)n,ἐν,preposition,me/rei,μέρος,noun,pro\s,πρός,preposition,a)/ndra,ἀνήρ,noun,o(rw=n,ὁράω,verb,h)/dh,ἤδη,adverb,diedi/dou,διαδίδωμι,verb,oi(=on,οἷος,adjective,dh\,δή,particle,te/xnas,τέχνη,noun,kai\,καί,conjunction,e)pithdeu/mata,ἐπιτήδευμα,noun,kai\,καί,conjunction,bi/ous,βίος,adjective,pa/ntas,πᾶς,adjective,koinw=|,κοινός,adjective,tini,τις,pronoun,farma/kw|,φάρμακον,noun,pro\s,πρός,preposition,a(/pantas,ἅπας,adjective,po/nous,πόνος,noun,kai\,καί,conjunction,pra/ceis,πρᾶξις,adjective,pa/sas,πᾶς,adjective,th=|,ὁ,article,u(giei/a|,ὑγίεια,noun,xrw/menos,χράομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)atrei=a,ἰατρεῖον,noun,d',δέ,particle,ei)s,εἰς,preposition,to\,ὁ,article,me/son,μέσος,adjective,katesth/sato,καθίστημι,verb,kai\,καί,conjunction,filotexnei=n,φιλοτεχνέω,verb,a)ne/qhken,ἀνατίθημι,verb,e(autw=|,ἑαυτοῦ,pronoun,nu/kta,νύξ,adjective,kai\,καί,conjunction,h(me/ran,ἡμέρα,noun,u(pe\r,ὑπέρ,preposition,eu)qumi/as,εὐθυμία,noun,tw=n,ὁ,article,a)ei\,ἀεί,adverb,deome/nwn,δέομαι,verb,te,τε,particle,kai\,καί,conjunction,dehsome/nwn,δέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/lloi,ἄλλος,adjective,me\n,μέν,particle,ou)=n,οὖν,particle,a)/lla,ἄλλος,adjective,a(|dousi/,,,te,τε,particle,kai\,καί,conjunction,a(|sontai,,,to\n,ὁ,article,a)ei\,ἀεί,adverb,xro/non,χρόνος,noun,e)gw\,ἐγώ,pronoun,de\,δέ,particle,tw=n,ὁ,article,ei)s,εἰς,preposition,e)mauto\n,ἐμαυτοῦ,pronoun,ou(twsi\,οὑτωσί,adverb,mnhsqh=nai,μιμνήσκω,verb,bou/lomai,βούλομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)si\n,εἰμί,verb,oi(/,ἕ,pronoun,fasin,φημί,verb,a)nasth=nai,ἀνίστημι,verb,kei/menoi,κεῖμαι,verb,o(mologou/mena,ὁμολογέω,verb,dh/,δή,particle,pou,πού,adverb,le/gontes,λέγω,verb,kai\,καί,conjunction,pa/lai,πάλαι,adverb,tw=|,ὁ,article,qew=|,θεός,noun,meletw/mena,μελετάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
