word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS
h(\,ὅς,pronoun,de\,δέ,particle,mal',μαλίς,noun,ou)k,οὐ,adverb,e)/qelen,ἐθέλω,verb,a)lla\,ἀλλά,adverb,sterew=s,στερεός,adjective,a)pe/eipen,ἀπεῖπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)/mose,ὄμνυμι,verb,de\,δέ,particle,me/gan,μέγας,adverb,o(/rkon,ὅρκος,noun,o(\,ὅς,pronoun,dh\,δή,particle,tetelesme/nos,τελέω,verb,e)sti/n,εἰμί,verb,a(yame/nh,ἅπτω,verb,kefalh=s,κεφαλή,noun,patro\s,πατήρ,noun,*dio\s,Ζεύς,proper,ai)gio/xoio,αἰγίοχος,adjective,parqe/nos,παρθένος,noun,e)/ssesqai,ἔσσομαι,verb,pa/nt',πᾶς,adjective,h)/mata,ἦμαρ,noun,di=a,δῖος,adjective,qea/wn,θέα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=|,ὁ,article,de\,δέ,particle,path\r,πατήρ,noun,*zeu\s,Ζεύς,proper,dw=ke,δίδωμι,verb,kalo\n,καλός,noun,ge/ras,γέρας,adjective,a)nti\,ἀντί,preposition,ga/moio,γάμος,adjective,kai\,καί,conjunction,te,τε,particle,me/sw|,μέσος,adjective,oi)/kw|,οἶκος,noun,kat',κατά,preposition,a)/r',ἄρα,particle,e(/zeto,ἕζομαι,verb,pi=ar,πῖαρ,noun,e(lou=sa,αἱρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa=sin,πᾶς,adjective,d',δέ,particle,e)n,ἐν,preposition,nhoi=si,ναός,noun,qew=n,θέα,noun,tima/oxo/s,τιμάοχος,adjective,e)sti,εἰμί,verb,kai\,καί,conjunction,para\,παρά,preposition,pa=si,πᾶς,adjective,brotoi=si,βροτός,noun,qew=n,θέα,noun,pre/sbeira,πρέσβειρα,noun,te/tuktai,τεύχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/wn,ὁ,article,ou),οὐ,adverb,du/natai,δύναμαι,verb,pepiqei=n,πείθω,verb,fre/nas,φρήν,noun,ou)d',οὐδέ,particle,a)path=sai,ἀπατάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,d',δέ,particle,a)/llwn,ἄλλος,adjective,ou)/,οὐ,adverb,pe/r,πέρ,particle,ti,τις,pronoun,pefugme/non,φεύγω,verb,e)/st',εἰμί,verb,*)afrodi/thn,Ἀφροδίτη,proper,ou)/te,οὔτε,adverb,qew=n,θέα,noun,maka/rwn,μάκαρος,adjective,ou)/te,οὔτε,adverb,qnhtw=n,θνητός,adjective,a)nqrw/pwn,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,te,τε,particle,pare\k,παρέξ,preposition,*zhno\s,Ζεύς,proper,no/on,νόος,adjective,h)/gage,ἄγω,verb,terpikerau/nou,τερπικέραυνος,adjective,o(/ste,ὅστε,pronoun,me/gisto/s,μέγας,adverb,t',τε,particle,e)sti\,εἰμί,verb,megi/sths,μέγας,adverb,t',τε,particle,e)/mmore,μείρομαι,verb,timh=s,τιμή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,te,τε,particle,tou=,τίς,pronoun,eu)=t',εὖτε,conjunction,e)qe/loi,ἐθέλω,verb,pukina\s,πυκινός,adjective,fre/nas,φρήν,noun,e)capafou=sa,ἐξαπαφίσκω,verb,r(hidi/ws,ῥᾴδιος,adjective,sune/mice,συμμίγνυμι,verb,kataqnhth=|si,καταθνητός,adjective,gunaici/n,γυνή,noun,*(/hrhs,Ἥρα,proper,e)klelaqou=sa,ἐκλανθάνω,verb,kasignh/ths,κασιγνήτη,noun,a)lo/xou,ἄλοχος,adjective,te,τε,particle,h(\,ὅς,pronoun,me/ga,μέγας,adverb,ei)=dos,εἶδος,noun,a)ri/sth,ἄριστος,adjective,e)n,ἐν,preposition,a)qana/th|si,ἀθάνατος,adjective,qeh=|si,θεά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kudi/sthn,κύδιστος,adjective,d',δέ,particle,a)/ra,ἄρα,particle,min,μιν,pronoun,te/keto,τίκτω,verb,*kro/nos,Κρόνος,proper,a)gkulomh/ths,ἀγκυλομήτης,adjective,mh/thr,μήτηρ,noun,te,τε,particle,*(rei/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*zeu\s,Ζεύς,proper,d',δέ,particle,a)/fqita,ἄφθιτος,adjective,mh/dea,μῆδος,noun,ei)dw\s,οἶδα,verb,ai)doi/hn,αἰδοῖος,adjective,a)/loxon,ἄλοχος,adjective,poih/sato,ποιέω,verb,ke/dn',κεδνός,adjective,ei)dui=an,οἶδα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=|,ὁ,article,de\,δέ,particle,kai\,καί,conjunction,au)th=|,αὐτός,pronoun,*zeu\s,Ζεύς,proper,gluku\n,γλυκύς,adjective,i(/meron,ἵμερος,adjective,e)/mbale,ἐμβάλλω,verb,qumw=|,θυμός,noun,a)ndri\,ἀνδρίς,noun,kataqnhtw=|,καταθνητός,adjective,mixqh/menai,μίγνυμι,verb,o)/fra,ὄφρα,conjunction,ta/xista,τάχιστος,adjective,mhd',μηδέ,particle,au)th\,αὐτός,pronoun,brote/hs,βρότειος,adjective,eu)nh=s,εὐνή,noun,a)poergme/nh,ἀπέργνυμι,verb,ei)/h,ἀίω,verb,kai/,καί,conjunction,pot',ποτέ,particle,e)peucame/nh,ἐπεύχομαι,verb,ei)/ph|,εἶπον,verb,meta\,μετά,preposition,pa=si,πᾶς,adjective,qeoi=sin,θεός,noun,h(du\,ἡδύς,adjective,geloih/sasa,γελάω,verb,filommeidh\s,φιλομμειδής,adjective,*)afrodi/th,Ἀφροδίτη,proper,w)/s,,,r(a,ἄρα,particle,qeou\s,θεός,noun,sune/mice,συμμίγνυμι,verb,kataqnhth=|si,καταθνητός,adjective,gunaici/,γυνή,noun,kai/,καί,conjunction,te,τε,particle,kataqnhtou\s,καταθνητός,adjective,ui(ei=s,υἱός,noun,te/kon,τίκτω,verb,a)qana/toisin,ἀθάνατος,adjective,w(/s,ὅς,pronoun,te,τε,particle,qea\s,θεά,noun,a)ne/mice,ἀναμίγνυμι,verb,kataqnhtoi=s,καταθνητός,adjective,a)nqrw/pois,ἄνθρωπος,noun,,,,,,,,,,,,
*)agxi/sew,Ἀγχίσης,proper,d',δέ,particle,a)/ra,ἄρα,particle,oi(,ἕ,pronoun,gluku\n,γλυκύς,adjective,i(/meron,ἵμερος,adjective,e)/mbale,ἐμβάλλω,verb,qumw=|,θυμός,noun,o(\s,ὅς,pronoun,to/t',τότε,adverb,e)n,ἐν,preposition,a)kropo/lois,ἀκροπόλοι,noun,o)/resin,ὄρος,adjective,polupida/kou,πολυπίδακος,adjective,*)/idhs,Ἴδη,proper,boukole/esken,βουκολέω,verb,bou=s,βοῦς,noun,de/mas,δέμας,noun,a)qana/toisin,ἀθάνατος,adjective,e)oikw/s,ἔοικα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,dh\,δή,particle,e)/peita,ἔπειτα,adverb,i)dou=sa,εἶδον,verb,filommeidh\s,φιλομμειδής,adjective,*)afrodi/th,Ἀφροδίτη,proper,h)ra/sat',ἀράομαι,verb,e)/kpaglos,ἔκπαγλος,adjective,de\,δέ,particle,kata\,κατά,preposition,fre/nas,φρήν,noun,i(/meros,ἵμερος,adjective,ei(=len,αἱρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)s,εἰς,preposition,*ku/pron,Κύπρος,proper,d',δέ,particle,e)lqou=sa,ἔρχομαι,verb,quw/dea,θυώδης,adjective,nho\n,ναός,noun,e)/dunen,δύω,verb,e)s,εἰς,preposition,*pa/fon,Πάφος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nqa,ἔνθα,adverb,de/,δέ,particle,oi(,ἕ,pronoun,te/menos,τέμενος,noun,bwmo/s,βωμός,noun,te,τε,particle,quw/dhs,θυώδης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nq',εἰμί,verb,h(/,ὅς,pronoun,g',γε,particle,ei)selqou=sa,εἰσέρχομαι,verb,qu/ras,θύρα,noun,e)pe/qhke,ἐπιτίθημι,verb,faeina/s,φαεινός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nqa,ἔνθα,adverb,de/,δέ,particle,min,μιν,pronoun,*xa/rites,Χάρις,proper,lou=san,λόω,verb,kai\,καί,conjunction,xri=san,χρίω,verb,e)lai/w|,ἔλαιον,noun,a)mbro/tw|,ἄμβροτος,adjective,oi(=a,οἷος,adjective,qeou\s,θεός,noun,e)penh/noqen,ἐπενήνοθε,verb,ai)e\n,ἀεί,adverb,e)o/ntas,εἰμί,verb,a)mbrosi/w|,ἀμβρόσιος,adjective,e(danw=|,ἑδανός,adjective,to/,ὁ,article,r(a/,ἄρα,particle,oi(,ἕ,pronoun,tequwme/non,θυόω,verb,h)=en,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(ssame/nh,ἕννυμι,verb,d',δέ,particle,eu)=,εὖ,adverb,pa/nta,πᾶς,adjective,peri\,περί,preposition,xroi\+,χρώς,noun,ei(/mata,εἷμα,noun,kala\,καλός,noun,xrusw=|,χρυσός,noun,kosmhqei=sa,κοσμέω,verb,filommeidh\s,φιλομμειδής,adjective,*)afrodi/th,Ἀφροδίτη,proper,seu/at',σεύω,verb,e)pi\,ἐπί,preposition,*troi/hs,Τροία,proper,prolipou=s',προλείπω,verb,eu)w/dea,εὐώδης,adverb,*ku/pron,Κύπρος,proper,u(/yi,ὕψι,adverb,meta\,μετά,preposition,ne/fesin,νέφος,noun,r(i/mfa,ῥίμφα,adverb,prh/ssousa,πράσσω,verb,ke/leuqon,κέλευθος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
