word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS
qauma/zw,θαυμάζω,verb,d',δέ,particle,o(/ti,ὅστις,pronoun,tou\s,ὁ,article,au)tou\s,αὐτός,pronoun,o(rw=,ὁράω,verb,u(pe\r,ὑπέρ,preposition,me\n,μέν,particle,*ai)gupti/wn,Αἰγύπτιος,proper,ta)nanti/a,ἐναντίος,adjective,pra/ttein,πράσσω,verb,basilei=,βασιλεύς,noun,th\n,ὁ,article,po/lin,πόλις,adjective,pei/qontas,πείθω,verb,u(pe\r,ὑπέρ,preposition,de\,δέ,particle,tou=,ὁ,article,*(rodi/wn,,,dh/mou,δῆμος,noun,foboume/nous,φοβέω,verb,to\n,ὁ,article,a)/ndra,ἀνήρ,noun,tou=ton,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,tou\s,ὁ,article,me\n,μέν,particle,*(/ellhnas,Ἕλλην,proper,o)/ntas,εἰμί,verb,a(/pantes,ἅπας,adjective,i)/sasi,οἶδα,verb,tou\s,ὁ,article,d',δέ,particle,e)n,ἐν,preposition,th=|,ὁ,article,a)rxh=|,ἀρχή,noun,th=|,ὁ,article,'kei/nou,ἐκεῖνος,pronoun,memerisme/nous,μερίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)=mai,οἴομαι,verb,d',δέ,particle,u(mw=n,σύ,pronoun,mnhmoneu/ein,μνημονεύω,verb,e)ni/ous,ἔνιοι,adjective,o(/ti,ὅστις,pronoun,h(ni/k',ἡνίκα,adverb,e)bouleu/esq',βουλεύω,verb,u(pe\r,ὑπέρ,preposition,tw=n,ὁ,article,basilikw=n,βασιλικός,adjective,parelqw\n,παρέρχομαι,verb,prw=tos,πρότερος,adjective,e)gw\,ἐγώ,pronoun,parh/|nesa,παραινέω,verb,oi)=mai,οἴομαι,verb,de\,δέ,particle,kai\,καί,conjunction,mo/nos,μόνος,adjective,h)\,ἠέ,conjunction,deu/teros,δεύτερος,adjective,ei)pei=n,εἶπον,verb,o(/ti,ὅστις,pronoun,moi,ἐγώ,pronoun,swfronei=n,σωφρονέω,verb,a)\n,ἄν,particle,dokei=te,δοκέω,verb,ei),εἰ,conjunction,th\n,ὁ,article,pro/fasin,πρόφασις,noun,th=s,ὁ,article,paraskeuh=s,παρασκευή,noun,mh\,μή,conjunction,th\n,ὁ,article,pro\s,πρός,preposition,e)kei=non,ἐκεῖνος,pronoun,e)/xqran,ἔχθρα,noun,poioi=sqe,ποιέω,verb,a)lla\,ἀλλά,adverb,paraskeua/zoisqe,παρασκευάζω,verb,me\n,μέν,particle,pro\s,πρός,preposition,tou\s,ὁ,article,u(pa/rxontas,ὑπάρχω,verb,e)xqrou/s,ἐχθρός,adjective,a)mu/noisqe,ἀμύνω,verb,de\,δέ,particle,ka)kei=non,ἐκεῖνος,pronoun,e)a\n,ἐάν,conjunction,u(ma=s,σύ,pronoun,a)dikei=n,ἀδικέω,verb,e)pixeirh=|,ἐπιχειρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ou)k,οὐ,adverb,e)gw\,ἐγώ,pronoun,me\n,μέν,particle,ei)=pon,εἶπον,verb,tau=ta,οὗτος,pronoun,u(mi=n,σύ,pronoun,d',δέ,particle,ou)k,οὐ,adverb,e)do/koun,δοκέω,verb,o)rqw=s,ὀρθός,adjective,le/gein,λέγω,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,u(mi=n,σύ,pronoun,h)/reske,ἀρέσκω,verb,tau=ta,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ko/louqos,ἀκόλουθος,adjective,toi/nun,τοίνυν,particle,o(,ὁ,article,nu=n,νῦν,adverb,lo/gos,λόγος,noun,e)sti/,εἰμί,verb,moi,ἐγώ,pronoun,tw=|,ὁ,article,to/te,τότε,adverb,r(hqe/nti,ἐρῶ,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,ga/r,γάρ,particle,ei),εἰ,conjunction,basileu\s,βασιλεύς,noun,par',παρά,preposition,au(to\n,ἑαυτοῦ,pronoun,o)/nta,εἰμί,verb,me,ἐγώ,pronoun,su/mboulon,σύμβουλος,noun,poioi=to,ποιέω,verb,tau)/t',ταυτός,adjective,a)\n,ἄν,particle,au)tw=|,αὐτός,pronoun,paraine/saim',παραινέω,verb,a(/per,ὅς,pronoun,u(mi=n,σύ,pronoun,u(pe\r,ὑπέρ,preposition,me\n,μέν,particle,tw=n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,polemei=n,πολεμέω,verb,e)a/n,ἐάν,conjunction,tis,τις,pronoun,e)nantiw=tai,ἐναντιόομαι,verb,tw=n,ὁ,article,*(ellh/nwn,Ἕλλην,proper,w(=n,ὅς,pronoun,de\,δέ,particle,mhde\n,μηδείς,pronoun,au)tw=|,αὐτός,pronoun,prosh/kei,προσήκω,verb,tou/twn,οὗτος,pronoun,mhd',μηδέ,particle,a)ntipoiei=sqai,ἀντιποιέω,verb,th\n,ὁ,article,a)rxh/n,ἀρχή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,me\n,μέν,particle,ou)=n,οὖν,particle,o(/lws,ὅλος,adjective,e)gnw/kat',γιγνώσκω,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,*)aqhnai=oi,Ἀθηναῖος,proper,o(/swn,ὅσος,adjective,a)\n,ἄν,particle,basileu\s,βασιλεύς,noun,e)gkrath\s,ἐγκρατής,adjective,ge/nhtai,γίγνομαι,verb,fqa/sas,φθάνω,verb,h)\,ἠέ,conjunction,parakrousa/meno/s,παρακρούω,verb,tinas,τις,pronoun,tw=n,ὁ,article,e)n,ἐν,preposition,tai=s,ὁ,article,po/lesi,πόλις,adjective,paraxwrei=n,παραχωρέω,verb,ou),οὐ,adverb,kalw=s,καλός,noun,e)gnw/kate,γιγνώσκω,verb,w(s,ὡς,conjunction,e)gw\,ἐγώ,pronoun,kri/nw,κρίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',δέ,particle,u(pe\r,ὑπέρ,preposition,tw=n,ὁ,article,dikai/wn,δίκαιος,adjective,kai\,καί,conjunction,polemei=n,πολεμέω,verb,a)\n,ἄν,particle,tou/tou,οὗτος,pronoun,de/h|,δέομαι,verb,kai\,καί,conjunction,pa/sxein,πάσχω,verb,o(tiou=n,ὁτιοῦν,adverb,oi)/esqe,οἴομαι,verb,xrh=nai,χρή,verb,prw=ton,πρότερος,adjective,me\n,μέν,particle,u(mi=n,σύ,pronoun,h(=tton,ἥσσων,adverb,deh/sei,δέησις,noun,tou/twn,οὗτος,pronoun,o(/sw|,ὅσος,adjective,a)\n,ἄν,particle,ma=llon,μᾶλλον,adverb,e)gnwko/tes,γιγνώσκω,verb,h)=te,εἰμί,verb,tau=ta,οὗτος,pronoun,e)/peiq',ἔπειτα,adverb,a(\,ὅς,pronoun,prosh/kei,προσήκω,verb,fronei=n,φρονέω,verb,do/cete,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,ὅστις,pronoun,d',δέ,particle,ou)de\n,οὐδείς,pronoun,kaino\n,καινός,adjective,ou)/t',οὔτε,adverb,e)gw\,ἐγώ,pronoun,le/gw,λέγω,verb,nu=n,νῦν,adverb,keleu/wn,κελεύω,verb,*(rodi/ous,,,e)leuqerou=n,ἐλευθερόω,verb,ou)/q',οὔτε,adverb,u(mei=s,σύ,pronoun,a)\n,ἄν,particle,peisqh=te/,πείθω,verb,moi,ἐγώ,pronoun,poih/sete,ποιέω,verb,tw=n,ὁ,article,gegenhme/nwn,γίγνομαι,verb,u(ma=s,σύ,pronoun,ti,τις,pronoun,kai\,καί,conjunction,sunenhnoxo/twn,συμφέρω,verb,u(pomnh/sw,ὑπομιμνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(mei=s,σύ,pronoun,e)cepe/myate,ἐκπέμπω,verb,*timo/qeo/n,Τιμόθεος,proper,pot',ποτέ,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,*)aqhnai=oi,Ἀθηναῖος,proper,bohqh/sont',βοάω,verb,*)ariobarza/nh|,Ἀριοβαρζάνης,proper,prosgra/yantes,προσγράφω,verb,tw=|,ὁ,article,yhfi/smati,ψήφισμα,noun,mh\,μή,conjunction,lu/onta,λύω,verb,ta\s,ὁ,article,sponda\s,σπονδή,noun,ta\s,ὁ,article,pro\s,πρός,preposition,to\n,ὁ,article,basile/a,βασιλεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
