word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS
i)dei=n,εἶδον,verb,me/n,μέν,particle,ge,γε,particle,ka/llistos,καλός,noun,kai\,καί,conjunction,me/gistos,μέγας,adverb,kai\,καί,conjunction,telew/tatos,τέλειος,adjective,tw=n,ὁ,article,e)n,ἐν,preposition,th=|,ὁ,article,h(liki/a|,ἡλικία,noun,kai\,καί,conjunction,plei=ston,πλεῖστος,adjective,h(donh=s,ἡδονά,noun,tw=|,ὁ,article,qewme/nw|,θεάομαι,verb,prosba/llwn,προσδαίω,verb,to\n,ὁ,article,de\,δέ,particle,tro/pon,τρόπος,noun,kosmiw/tatos,κόσμιος,adjective,kai\,καί,conjunction,e)leuqeriw/tatos,ἐλευθέριος,adjective,megaloprepei/a|,μεγαλοπρέπεια,noun,met',μετά,preposition,a)felei/as,ἀφέλεια,noun,e)mpre/pwn,ἐμπρέπω,verb,w(/st',ὥστε,conjunction,ou)k,οὐ,adverb,h)=n,εἰμί,verb,ei)ka/sai,εἰκάζω,verb,po/teron,πότερος,adjective,pai=s,πᾶς,adjective,e)stin,εἰμί,verb,h)\,ἠέ,conjunction,neani/as,νεανίης,noun,h)\,ἠέ,conjunction,presbu/ths,πρεσβύτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,a)poi/hton,ἀποίητος,adjective,paido\s,παῖς,adjective,h(,ὁ,article,de\,δέ,particle,a)kmh\,ἀκμή,noun,neani/ou,νεανίης,noun,fro/nhsis,φρόνησις,noun,de\,δέ,particle,presbu/tou,πρεσβύτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,εἰμί,verb,d',δέ,particle,a)gasqh=nai,ἄγαμαι,verb,th=s,ὁ,article,me\n,μέν,particle,sune/sews,σύνεσις,noun,to\,ὁ,article,mhdamh=,μηδαμῆ,adverb,qrasu\,θρασύς,adjective,mhde\,μηδέ,particle,i)tamo\n,ἰταμός,adjective,mhde\,μηδέ,particle,au)/qades,,,a)ll',ἀλλά,adverb,e)n,ἐν,preposition,sxolai/w|,σχολαῖος,adjective,tw=|,ὁ,article,h)/qei,ἦθος,adjective,to\,ὁ,article,a)gxi/noun,ἀγχίνοος,adjective,ei)=nai,εἰμί,verb,th=s,ὁ,article,d',δέ,particle,au)=,αὖ,interjection,swfrosu/nhs,σωφροσύνη,noun,to\,ὁ,article,mhdamh=,μηδαμῆ,adverb,nwqro\n,νωθρός,adjective,mhde\,μηδέ,particle,u(/ption,ὕπτιος,adjective,mhde\,μηδέ,particle,narkw=des,ναρκώδης,adverb,a)ll',ἀλλά,adverb,w(/sper,ὥσπερ,adverb,w(/ras,ὥρα,adjective,h)rinh=s,ἠρινός,adjective,eu)=,εὖ,adverb,kekrame/nhs,κεράννυμι,verb,e)c,ἐκ,preposition,i)/sou,ἴσος,adjective,th\n,ὁ,article,o)cu/thta,ὀξύτης,noun,th=|,ὁ,article,prao/thti,πραότης,noun,kaqesta/nai,καθίστημι,verb,kai\,καί,conjunction,mh/te,μήτε,particle,th\n,ὁ,article,swfrosu/nhn,σωφροσύνη,noun,mh/te,μήτε,particle,th\n,ὁ,article,xa/rin,χάρις,noun,ei)s,εἰς,preposition,a)/llhla,ἀλλήλων,pronoun,bla/ptesqai,βλάπτω,verb
o(/s,ὅς,pronoun,ge,γε,particle,th=s,ὁ,article,me\n,μέν,particle,mhtro\s,μήτηρ,noun,ou(/tws,οὕτως,adverb,ei)/xeto,ἔχω,verb,w(/sper,ὥσπερ,adverb,oi(,ὁ,article,pro\s,πρός,preposition,tw=|,ὁ,article,mastw=|,μαστός,noun,pai=des,παῖς,adjective,to\n,ὁ,article,de\,δέ,particle,a)delfo\n,ἀδελφός,adjective,w(s,ὡς,conjunction,pai=da,παῖς,adjective,h)spa/zeto,ἀσπάζομαι,verb,tw=n,ὁ,article,de\,δέ,particle,maqhma/twn,μάθημα,noun,ou(/tws,οὕτως,adverb,ei)/xeto,ἔχω,verb,w(/sper,ὥσπερ,adverb,ou)k,οὐ,adverb,e)co\n,ἔξεστι,verb,a)/llws,ἄλλως,adverb,au)to\n,αὐτός,pronoun,zh=n,ζάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(\,ὅς,pronoun,d',δέ,particle,h)/kouse,ἀκούω,verb,paraxrh=ma,παραχρῆμα,adverb,h)pi/stato,ἐπίσταμαι,verb,i)dw\n,εἶδον,verb,d',δέ,particle,eu)qu\s,εὐθύς,adverb,a)\n,ἄν,particle,e)/gnw,γιγνώσκω,verb,poi=o/s,ποῖος,adjective,tis,τις,pronoun,a)nh\r,ἀνήρ,noun,kai\,καί,conjunction,po/teron,πότερος,adjective,a)spa/zesqai,ἀσπάζομαι,verb,xrh\,χρή,verb,h)\,ἠέ,conjunction,fula/ttesqai,φυλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nomi/sas,νομίζω,verb,d',δέ,particle,eu)=,εὖ,adverb,e)/xein,ἔχω,verb,to\,ὁ,article,*(omhriko\n,Ὁμηρικός,adjective,to\,ὁ,article,ou)k,οὐ,adverb,a)gaqo\n,ἀγαθός,adjective,polukoirani/h,πολυκοιρανία,noun,kai\,καί,conjunction,tou\s,ὁ,article,didaska/lous,διδάσκαλος,noun,tou\s,ὁ,article,pollou\s,πολύς,adjective,ei)s,εἰς,preposition,a)maqi/an,ἀμαθία,noun,ma=llon,μᾶλλον,adverb,fe/rein,φέρω,verb,proei/leto,προαιρέω,verb,me\n,μέν,particle,dida/skalon,διδάσκαλος,noun,e)c,ἐκ,preposition,a(pa/ntwn,ἅπας,adjective,o(/ntina,ὅστις,pronoun,dh\,δή,particle,kai\,καί,conjunction,proei/leto,προαιρέω,verb,ou),οὐ,adverb,ga\r,γάρ,particle,e)/moige,ἐγώ,pronoun,eu)prepe/stato/n,εὐπρεπής,adverb,e)sti,εἰμί,verb,le/gein,λέγω,verb,tou/tw|,οὗτος,pronoun,d',δέ,particle,ou(/tws,οὕτως,adverb,prose/keito,πρόσκειμαι,verb,w(/ste,ὥστε,conjunction,a(/panta,ἅπας,adjective,pra/ttwn,πράσσω,verb,o(/sa,ὅσος,adjective,to\n,ὁ,article,filomaqe/staton,φιλομαθής,adverb,kai\,καί,conjunction,filostorgo/taton,φιλόστοργος,adjective,prosh=ken,προσήκω,verb,ou)depw/pote,οὐδεπώποτε,adverb,e)/docen,δοκέω,verb,e(autw=|,ἑαυτοῦ,pronoun,th=s,ὁ,article,a)ci/as,ἄξιος,adjective,e)ggu\s,ἐγγύς,adverb,ei)=nai,εἰμί,verb,,,
kai\,καί,conjunction,sunw\n,σύνειμι,verb,me/n,μέν,particle,ge,γε,particle,ou(/tws,οὕτως,adverb,e)/xairen,χαίρω,verb,w(s,ὡς,conjunction,mo/non,μόνος,adjective,tou=ton,οὗτος,pronoun,biw/simon,βιώσιμος,adjective,o)/nta,εἰμί,verb,au(tw=|,ἑαυτοῦ,pronoun,tou=,ὁ,article,bi/ou,βίος,adjective,to\n,ὁ,article,xro/non,χρόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de/,δέ,particle,ti,τις,pronoun,kwlu/seien,κωλύω,verb,h)nia=to,ἀνιάομαι,verb,me\n,μέν,particle,h)|tia=to,αἰτιάομαι,verb,d',δέ,particle,ou)depw/pote,οὐδεπώποτε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)krow/menos,ἀκροάομαι,verb,toi/nun,τοίνυν,particle,ou(/tws,οὕτως,adverb,sfo/dra,σφόδρα,adverb,tw=n,ὁ,article,lo/gwn,λόγος,noun,h)=n,εἰμί,verb,w(/st',ὥστε,conjunction,ou)k,οὐ,adverb,e)sxo/lazen,σχολάζω,verb,e)painei=n,ἐπαινέω,verb,a)ll',ἀλλά,adverb,w(/sper,ὥσπερ,adverb,oi(,ἕ,pronoun,diyw=ntes,διψάω,verb,siwph=|,σιωπή,noun,pi/nousin,πίνω,verb,ou(/tws,οὕτως,adverb,e)kei/nw|,ἐκεῖνος,pronoun,h)/rkei,ἀρκέω,verb,de/xesqai,δέχομαι,verb,ta\,ὁ,article,lego/mena,λέγω,verb,tw=|,ὁ,article,sxh/mati,σχῆμα,noun,kai\,καί,conjunction,tw=|,ὁ,article,neu/mati,νεῦμα,noun,kai\,καί,conjunction,th=|,ὁ,article,faidro/thti,φαιδρότης,noun,th\n,ὁ,article,xara\n,χαρά,noun,e)mfani/zonti,ἐμφανίζω,verb,h(\n,ὅς,pronoun,e)pi\,ἐπί,preposition,toi=s,ὁ,article,lo/gois,λόγος,noun,ei)=xen,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ei\,ἀεί,adverb,d',δέ,particle,a)\n,ἄν,particle,eu(=res,εὑρίσκω,verb,au)to\n,αὐτός,pronoun,h)\,ἠέ,conjunction,bibli/on,βιβλίον,noun,metaxeirizo/menon,μεταχειρίζομαι,verb,h)\,ἠέ,conjunction,lo/gous,λόγος,noun,poiou=nta,ποιέω,verb,h)\,ἠέ,conjunction,th\n,ὁ,article,mhte/ra,μήτηρ,noun,eu)frai/nonta,εὐφραίνω,verb,oi(=s,ὅς,pronoun,dihgei=to,διηγέομαι,verb,h)\,ἠέ,conjunction,oi(=s,ὅς,pronoun,e)pedei/knuto,ἐπιδείκνυμι,verb,pa/ntws,πάντως,adverb,d',δέ,particle,e)n,ἐν,preposition,tou/tw|,οὗτος,pronoun,tw=|,ὁ,article,sxh/mati,σχῆμα,noun,pa=n,πᾶς,adjective,pra/ttonta,πράσσω,verb,o(\,ὅς,pronoun,kai\,καί,conjunction,grafh=|,γραφεύς,noun,mimh/sasqai,μιμέομαι,verb,ka/lliston,καλός,noun,h)=n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(\,ὅς,pronoun,de\,δέ,particle,toi=s,ὁ,article,e)ntau=qa,ἐνταῦθα,adverb,h(/kousin,ἥκω,verb,h(liki/as,ἡλικία,noun,e)f',ἐπί,preposition,h(me/ra|,ἡμέρα,noun,kai\,καί,conjunction,nukti\,νύξ,adjective,e(ka/sth|,ἕκαστος,adjective,pai/zetai,παίω,verb,tau=t',οὗτος,pronoun,e)kei/nw|,ἐκεῖνος,pronoun,kaqa/per,καθά,adverb,mu=qoi/,μῦθος,noun,tines,τις,pronoun,h)=san,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,gunaikw=n,γυνή,noun,me\n,μέν,particle,mi/a,εἷς,adjective,su/ssitos,σύσσιτος,noun,h)=n,εἰμί,verb,h(,ὁ,article,mh/thr,μήτηρ,noun,pai/dwn,παῖς,adjective,de\,δέ,particle,ei(=s,εἷς,adjective,a)delfo\s,ἀδελφός,adjective,fi/loi,φίλος,adjective,de\,δέ,particle,oi(,ὁ,article,tau)ta\,ταυτός,adjective,proh|rhme/noi,προαιρέω,verb,kai\,καί,conjunction,kata\,κατά,preposition,tou\s,ὁ,article,au)tou\s,αὐτός,pronoun,sunio/ntes,σύνειμι,verb,lo/gous,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,e)/prepe,πρέπω,verb,kai\,καί,conjunction,dia\,διά,preposition,pa/ntwn,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/galma,ἄγαλμα,noun,d',δέ,particle,a)/n,ἄν,particle,tis,τις,pronoun,e)/fhse,φημί,verb,th=s,ὁ,article,*ai)dou=s,αἰδώς,adjective,au)to\n,αὐτός,pronoun,ei)=nai,εἰμί,verb,w(=|,ὅς,pronoun,ge,γε,particle,ta\,τίς,pronoun,me\n,μέν,particle,polla\,πολύς,adjective,siwpa=n,σιωπάω,verb,e)ch/rkei,ἐξαίρω,verb,ei),εἰ,conjunction,de/,δέ,particle,ti,τις,pronoun,fqe/ggoito,φθέγγομαι,verb,e)/dei,δέω,verb,fle/gesqai,φλέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/koun,οὔκουν,adverb,a)/llws,ἄλλως,adverb,g',γε,particle,a)\n,ἄν,particle,h)/kousas,ἀκούω,verb,au)tou=,αὐτός,pronoun,fwnh\n,φωνή,noun,a)lla\,ἀλλά,adverb,xrh=n,χράω,verb,h)\,ἠέ,conjunction,e)ruqria/santa,ἐρυθριάω,verb,ei)pei=n,εἶπον,verb,h)\,ἠέ,conjunction,ei)po/nta,εἶπον,verb,e)ruqria=n,ἐρυθρίας,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tws,οὕτως,adverb,a)qe/atos,ἀθέατος,adjective,kai\,καί,conjunction,a)nh/koos,ἀνήκοος,adjective,kai\,καί,conjunction,a)/peiros,ἄπειρος,adjective,a(pa/ntwn,ἅπας,adjective,tw=n,ὁ,article,ai)sxi/stwn,αἰσχρός,adjective,diebi/w,διαβιόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lo/gous,λόγος,noun,de\,δέ,particle,kai\,καί,conjunction,paidei/an,παιδεία,noun,ei)=de,εἶδον,verb,mo/na,μόνος,adjective,o(\s,ὅς,pronoun,kai\,καί,conjunction,teleutw=n,τελευτάω,verb,ei)s,εἰς,preposition,tau=ta,οὗτος,pronoun,e)teleu/thsen,τελευτάω,verb,panhguriko\n,πανηγυρικός,adjective,kai\,καί,conjunction,mele/tas,μελέτη,noun,bow=n,βόα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,pa/nta,πᾶς,adjective,su\,σύ,pronoun,ka/lliste,καλός,noun,pai/dwn,παῖς,adjective,w)=,ὦ,interjection,th=s,ὁ,article,me\n,μέν,particle,proshkou/shs,προσήκω,verb,h(liki/as,ἡλικία,noun,ou)k,οὐ,adverb,e)pilabo/menos,ἐπιλαμβάνω,verb,th=s,ὁ,article,d',δέ,particle,u(parxou/shs,ὑπάρχω,verb,semno/teros,σεμνός,adjective,kai\,καί,conjunction,presbu/teros,πρέσβυς,noun,fanei\s,φαίνω,verb,se\,σύ,pronoun,poqou=si,ποθέω,verb,me\n,μέν,particle,h(likiwtw=n,ἡλικιώτης,noun,xoroi\,χορός,noun,poqou=si,ποθέω,verb,de\,δέ,particle,presbu/teroi,πρέσβυς,noun,poqei=,ποθέω,verb,de\,δέ,particle,h(,ὁ,article,ta\,ὁ,article,me/gista,μέγας,adverb,e)pi\,ἐπί,preposition,soi\,σύ,pronoun,po/lis,πόλις,adjective,e)lpi/sasa,ἐλπίζω,verb,h(\n,ὅς,pronoun,su\,σύ,pronoun,prw/hn,πρώην,adverb,prw=ta,πρότερος,adjective,dh\,δή,particle,kai\,καί,conjunction,teleutai=a,τελευταῖος,adjective,eu)/franas,εὐφραίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhtri\,μήτηρ,noun,de\,δέ,particle,poi=ai,πόα,noun,nu/ktes,νύξ,adjective,h)\,ἠέ,conjunction,ti/nes,τίς,pronoun,h(me/rai,ἡμέρα,noun,loipo\n,λοιπός,adjective,h(\,ὅς,pronoun,pri\n,πρίν,adverb,me\n,μέν,particle,w(s,ὡς,conjunction,kalli/pais,καλλίπαις,noun,h)/|deto,ἀείδω,verb,nu=n,νῦν,adverb,d',δέ,particle,e)celh/legktai,ἐξελέγχω,verb,w(s,ὡς,conjunction,dustokh/sasa,δυστοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,ku/kloi,κύκλος,noun,me\n,μέν,particle,o)fqalmw=n,ὀφθαλμός,noun,e)kei/nwn,ἐκεῖνος,pronoun,kekleime/noi,κλείω,verb,to\n,ὁ,article,a(/panta,ἅπας,adjective,h)/dh,ἤδη,adverb,xro/non,χρόνος,noun,kefalh\,κεφαλή,noun,de\,δέ,particle,h(,ὁ,article,pro/teron,πρότερος,adjective,xariesta/th,χαρίεις,adjective,nu=n,νῦν,adverb,e)n,ἐν,preposition,ko/nei,κόνις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xei=res,χείρ,noun,de\,δέ,particle,a)fanei=s,ἀφανής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,po/des,πούς,noun,oi(=on,οἷος,adjective,fe/rontes,φέρω,verb,to\n,ὁ,article,despo/thn,δεσπότης,adjective,u(pedw/kate,ὑποδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,numfi/ou,νυμφίος,noun,t',τε,particle,e)leino/teros,ἐλεεινός,adjective,a)/rti,ἄρτι,adverb,kaome/nou,καίω,verb,kai\,καί,conjunction,stefa/nois,στέφανος,noun,ma=llon,μᾶλλον,adverb,pre/pwn,πρέπω,verb,h)\,ἠέ,conjunction,qrh/nois,θρῆνος,noun,oi(/an,οἷος,adjective,e)n,ἐν,preposition,w(/ra|,ὥρα,adjective,th\n,ὁ,article,a)wri/an,ἀωρία,noun,e)ki/nhsas,κινέω,verb,w(s,ὡς,conjunction,pri\n,πρίν,adverb,u(me/naion,ὑμέναιος,noun,a)|sqh=nai/,ἀείδω,verb,soi,σύ,pronoun,kairo\n,καιρός,noun,ei)=nai,εἰμί,verb,tou\s,ὁ,article,qrh/nous,θρῆνος,noun,a(|dein,,,kate/laben,καταλαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,sxh=ma,σχῆμα,noun,ka/lliston,καλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,fqe/gma,φθέγμα,adjective,koino\n,κοινός,adjective,toi=s,ὁ,article,*(/ellhsin,Ἕλλην,proper,au)cano/menon,αὐξάνω,verb,oi)/xei,οἴχομαι,verb,dh\,δή,particle,prooimiasa/menos,προοιμιάζομαι,verb,tosou=ton,τοσοῦτος,adjective,eu)fra/nas,εὐφραίνω,verb,o(/son,ὅσος,adjective,luph=sai,λυπέω,verb,meizo/nws,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pe/rxetai/,ἐπέρχομαι,verb,moi,ἐγώ,pronoun,to\,ὁ,article,tou=,ὁ,article,*pinda/rou,Πίνδαρος,proper,prosqei=nai,προστίθημι,verb,*)/astra,ἄστρον,noun,te,τε,particle,kai\,καί,conjunction,potamoi\,ποταμός,noun,kai\,καί,conjunction,ku/mata,κῦμα,noun,po/ntou,πόντος,noun,th\n,ὁ,article,a)wri/an,ἀωρία,noun,th\n,ὁ,article,sh\n,σός,adjective,a)nakalei=,ἀνακαλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)\,ὦ,interjection,tou=,ὁ,article,deute/rou,δεύτερος,adjective,ptw/matos,πτῶμα,noun,oi(=os,οἷος,adjective,e)f',ἐπί,preposition,oi(/w|,οἷος,adjective,tw=|,ὁ,article,ne/w|,νέος,adjective,kei=sai,κεῖμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)\,ὦ,interjection,th=s,ὁ,article,e)piqh/khs,ἐπιθήκη,noun,oi(=on,οἷος,adjective,au)=,αὖ,interjection,to\,ὁ,article,deu/teron,δεύτερος,adjective,h(mi=n,ἐγώ,pronoun,e)/seisen,εἰσίζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
