word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/13/lemma/@_entry,word/13/lemma/@_POS,word/20/lemma/@_entry,word/20/lemma/@_POS,word/36/lemma/@_entry,word/36/lemma/@_POS,word/38/lemma/@_entry,word/38/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/75/lemma/@_entry,word/75/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/125/lemma/@_entry,word/125/lemma/@_POS,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/127/@_form,word/127/lemma/@_entry,word/127/lemma/@_POS,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/120/lemma/@_entry,word/120/lemma/@_POS,word/122/lemma/@_entry,word/122/lemma/@_POS,word/129/@_form,word/129/lemma/@_entry,word/129/lemma/@_POS,word/130/@_form,word/130/lemma/@_entry,word/130/lemma/@_POS,word/131/@_form,word/131/lemma/@_entry,word/131/lemma/@_POS,word/132/@_form,word/132/lemma/@_entry,word/132/lemma/@_POS,word/133/@_form,word/133/lemma/@_entry,word/133/lemma/@_POS,word/134/@_form,word/134/lemma/@_entry,word/134/lemma/@_POS,word/135/@_form,word/135/lemma/@_entry,word/135/lemma/@_POS,word/136/@_form,word/136/lemma/@_entry,word/136/lemma/@_POS,word/137/@_form,word/137/lemma/@_entry,word/137/lemma/@_POS,word/138/@_form,word/138/lemma/@_entry,word/138/lemma/@_POS,word/139/@_form,word/139/lemma/@_entry,word/139/lemma/@_POS,word/140/@_form,word/140/lemma/@_entry,word/140/lemma/@_POS,word/141/@_form,word/141/lemma/@_entry,word/141/lemma/@_POS,word/142/@_form,word/142/lemma/@_entry,word/142/lemma/@_POS,word/143/@_form,word/143/lemma/@_entry,word/143/lemma/@_POS,word/144/@_form,word/144/lemma/@_entry,word/144/lemma/@_POS,word/145/@_form,word/145/lemma/@_entry,word/145/lemma/@_POS,word/146/@_form,word/146/lemma/@_entry,word/146/lemma/@_POS,word/147/@_form,word/147/lemma/@_entry,word/147/lemma/@_POS,word/148/@_form,word/148/lemma/@_entry,word/148/lemma/@_POS,word/149/@_form,word/149/lemma/@_entry,word/149/lemma/@_POS
kai\,ga\r,γάρ,particle,perimenei=n,περιμένω,verb,*)itu/khn,,,e)klipo/nta,ἐκλείπω,verb,kai\,καί,conjunction,poliorkoume/nw|,πολιορκέω,verb,meta\,μετά,preposition,stratia=s,στρατία,noun,e)pibohqh/sein,ἐπιβοηθέω,verb,*skhpi/wnos,,,de\,δέ,particle,pro\s,πρός,preposition,a)/kra|,tini\,τις,pronoun,nauloxou=ntos,ναυλοχέω,verb,ou),οὐ,adverb,po/rrw,πρόσω,adverb,th=s,ὁ,article,*)itu/khs,,,e)pi\,toi=s,ὁ,article,au)toi=s,αὐτός,pronoun,karadokou=ntos,καραδοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,ἄκρος,adjective,ἐπί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/docen,ou)=n,οὖν,particle,tw=|,ὁ,article,*ka/twni,,,tou\s,ὁ,article,grammatofo/rous,γραμματοφόρος,noun,e)pisxei=n,ἐπέχω,verb,a)/xri,ἄχρι,adverb,ou(=,ἕ,pronoun,bebaiw/sh|,βεβαιόω,verb,ta\,ὁ,article,para\,παρά,preposition,tw=n,ὁ,article,triakosi/wn,oi(,ἕ,pronoun,me\n,μέν,particle,ga\r,γάρ,particle,a)po\,ἀπό,preposition,boulh=s,βουλεύς,noun,h)=san,εἰμί,verb,pro/qumoi,kai\,καί,conjunction,tou\s,ὁ,article,oi)ke/tas,οἰκέτης,noun,eu)qu\s,εὐθύς,adverb,a)fie/ntes,ἀφίημι,verb,e)leuqe/rous,ἐλεύθερος,adjective,w(/plizon,ὁπλίζω,verb,tw=n,ὁ,article,de\,δέ,particle,triakosi/wn,τριακόσιοι,adjective,a(/te,ἅτε,adverb,dh\,δή,particle,plwtikw=n,πλωτικός,adjective,kai\,καί,conjunction,daneistikw=n,δανειστικός,adjective,a)nqrw/pwn,kai\,καί,conjunction,to\,plei=ston,πλεῖστος,adjective,δοκέω,verb,τριακόσιοι,adjective,πρόθυμος,adjective,ἄνθρωπος,noun,ὁ,article,e)n,ἐν,preposition,toi=s,ὁ,article,oi)ke/tais,οἰκέτης,noun,th=s,ὁ,article,ou)si/as,οὐσία,adjective,e)xo/ntwn,ἔχω,verb,ou),οὐ,adverb,polu\n,πολύς,adjective,oi(,ὁ,article,*ka/twnos,,,lo/goi,λόγος,noun,xro/non,χρόνος,noun,e)mmei/nantes,ἐμμένω,verb,e)cerru/hsan,ἐκρέω,verb,kaqa/per,καθά,adverb,ga\r,γάρ,particle,tw=n,ὁ,article,swma/twn,σῶμα,adjective,ta\,ὁ,article,mana\,μανός,adjective,de/xetai,δέχομαι,verb,r(a|di/ws,ῥᾴδιος,adjective,th\n,ὁ,article,qermo/thta,θερμότης,noun,kai\,καί,conjunction,pa/lin,πάλιν,adverb,meqi/hsi,μεθίημι,verb,tou=,ὁ,article,puro\s,πῦρ,noun,a)paxqe/ntos,ἀπάγω,verb,yuxou/mena,ψυχόω,verb,paraplhsi/ws,παραπλήσιος,adjective,e)kei/nous,ἐκεῖνος,pronoun,o(,ὁ,article,me\n,μέν,particle,*ka/twn,o(rw/menos,ὁράω,verb,a)nezwpu/rei,ἀναζωπυρέω,verb,kai\,καί,conjunction,dieqe/rmainen,διαθερμαίνω,verb,au)tou\s,αὐτός,pronoun,de\,δέ,particle,e(autoi=s,ἑαυτοῦ,pronoun,lo/gon,λόγος,noun,dido/ntas,δίδωμι,verb,o(,ὁ,article,*kai/saros,Καῖσαρ,proper,fo/bos,φόβος,noun,e)ce/krouse,ἐκκρούω,verb,th=s,ὁ,article,pro\s,πρός,preposition,*ka/twna,,,kai\,καί,conjunction,to\,ὁ,article,kalo\n,καλός,noun,ai)dou=s,αἰδώ,noun,κάτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/nes,ga\r,γάρ,particle,e)/fasan,φημί,verb,o)/ntes,εἰμί,verb,ti/ni,τίς,pronoun,to\,ὁ,article,prostasso/menon,προσστάζω,verb,poiei=n,ποιέω,verb,a)paciou=men,ἀπαξιόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)xi\,*kai=sar,Καῖσαρ,proper,me\n,μέν,particle,ou(=tos,οὗτος,pronoun,ei)s,εἰς,preposition,o(\n,ὅς,pronoun,h(,ὁ,article,*(rwmai/wn,,,a(/pasa,ἅπας,adjective,perie/sthken,περιίστημι,verb,i)sxu/s,ἰσχύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mw=n,de\,δέ,particle,*skhpi/wn,,,ou)dei\s,οὐδείς,pronoun,ou)de\,οὐδέ,particle,*pomph/i+os,Πομπήιος,proper,ou)de\,οὐδέ,particle,*ka/twn,κάτος,adjective,a)lla\,ἀλλά,adverb,e)n,ἐν,preposition,oi(=s,ὅς,pronoun,kairoi=s,καιρός,noun,pa/ntes,πᾶς,adjective,a)/nqrwpoi,tapeino/tera,ταπεινός,adjective,tw=n,ὁ,article,proshko/ntwn,προσήκω,verb,dia\,διά,preposition,fo/bon,φόβος,noun,fronou=sin,φρονέω,verb,e)n,tou/tois,οὗτος,pronoun,h(mei=s,ἐγώ,pronoun,u(permaxou=ntes,ὑπερμαχέω,verb,th=s,ὁ,article,*(rwmai/wn,,,e)leuqeri/as,ἐλευθερία,noun,polemou=men,πολεμέω,verb,e)c,ἐκ,preposition,*)itu/khs,,,w(=|,ὅς,pronoun,*ka/twn,κάτος,adjective,meta\,μετά,preposition,*pomphi/+ou,Πομπήιος,proper,*ma/gnou,Μάγνος,proper,feu/gwn,φεύγω,verb,u(fei=to,th=s,ὁ,article,*)itali/as,,,,ἐγώ,pronoun,ἄνθρωπος,noun,ἐν,preposition,ὑφάω,verb,Ἰταλία,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,dou/lous,δοῦλος,noun,e)leuqerou=men,ἐλευθερόω,verb,kata\,κατά,preposition,*kai/saros,Καῖσαρ,proper,oi(=s,ὅς,pronoun,au)toi=s,αὐτός,pronoun,e)leuqeri/as,ἐλευθερία,noun,o(/son,ὅσος,adjective,a)\n,ἄν,particle,e)kei=nos,ἐκεῖνος,pronoun,qe/lh|,ἐθέλω,verb,me/testin,μέτειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',e)/ti,ἔτι,adverb,nu=n,νῦν,adverb,w)=,ὦ,interjection,moxqhroi\,μοχθηρός,adjective,gno/ntes,γιγνώσκω,verb,e(autou\s,ἑαυτοῦ,pronoun,paraitw/meqa,παραιτέομαι,verb,to\n,ὁ,article,kratou=nta,κρατέω,verb,kai\,καί,conjunction,pe/mywmen,πέμπω,verb,tou\s,ὁ,article,dehsome/nous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀλλά,adverb,δέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,oi(,ὁ,article,metriw/tatoi,μέτριος,adjective,tw=n,ὁ,article,triakosi/wn,τριακόσιοι,adjective,parh/|noun,παραινέω,verb,oi(,ὁ,article,de\,δέ,particle,plei=stoi,πλεῖστος,adjective,toi=s,ὁ,article,sugklhtikoi=s,συγκλητικός,adjective,e)pebou/leuon,ἐπιβουλεύω,verb,w(s,ὡς,conjunction,ei),tou/tous,οὗτος,pronoun,sulla/boien,συλλαμβάνω,verb,i(laso/menoi,ἱλάσκομαι,verb,th\n,ὁ,article,pro\s,πρός,preposition,au)tou\s,αὐτός,pronoun,o)rgh\n,tou=,ὁ,article,*kai/saros,Καῖσαρ,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,εἰ,conjunction,ὀργή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de\,*ka/twn,κάτος,adjective,'u(ponow=n,ὑπονοέω,verb,th\n,ὁ,article,metabolh\n,μεταβολή,noun,ou)k,οὐ,adverb,h)/legxe,ἐλέγχω,verb,tw=|,ὁ,article,me/ntoi,μέντοι,particle,*skhpi/wni,,,kai\,καί,conjunction,tw=|,ὁ,article,*)io/ba|,Ἰόβης,proper,gra/yas,a)pe/xesqai,ἀπέχω,verb,th=s,ὁ,article,*)itu/khs,,,a)pisti/a|,ἀπιστία,adjective,*tw=n,ὁ,article,triakosi/wn,τριακόσιοι,adjective,e)ce/pemye,tou\s,ὁ,article,grammatofo/rous,γραμματοφόρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,γράφω,verb,ἐκπέμπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,de\,δέ,particle,i(ppe/wn,ἱππεύς,noun,oi(,ἕ,pronoun,diafugo/ntes,διαφεύγω,verb,a)po\,ἀπό,preposition,th=s,ὁ,article,ma/xhs,μάχη,noun,a)riqmo\s,ἀριθμός,adjective,ou)k,οὐ,adverb,eu)katafro/nhtos,εὐκαταφρόνητος,adjective,prosela/santes,προσελαύνω,verb,th=|,ὁ,article,*)itu/kh|,pe/mpousi,πέμπω,verb,pro\s,πρός,preposition,to\n,ὁ,article,*ka/twna,,,trei=s,τρέω,verb,a)/ndras,ἀνήρ,noun,ou),th\n,ὁ,article,au)th\n,αὐτός,pronoun,gnw/mhn,γνώμη,noun,a)po\,ἀπό,preposition,pa/ntwn,πᾶς,adjective,e)/xontas,ἔχω,verb,oi(,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,a)pie/nai,ἄπειμι,verb,pro\s,πρός,preposition,*)io/ban,Ἰόβης,proper,oi(,ὁ,article,de\,δέ,particle,tw=|,ὁ,article,*ka/twni,prosxwrei=n,προσχωρέω,verb,w(/rmhnto,tou\s,ὁ,article,ὁ,article,,,οὐ,adverb,,,ὁρμάω,verb,de\,δέ,particle,kai\,καί,conjunction,de/os,δέος,noun,ei)=xen,ἔχω,verb,ei)s,εἰς,preposition,*)itu/khn,,,parie/nai,πάρειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
