word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/5/lemma/@_entry,word/5/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/11/lemma/@_entry,word/11/lemma/@_POS,word/14/lemma/@_entry,word/14/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/16/lemma/@_entry,word/16/lemma/@_POS,word/35/lemma/@_entry,word/35/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/79/lemma/@_entry,word/79/lemma/@_POS,word/83/lemma/@_entry,word/83/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/101/lemma/@_entry,word/101/lemma/@_POS,word/107/lemma/@_entry,word/107/lemma/@_POS,word/109/lemma/@_entry,word/109/lemma/@_POS,word/113/lemma/@_entry,word/113/lemma/@_POS,word/115/lemma/@_entry,word/115/lemma/@_POS,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/125/lemma/@_entry,word/125/lemma/@_POS,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/127/@_form,word/127/lemma/@_entry,word/127/lemma/@_POS,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/129/@_form,word/129/lemma/@_entry,word/129/lemma/@_POS,word/130/@_form,word/130/lemma/@_entry,word/130/lemma/@_POS,word/131/@_form,word/131/lemma/@_entry,word/131/lemma/@_POS,word/132/@_form,word/132/lemma/@_entry,word/132/lemma/@_POS,word/133/@_form,word/133/lemma/@_entry,word/133/lemma/@_POS,word/134/@_form,word/134/lemma/@_entry,word/134/lemma/@_POS,word/135/@_form,word/135/lemma/@_entry,word/135/lemma/@_POS,word/136/@_form,word/136/lemma/@_entry,word/136/lemma/@_POS,word/137/@_form,word/137/lemma/@_entry,word/137/lemma/@_POS,word/138/@_form,word/138/lemma/@_entry,word/138/lemma/@_POS,word/139/@_form,word/139/lemma/@_entry,word/139/lemma/@_POS,word/140/@_form,word/140/lemma/@_entry,word/140/lemma/@_POS,word/141/@_form,word/141/lemma/@_entry,word/141/lemma/@_POS,word/142/@_form,word/142/lemma/@_entry,word/142/lemma/@_POS,word/143/@_form,word/143/lemma/@_entry,word/143/lemma/@_POS,word/144/@_form,word/144/lemma/@_entry,word/144/lemma/@_POS,word/145/@_form,word/145/lemma/@_entry,word/145/lemma/@_POS,word/146/@_form,word/146/lemma/@_entry,word/146/lemma/@_POS,word/147/@_form,word/148/@_form,word/148/lemma/@_entry,word/148/lemma/@_POS,word/149/@_form,word/149/lemma/@_entry,word/149/lemma/@_POS,word/150/@_form,word/150/lemma/@_entry,word/150/lemma/@_POS
kai\,καί,conjunction,ei)=pen,εἶπον,verb,*dauid,,,pro\s,πρός,preposition,*iwab,,,kai\,pro\s,πρός,preposition,pa/nta,to\n,ὁ,article,lao\n,λαός,noun,to\n,ὁ,article,met',au)tou=,αὐτός,pronoun,*diarrh/cate,διαρρήγνυμι,verb,ta\,i(ma/tia,ἱμάτιον,adjective,u(mw=n,kai\,καί,conjunction,perizw/sasqe,περιζώννυμαι,verb,καί,conjunction,πᾶς,adjective,μετά,preposition,ὁ,article,sa/kkous,σάκκος,noun,kai\,καί,conjunction,ko/ptesqe,κόπτω,verb,e)/mprosqen,ἔμπροσθεν,adverb,*abennhr,,,kai\,καί,conjunction,o(,ὁ,article,basileu\s,βασιλεύς,noun,*dauid,,,e)poreu/eto,ἐφορεύω,verb,o)pi/sw,ὀπίσω,adverb,th=s,ὁ,article,kli/nhs,κλίνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,qa/ptousin,θάπτω,verb,to\n,ὁ,article,*abennhr,,,ei)s,εἰς,preposition,*xebrwn,kai\,καί,conjunction,h)=ren,o(,ὁ,article,basileu\s,βασιλεύς,noun,th\n,ὁ,article,fwnh\n,au)tou=,αὐτός,pronoun,kai\,καί,conjunction,e)/klausen,e)pi\,ἐπί,preposition,tou=,ta/fou,τάφος,noun,au)tou=,αὐτός,pronoun,,,αἴρω,verb,φωνή,noun,κλαίω,verb,kai\,καί,conjunction,e)/klausen,κλαίω,verb,pa=s,πᾶς,adjective,o(,ὁ,article,lao\s,λαός,noun,e)pi\,ἐπί,preposition,*abennhr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)qrh/nhsen,θρηνέω,verb,o(,ὁ,article,basileu\s,βασιλεύς,noun,e)pi\,ἐπί,preposition,*abennhr,kai\,καί,conjunction,ei)=pen,*ei),εἰ,conjunction,kata\,κατά,preposition,to\n,ὁ,article,qa/naton,*nabal,,,a)poqanei=tai,ἀποθνήσκω,verb,*abennhr,ai(,ὁ,article,xei=re/s,sou,σύ,pronoun,ou)k,οὐ,adverb,,,εἶπον,verb,θάνατος,adjective,,,e)de/qhsan,δέω,verb,oi(,ὁ,article,po/des,πούς,noun,sou,σύ,pronoun,ou)k,οὐ,adverb,e)n,ἐν,preposition,pe/dais,πέδη,noun,ou),οὐ,adverb,prosh/gagen,προσάγω,verb,w(s,ὡς,conjunction,*nabal,,,e)nw/pion,ἐνώπιος,adjective,ui(w=n,υἱός,noun,a)diki/as,ἀδικία,noun,e)/pesas,ἐφέζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,χείρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,sunh/xqh,συνάγω,verb,pa=s,πᾶς,adjective,o(,ὁ,article,lao\s,λαός,noun,tou=,klau=sai,κλαίω,verb,au)to/n,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h)=lqen,ἔρχομαι,verb,pa=s,πᾶς,adjective,o(,ὁ,article,lao\s,λαός,noun,perideipnh=sai,to\n,ὁ,article,*dauid,a)/rtois,ἄρτος,noun,e)/ti,ἔτι,adverb,ou)/shs,εἰμί,verb,h(me/ras,kai\,καί,conjunction,w)/mosen,ὄμνυμι,verb,*dauid,le/gwn,λέγω,verb,*ta/de,poih/sai,ποιέω,verb,moi,ἐγώ,pronoun,περιδειπνέω,verb,,,ἡμέρα,noun,,,o(,ὁ,article,qeo\s,θεός,noun,kai\,καί,conjunction,ta/de,ὅδε,pronoun,prosqei/h,προστίθημι,verb,o(/ti,ὅστις,pronoun,e)a\n,ἐάν,conjunction,mh\,μή,conjunction,du/h|,δύω,verb,o(,ὁ,article,h(/lios,ἥλιος,noun,ou),οὐ,adverb,mh\,μή,conjunction,geu/swmai,γεύω,verb,a)/rtou,ἄρτος,noun,h)\,ἠέ,conjunction,a)po\,panto/s,πᾶς,adjective,tinos,τις,pronoun,,,,,,,,,,,,,,,,,,,ὅδε,pronoun,ἀπό,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)/gnw,γιγνώσκω,verb,pa=s,πᾶς,adjective,o(,ὁ,article,lao/s,λαός,noun,kai\,h)/resen,ἀρέσκω,verb,e)nw/pion,au)tw=n,αὐτός,pronoun,pa/nta,πᾶς,adjective,o(/sa,ὅσος,adjective,e)poi/hsen,o(,ὁ,article,basileu\s,βασιλεύς,noun,e)nw/pion,tou=,ὁ,article,laou=,,,,,,,καί,conjunction,ἐνώπιος,adjective,ποιέω,verb,ἐνώπιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λαός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)/gnw,γιγνώσκω,verb,pa=s,πᾶς,adjective,o(,ὁ,article,lao\s,λαός,noun,kai\,pa=s,πᾶς,adjective,*israhl,e)n,ἐν,preposition,th=|,ὁ,article,h(me/ra|,ἡμέρα,noun,e)kei/nh|,o(/ti,ὅστις,pronoun,ou)k,οὐ,adverb,e)ge/neto,para\,παρά,preposition,tou=,basile/ws,βασιλεύς,noun,qanatw=sai,θανατάω,verb,καί,conjunction,,,ἐκεῖνος,pronoun,γίγνομαι,verb,to\n,ὁ,article,*abennhr,,,ui(o\n,υἱός,noun,*nhr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ei)=pen,εἶπον,verb,o(,ὁ,article,basileu\s,βασιλεύς,noun,pro\s,πρός,preposition,tou\s,pai=das,παῖς,adjective,au)tou=,*ou)k,οὐ,adverb,oi)/date,οἶδα,verb,o(/ti,ὅστις,pronoun,h(gou/menos,me/gas,μέγας,adverb,pe/ptwken,πίπτω,verb,e)n,th=|,ὁ,article,h(me/ra|,tau/th|,οὗτος,pronoun,e)n,ἐν,preposition,ὁ,article,αὐτός,pronoun,ἡγέομαι,verb,ἐν,preposition,tw=|,ὁ,article,*israhl,,,kai\,καί,conjunction,o(/ti,ὅστις,pronoun,e)gw/,ἐγώ,pronoun,ei)mi,εἰμί,verb,sh/meron,σήμερον,adverb,suggenh\s,συγγενής,adverb,kai\,καί,conjunction,kaqestame/nos,καθίστημι,verb,u(po\,ὑπό,preposition,basile/ws,βασιλεύς,noun,oi(,ὁ,article,de\,δέ,particle,a)/ndres,ἀνήρ,noun,ou(=toi,οὗτος,pronoun,ui(oi\,*sarouias,,,sklhro/teroi/,σκληρός,adjective,mou/,ἐγώ,pronoun,ei)sin,εἰμί,verb,a)ntapodw=|,ἀνταποδίδωμι,verb,ku/rios,κῦρος,noun,tw=|,ὁ,article,poiou=nti,ποιέω,verb,ἡμέρα,noun,υἱός,noun,ponhra\,πονηρός,adjective,kata\,κατά,preposition,th\n,ὁ,article,kaki/an,κακία,noun,au)tou=,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,καί,conjunction,h)/kousen,ἀκούω,verb,*memfibosqe,,,ui(o\s,υἱός,noun,*saoul,,,o(/ti,te/qnhken,θνήσκω,verb,*abennhr,e)n,ἐν,preposition,*xebrwn,,,kai\,καί,conjunction,e)celu/qhsan,ai(,ὁ,article,xei=res,χείρ,noun,au)tou=,kai\,καί,conjunction,pa/ntes,oi(,ὁ,article,a)/ndres,ἀνήρ,noun,ὅστις,pronoun,,,ἐκλύω,verb,αὐτός,pronoun,*israhl,,,parei/qhsan,παρίημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,du/o,δύο,adjective,a)/ndres,ἀνήρ,noun,h(gou/menoi,ἡγέομαι,verb,sustremma/twn,σύστρεμμα,noun,tw=|,*memfibosqe,,,ui(w=|,*saoul,,,o)/noma,ὄνομα,adjective,tw=|,ὁ,article,e(ni\,*baana,,,kai\,καί,conjunction,o)/noma,tw=|,ὁ,article,deute/rw|,*rhxab,,,ui(oi\,υἱός,noun,ὁ,article,υἱός,noun,εἷς,adjective,ὄνομα,adjective,*remmwn,,,tou=,ὁ,article,*bhrwqai/ou,,,e)k,ἐκ,preposition,tw=n,ὁ,article,ui(w=n,υἱός,noun,*beniamin,,,o(/ti,ὅστις,pronoun,*bhrwq,,,e)logi/zeto,λογίζομαι,verb,toi=s,ὁ,article,ui(oi=s,υἱός,noun,*beniamin,,,kai\,καί,conjunction,a)pe/drasan,ἀποδιδράσκω,verb,oi(,ὁ,article,*bhrwqai=oi,ei)s,εἰς,preposition,*geqqaim,,,kai\,καί,conjunction,h)=san,εἰμί,verb,e)kei=,ἐκεῖ,adverb,paroikou=ntes,παροικέω,verb,e(/ws,ἕως,conjunction,th=s,ὁ,article,δεύτερος,adjective,,,h(me/ras,ἡμέρα,noun,tau/ths,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tw=|,ὁ,article,*iwnaqan,,,ui(w=|,υἱός,noun,*saoul,,,ui(o\s,peplhgw\s,πλήσσω,verb,tou\s,po/das,πούς,noun,ui(o\s,υἱός,noun,e)tw=n,ἔται,noun,pe/nte,ou(=tos,οὗτος,pronoun,e)n,ἐν,preposition,tw=|,e)lqei=n,ἔρχομαι,verb,th\n,a)ggeli/an,ἀγγελία,noun,*saoul,,,υἱός,noun,ὁ,article,πέντε,adverb,ὁ,article,kai\,καί,conjunction,*iwnaqan,,,tou=,ὁ,article,ui(ou=,υἱός,noun,au)tou=,αὐτός,pronoun,e)c,ἐκ,preposition,*iezrael,,,kai\,καί,conjunction,h)=ren,αἴρω,verb,au)to\n,αὐτός,pronoun,h(,ὁ,article,tiqhno\s,τιθηνός,adjective,au)tou=,αὐτός,pronoun,kai\,καί,conjunction,e)/fugen,φεύγω,verb,kai\,καί,conjunction,e)ge/neto,e)n,ἐν,preposition,tw=|,ὁ,article,speu/dein,σπεύδω,verb,au)th\n,αὐτός,pronoun,kai\,καί,conjunction,a)naxwrei=n,ἀναχωρέω,verb,kai\,καί,conjunction,e)/pesen,ἐφέζομαι,verb,ὁ,article,γίγνομαι,verb,kai\,καί,conjunction,e)xwla/nqh,,,kai\,καί,conjunction,o)/noma,ὄνομα,adjective,au)tw=|,αὐτός,pronoun,*memfibosqe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
