word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS
ta\,ὁ,article,despotw=n,δεσπότης,adjective,ga\r,γάρ,particle,eu)=,εὖ,adverb,peso/nta,πίπτω,verb,qh/somai,τίθημι,verb,tri\s,τρίς,adverb,e(\c,ἕξ,adjective,balou/shs,βάλλω,verb,th=sde/,ὅδε,pronoun,moi,ἐγώ,pronoun,fruktwri/as,φρυκτωρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ge/noito,γίγνομαι,verb,d',δέ,particle,ou)=n,οὖν,particle,molo/ntos,βλώσκω,verb,eu)filh=,εὐφιλής,adjective,xe/ra,χείρ,noun,a)/naktos,ἄναξ,noun,oi)/kwn,οἶκος,noun,th=|de,ὅδε,pronoun,basta/sai,βαστάζω,verb,xeri/,χείρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,d',δέ,particle,a)/lla,ἄλλος,adjective,sigw=,σιγάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bou=s,βοῦς,noun,e)pi\,ἐπί,preposition,glw/ssh|,γλῶσσα,noun,me/gas,μέγας,adverb,be/bhken,βαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)=kos,οἶκος,noun,d',δέ,particle,au)to/s,αὐτός,pronoun,ei),εἰ,conjunction,fqoggh\n,φθογγή,noun,la/boi,λαμβάνω,verb,safe/stat',σαφής,adverb,a)\n,ἄν,particle,le/ceien,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,e(kw\n,ἑκών,adjective,e)gw\,ἐγώ,pronoun,maqou=sin,μανθάνω,verb,au)dw=,αὐδάομαι,verb,kou),οὐ,adverb,maqou=si,μανθάνω,verb,lh/qomai,λανθάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de/katon,δέκατος,adjective,me\n,μέν,particle,e)/tos,ἔτος,noun,to/d',ὅδε,pronoun,e)pei\,ἐπεί,conjunction,*pria/mou,Πρίαμος,proper,me/gas,μέγας,adverb,a)nti/dikos,ἀντίδικος,adjective,*mene/laos,Μενέλαος,proper,a)/nac,ἄναξ,noun,h)d',ἠδέ,conjunction,*)agame/mnwn,Ἀγαμέμνων,proper,diqro/nou,δίθρονος,adjective,*dio/qen,Ζεύς,proper,kai\,καί,conjunction,diskh/ptrou,δίσκηπτρος,adjective,timh=s,τιμή,noun,o)xuro\n,ὀχυρός,adjective,zeu=gos,ζεῦγος,noun,*)atreida=n,Ἀτρείδης,proper,sto/lon,στόλος,noun,*)argei/wn,Ἀργᾶς,proper,xilionau/thn,,,th=sd',ὅδε,pronoun,a)po\,ἀπό,preposition,xw/ras,χώρα,noun,h)=ran,αἴρω,verb,stratiw=tin,στρατιῶτις,noun,a)rwga\n,ἀρωγή,adjective,me/gan,μέγας,adverb,e)k,ἐκ,preposition,qumou=,θυμός,noun,kla/zontes,κλάζω,verb,*)/arh,Ἄρης,proper,tro/pon,τρόπος,noun,ai)gupiw=n,αἰγυπιός,noun,oi(/t',ὅστε,pronoun,e)kpati/ois,ἐκπάτιος,adjective,a)/lgesi,ἄλγος,noun,pai/dwn,παῖς,adjective,u(/patoi,ὕπατος,adjective,lexe/wn,λέχος,noun,strofodinou=ntai,στροφοδινέομαι,verb,pteru/gwn,πτέρυξ,adjective,e)retmoi=sin,ἐρετμόν,noun,e)resso/menoi,ἐρέσσω,verb,demnioth/rh,δεμνιοτήρης,adjective,po/non,πόνος,noun,o)rtali/xwn,ὀρτάλιχος,noun,o)le/santes,ὄλλυμι,verb
u(/patos,ὕπατος,adjective,d',δέ,particle,a)i/wn,ἀίω,verb,h)/,ἠέ,conjunction,tis,τις,pronoun,*)apo/llwn,Ἀπόλλων,proper,h)\,ἠέ,conjunction,*pa\n,Πάν,proper,h)\,ἠέ,conjunction,*zeu\s,Ζεύς,proper,oi)wno/qroon,οἰωνόθροος,adjective,go/on,γόος,noun,o)cubo/an,ὀξυβόας,noun,tw=nde,ὅδε,pronoun,metoi/kwn,μέτοικος,noun,u(stero/poinon,ὑστερόποινος,adjective,pe/mpei,πέμπω,verb,paraba=sin,παραβαίνω,verb,*)erinu/n,Ἐρινύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,d',δέ,particle,*)atre/ws,Ἀτρεύς,proper,pai=das,παῖς,adjective,o(,ὁ,article,krei/sswn,κρείσσων,verb,e)p',ἐπί,preposition,*)aleca/ndrw|,Ἀλέξανδρος,proper,pe/mpei,πέμπω,verb,ce/nios,ξένιος,adjective,*zeu\s,Ζεύς,proper,polua/noros,πολυάνωρ,noun,a)mfi\,ἀμφί,preposition,gunaiko\s,γυνή,noun,polla\,πολύς,adjective,palai/smata,πάλαισμα,noun,kai\,καί,conjunction,guiobarh=,γυιοβαρής,adjective,go/natos,γόνυ,noun,koni/aisin,κόνιος,adjective,e)reidome/nou,ἐρείδω,verb,diaknaiome/nhs,διακναίω,verb,t',τε,particle,e)n,ἐν,preposition,protelei/ois,προτέλειος,adjective,ka/makos,κάμαξ,noun,qh/swn,τίθημι,verb,*danaoi=si,Δαναός,proper,*trwsi/,Τρώς,proper,q',τε,particle,o(moi/ws,ὅμοιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,d',δέ,particle,o(/ph,ὅπη,adverb,nu=n,νῦν,adverb,e)/sti,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
telei=tai,τέλλω,verb,d',δέ,particle,e)s,εἰς,preposition,to\,ὁ,article,peprwme/non,πόρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/q',οὔτε,adverb,u(pokai/wn,ὑποκαίω,verb,ou)/q',οὔτε,adverb,u(polei/bwn,ὑπολείβω,verb,ou)/te,οὔτε,adverb,dakru/wn,δάκρυον,noun,a)pu/rwn,ἄπυρος,adjective,i(erw=n,ἱερά,noun,o)rga\s,ὀργάς,noun,a)tenei=s,ἀτενής,adjective,paraqe/lcei,παραθέλγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mei=s,ἐγώ,pronoun,d',δέ,particle,a)ti/tai,ἀτίτης,adjective,sarki\,σαρκίς,noun,palaia=|,παλαιός,adjective,th=s,ὁ,article,to/t',τότε,adverb,a)rwgh=s,ἀρωγή,adjective,u(poleifqe/ntes,ὑπολείπω,verb,mi/mnomen,μίμνω,verb,i)sxu\n,ἰσχύς,noun,i)so/paida,ἰσόπαις,noun,ne/montes,νέμω,verb,e)pi\,ἐπί,preposition,skh/ptrois,σκῆπτρον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/,ὅς,pronoun,te,τε,particle,ga\r,γάρ,particle,nearo\s,νεαρός,adjective,muelo\s,μυελός,noun,ste/rnwn,στέρνον,noun,e)nto\s,ἐντός,adverb,a)na/|sswn,ἀνᾴσσω,verb,i)so/presbus,ἰσόπρεσβυς,adjective,*)/arhs,Ἄρης,proper,d',δέ,particle,ou)k,οὐ,adverb,e)/ni,ἐν,preposition,xw/ra|,χώρα,noun,to/,ὁ,article,q',τε,particle,u(pe/rghrwn,ὑπέργηρως,adjective,fulla/dos,φυλλάς,noun,h)/dh,ἤδη,adverb,katakarfome/nhs,κατακάρφομαι,verb,tri/podas,τρίπους,adjective,me\n,μέν,particle,o(dou\s,ὁδός,adjective,stei/xei,στείχω,verb,paido\s,παῖς,adjective,d',δέ,particle,ou)de\n,οὐδείς,pronoun,a)rei/wn,ἄρειος,adjective,o)/nar,ὄναρ,noun,h(mero/fanton,ἡμερόφαντος,adjective,a)lai/nei,ἀλαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,de/,δέ,particle,*tunda/rew,Τυνδάρεος,proper,qu/gater,θυγάτηρ,adjective,basi/leia,βασίλειον,noun,*klutaimh/stra,Κλυταιμνήστρα,proper,ti/,τίς,pronoun,xre/os,χρέος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ne/on,νέος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,d',δέ,particle,e)paisqome/nh,ἐπαισθάνομαι,verb,ti/nos,τίς,pronoun,a)ggeli/as,ἀγγελία,noun,peiqoi=,Πειθώ,proper,peri/pempta,περίπεμπτος,adjective,quoskei=s,θυοσκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/ntwn,πᾶς,adjective,de\,δέ,particle,qew=n,θέα,noun,tw=n,ὁ,article,a)stuno/mwn,ἀστυνόμος,noun,u(pa/twn,ὕπατος,adjective,xqoni/wn,χθόνιος,adjective,tw=n,ὁ,article,t',τε,particle,ou)rani/wn,οὐράνιος,adjective,tw=n,ὁ,article,t',τε,particle,a)gorai/wn,ἀγοραῖος,adjective,bwmoi\,βωμός,noun,dw/roisi,δῶρον,noun,fle/gontai,φλέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/llh,ἄλλος,adjective,d',δέ,particle,a)/lloqen,ἄλλοθεν,adverb,ou)ranomh/khs,οὐρανομήκης,adjective,lampa\s,λαμπάς,noun,a)ni/sxei,ἀνίσχω,verb,farmassome/nh,φαρμάσσω,verb,xri/matos,χρῖμα,noun,a(gnou=,ἁγνός,adjective,malakai=s,μαλακός,adjective,a)do/loisi,ἄδολος,adjective,parhgori/ais,παρηγορία,noun,pela/nw|,πέλανος,noun,muxo/qen,μυχόθεν,adverb,basilei/w|,βασίλειον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/twn,οὗτος,pronoun,le/cas',λέγω,verb,o(/,ὅς,pronoun,ti,τις,pronoun,kai\,καί,conjunction,dunato\n,δυνατός,adjective,kai\,καί,conjunction,qe/mis,θέμις,noun,ai)nei=n,αἰνέω,verb,paiw/n,Παιάν,proper,te,τε,particle,genou=,γίγνομαι,verb,th=sde,ὅδε,pronoun,meri/mnhs,μέριμνα,noun,h(\,ὅς,pronoun,nu=n,νῦν,adverb,tote\,τοτέ,adverb,me\n,μέν,particle,kako/frwn,κακόφρων,adverb,tele/qei,τελέθω,verb,tote\,τοτέ,adverb,d',δέ,particle,e)k,ἐκ,preposition,qusiw=n,θυσία,noun,a)ganh\,ἀγανός,adjective,fai/nous',φαίνω,verb,e)lpi\s,ἐλπίς,noun,a)mu/nei,ἀμύνω,verb,fronti/d',φροντίς,noun,a)/plhston,ἄπληστος,adjective,th=s,ὁ,article,qumobo/rou,θυμοβόρος,adjective,fre/na,φρήν,noun,lu/phs,λύπη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
