word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS
tou/twn,οὗτος,pronoun,toi/nun,τοίνυν,particle,ou)de\n,οὐδείς,pronoun,pw/pot',πώποτε,adverb,ou)dei\s,οὐδείς,pronoun,poiei=n,ποιέω,verb,h)ci/wsen,ἀξιόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,a)\n,ἄν,particle,ou)/t',οὔτε,adverb,e)rh/mhn,ἐρῆμος,adjective,w(/sper,ὥσπερ,adverb,e)mou=,ἐγώ,pronoun,nu=n,νῦν,adverb,katedih|th/sasqe,καταδιαιτάω,verb,ou)/te,οὔτε,adverb,ple/on,πλέος,adjective,a)\n,ἄν,particle,h)=n,εἰμί,verb,u(mi=n,σύ,pronoun,sukofantou=sin,συκοφαντέω,verb,ou)de/n,οὐδείς,pronoun,a)ll',ἀλλά,adverb,a)pe/fainen,ἀποφαίνω,verb,a)\n,ἄν,particle,e)kei=nos,ἐκεῖνος,pronoun,ei)dw\s,οἶδα,verb,a)kribw=s,ἀκριβῶς,adverb,o(/pws,ὅπως,conjunction,ei)=xen,ἔχω,verb,e(/kasta,ἕκαστος,adjective,tou/twn,οὗτος,pronoun,kai\,καί,conjunction,tou\s,ὁ,article,r(a|di/ws,ῥᾴδιος,adjective,tou/tous,οὗτος,pronoun,marturou=ntas,μαρτυρέω,verb,e)ch/legxen,ἐξελέγχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nqrw/pou,ἄνθρωπος,noun,d',δέ,particle,oi)=mai,οἴομαι,verb,thlikou/tou,τηλικοῦτος,adjective,kai\,καί,conjunction,a)pei/rou,ἄπειρος,adjective,pragma/twn,πρᾶγμα,noun,a(/pantes,ἅπας,adjective,katapefronh/kate/,καταφρονέω,verb,mou,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)gw\,ἐγώ,pronoun,pro\s,πρός,preposition,a(/pantas,ἅπας,adjective,tou/tous,οὗτος,pronoun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,*)aqhnai=oi,Ἀθηναῖος,proper,ta\s,ὁ,article,au)tw=n,αὐτός,pronoun,pra/ceis,πρᾶξις,adjective,i)sxurota/tas,ἰσχυρός,adjective,marturi/as,μαρτυρία,noun,pare/xomai,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,ti/,τίς,pronoun,ga\r,γάρ,particle,ou)dei\s,οὐδείς,pronoun,ou)/t',οὔτε,adverb,e)pemartu/rat',ἐπιμαρτύρομαι,verb,ou)/t',οὔτε,adverb,e)neka/lesen,ἐγκαλέω,verb,a)ll',ἀλλά,adverb,ou)d',οὐδέ,particle,e)me/myato,μέμφομαι,verb,pw/pote,πώποτε,adverb,a)ll',ἀλλά,adverb,e)ch/rkei,ἐξαίρω,verb,tau=t',οὗτος,pronoun,au)toi=s,αὐτός,pronoun,h)dikhme/nois,ἀδικέω,verb,periora=n,περιοράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,toi/nun,τοίνυν,particle,i(kana\,ἱκανός,adjective,me\n,μέν,particle,h(gou=mai,ἡγέομαι,verb,kai\,καί,conjunction,tau=t',οὗτος,pronoun,ei)=nai,εἰμί,verb,pro\s,πρός,preposition,th\n,ὁ,article,tou/twn,οὗτος,pronoun,a)nai/deian,ἀναίδεια,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(/na,ἵνα,conjunction,d',δέ,particle,ei)dh=t',οἶδα,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,*)aqhnai=oi,Ἀθηναῖος,proper,kai\,καί,conjunction,peri\,περί,preposition,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,w(s,ὡς,conjunction,ou)/q',οὔτε,adverb,o(,ὁ,article,path\r,πατήρ,noun,ou)de\n,οὐδείς,pronoun,h)di/kei,ἀδικέω,verb,perioikodomw=n,περιοικοδομέω,verb,to\,ὁ,article,xwri/on,χωρίον,noun,ou(=toi/,οὗτος,pronoun,te,τε,particle,kateyeusme/noi,καταψεύδομαι,verb,pa/nt',πᾶς,adjective,ei)si\n,εἰμί,verb,h(mw=n,ἐγώ,pronoun,e)/ti,ἔτι,adverb,safe/steron,σαφής,adverb,u(ma=s,σύ,pronoun,peira/somai,πειράω,verb,dida/skein,διδάσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,xwri/on,χωρίον,noun,o(mologei=tai,ὁμολογέω,verb,kai\,καί,conjunction,par',παρά,preposition,au)tw=n,αὐτός,pronoun,tou/twn,οὗτος,pronoun,h(me/teron,ἡμέτερος,adjective,i)/dion,ἴδιος,adjective,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/tou,οὗτος,pronoun,d',δέ,particle,u(pa/rxontos,ὑπάρχω,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,*)aqhnai=oi,Ἀθηναῖος,proper,ma/lista,μάλιστα,adverb,me\n,μέν,particle,h)/|deit',οἶδα,verb,a)\n,ἄν,particle,i)do/ntes,εἶδον,verb,to\,ὁ,article,xwri/on,χωρίον,noun,o(/ti,ὅστις,pronoun,sukofantou=mai,συκοφαντέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dio\,διό,conjunction,kai\,καί,conjunction,toi=s,ὁ,article,ei)do/sin,οἶδα,verb,e)pitre/pein,ἐπιτρέπω,verb,e)boulo/mhn,βούλομαι,verb,e)gw/,ἐγώ,pronoun,toi=s,ὁ,article,i)/sois,ἴσος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)x,οὐ,adverb,ou(=toi,οὗτος,pronoun,kaqa/per,καθά,adverb,nuni\,νυνί,adverb,le/gein,λέγω,verb,e)pixeirou=sin,ἐπιχειρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
