word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS
ou),οὐ,adverb,mh\n,μήν,particle,ou)de\,οὐδέ,particle,paroinh/sas,παροινέω,verb,ou)dei\s,οὐδείς,pronoun,die/fqeiren,διαφθείρω,verb,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gignw/sketo,γιγνώσκω,verb,ga\r,γάρ,particle,a)\n,ἄν,particle,u(po\,ὑπό,preposition,tw=n,ὁ,article,sumpotw=n,συμπότης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,mh\n,μήν,particle,ou)d',οὐδέ,particle,e)k,ἐκ,preposition,loidori/as,λοιδορία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,lta)\ngt,,,a)wri\,ἀωρί,adverb,tw=n,ὁ,article,nuktw=n,νύξ,adjective,ou)d',οὐδέ,particle,e)n,ἐν,preposition,e)rhmi/a|,ἐρημία,noun,e)loidorou=nto,λοιδορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,mh\n,μήν,particle,a)/llou,ἄλλος,adjective,stoxazo/menos,στοχάζομαι,verb,e)/tuxe,τυγχάνω,verb,tou/tou,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,a)\n,ἄν,particle,su\n,σύν,preposition,tw=|,ὁ,article,a)kolou/qw|,ἀκόλουθος,adjective,die/fqeiren,διαφθείρω,verb,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)poluome/nhs,ἀπολύω,verb,de\,δέ,particle,th=s,ὁ,article,u(poyi/as,ὑποψία,noun,a(pa/shs,ἅπας,adjective,au)to\s,αὐτός,pronoun,o(,ὁ,article,qa/natos,θάνατος,adjective,e)c,ἐκ,preposition,e)piboulh=s,ἐπιβουλή,noun,a)poqano/nta,ἀποθνήσκω,verb,mhnu/ei,μηνύω,verb,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)piqe/sqai,ἐπιτίθημι,verb,de\,δέ,particle,ti/na,τίς,pronoun,ma=llon,μᾶλλον,adverb,ei)ko/s,ἔοικα,verb,e)stin,εἰμί,verb,h)\,ἠέ,conjunction,to\n,ὁ,article,mega/la,μέγας,adverb,me\n,μέν,particle,kaka\,κακός,adjective,propeponqo/ta,προπάσχω,verb,e)/ti,ἔτι,adverb,de\,δέ,particle,mei/zona,μέγας,adverb,e)pi/docon,ἐπίδοξος,adjective,o)/nta,εἰμί,verb,pa/sxein,πάσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,d',δέ,particle,o(,ὁ,article,diwko/menos,διώκω,verb,ou(=tos,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,palaiou=,παλαιός,adjective,ga\r,γάρ,particle,e)xqro\s,ἐχθρός,adjective,w)\n,εἰμί,verb,au)tou=,αὐτός,pronoun,polla\s,πολύς,adjective,me\n,μέν,particle,kai\,καί,conjunction,mega/las,μέγας,adverb,grafa\s,γραφή,noun,diw/cas,διώκω,verb,ou)demi/an,οὐδείς,pronoun,ei(=len,αἱρέω,verb,e)/ti,ἔτι,adverb,de\,δέ,particle,mei/zous,μέγας,adverb,kai\,καί,conjunction,plei/ous,πλέως,adjective,diwxqei\s,διώκω,verb,ou)depw/pot',οὐδεπώποτε,adverb,a)pofugw\n,ἀποφεύγω,verb,i(kano\n,ἱκανός,adjective,me/ros,μέρος,noun,tw=n,ὁ,article,o)/ntwn,εἰμί,verb,a)pobe/blhke,ἀποβάλλω,verb,ta\,ὁ,article,d',δέ,particle,a)/gxista,ἄγχιστος,adjective,i(erw=n,ἱερά,noun,kloph=s,κλοπεύς,noun,duoi=n,δύο,adjective,tala/ntoin,τάλαντον,noun,gegramme/nos,γράφω,verb,u(p',ὑπό,preposition,au)tou=,αὐτός,pronoun,suneidw\s,σύνοιδα,verb,me\n,μέν,particle,au(tw=|,ἑαυτοῦ,pronoun,to\,ὁ,article,a)di/khma,ἀδίκημα,noun,e)/mpeiros,ἔμπειρος,adjective,d',δέ,particle,w)\n,εἰμί,verb,th=s,ὁ,article,tou/tou,οὗτος,pronoun,duna/mews,δύναμις,adjective,mnhsikakw=n,μνησικακέω,verb,de\,δέ,particle,tw=n,ὁ,article,e)/mprosqen,ἔμπροσθεν,adverb,ei)ko/tws,ἐοικότως,adverb,me\n,μέν,particle,e)pebou/leusen,ἐπιβουλεύω,verb,ei)ko/tws,ἐοικότως,adverb,d',δέ,particle,a)muno/menos,ἀμύνω,verb,th\n,ὁ,article,e)/xqran,ἔχθρα,noun,a)pe/kteine,ἀποκτείνω,verb,to\n,ὁ,article,a)/ndra,ἀνήρ,noun
h(/,ὅς,pronoun,te,τε,particle,ga\r,γάρ,particle,e)piqumi/a,ἐπιθυμία,noun,th=s,ὁ,article,timwri/as,τιμωρία,noun,a)mnh/mona,ἀμνήμων,adjective,tw=n,ὁ,article,kindu/nwn,κίνδυνος,noun,kaqi/sth,καθίστημι,verb,au)to/n,αὐτός,pronoun,o(/,ὅς,pronoun,te,τε,particle,fo/bos,φόβος,noun,tw=n,ὁ,article,e)piferome/nwn,ἐπιφέρω,verb,kakw=n,κακός,adjective,e)kplh/sswn,ἐκπλήσσω,verb,qermo/teron,θερμός,adjective,e)pixeirei=n,ἐπιχειρέω,verb,e)ph=|ren,ἐπαίρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/lpize/,ἐλπίζω,verb,te,τε,particle,ta/de,ὅδε,pronoun,me\n,μέν,particle,dra/sas,δράω,verb,kai\,καί,conjunction,lh/sein,λανθάνω,verb,a)poktei/nas,ἀποκτείνω,verb,au)to\n,αὐτός,pronoun,kai\,καί,conjunction,a)pofeu/cesqai,ἀποφεύγω,verb,th\n,ὁ,article,grafh/n,γραφή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,ga\r,γάρ,particle,e)pecie/nai,ἐπέξειμι,verb,ou)de/na,οὐδείς,pronoun,a)ll',ἀλλά,adverb,e)rh/mhn,ἐρῆμος,adjective,au)th\n,αὐτός,pronoun,e)/sesqai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/,εἰ,conjunction,te,τε,particle,kai\,καί,conjunction,a(loi/h,ἁλίσκομαι,verb,timwrhsame/nw|,τιμωρέω,verb,ka/llion,κάλλιον,adverb,e)/docen,δοκέω,verb,au)tw=|,αὐτός,pronoun,tau=ta,οὗτος,pronoun,pa/sxein,πάσχω,verb,h)\,ἠέ,conjunction,a)na/ndrws,ἀνάνω,verb,mhde\n,μηδείς,pronoun,a)ntidra/santa,ἀντιδράω,verb,u(po\,ὑπό,preposition,th=s,ὁ,article,grafh=s,γραφεύς,noun,diafqarh=nai,διαφθείρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
safw=s,σαφής,adverb,d',δέ,particle,h)/|dei,οἶδα,verb,a(lwso/menos,ἁλίσκομαι,verb,au)th/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
