ἑστιοῦχος [mask] χθών [mask] [mask] τε [mask] ἔχω πρόσπολος θεά εὐδαιμονέω ἐγώ [mask] τε παῖς ἐμός πόλις τε [mask] [mask] τε Πιτθεύς χθών ἐν ὅς ἐγώ τρέφω ὄλβιος ἐν δῶμα Αἴθρη πατήρ δίδωμι [mask] Πανδίων Αἰγεύς δάμαρ Λοξίας μάντευμα                        
ὅδε γάρ βλέπω ἐπεύχομαι ὅδε γραῦς ὅς λείπω δῶμα Ἀργεῖος [mask] ἱκτήρ θαλλός προσπίτνω ἐμός γόνυ [mask] πάσχω δεινός                     εἰς                       
[mask] ἐγώ ἁμός τε οἰκτείρω κακός καί ὁ θνήσκω [mask] μήτηρ [mask] ὅς γῆρας ἥκω πολιός εἰς ἀπαιδία [mask] δέ τλάω δεῦρο καί ξένος πούς θείνω μόλις γεραιός κινέω μέλη πρέσβευμα [mask] Δημήτηρ εἰς μυστήριον ἀλλά ὡς νεκρός [mask] [mask] ὅς αὐτός χρή ἐκεῖνος θάπτω χείρ [mask] [mask]               
δέ πενία τε εἰσοράω [mask] ὄλβιος πένης [mask] [mask] ὁ πλούσιος ἀποβλέπω ζηλέω ἵνα αὐτός [mask] ἔρος ἔχω τίς τε οἰκτρός [mask] μή δυστυχέω δείδω               σοφός                       
τε ὑμνοποιός αὐτός ὅς τίκτω μέλη χαίρω τίκτω                                ὁ                       
δέ [mask] πάσχω ὅδε οὔτοι δύναμαι [mask] οἴκοθεν γε ἀτάομαι τέρπω ἄν [mask]                           [mask]                       
γάρ [mask] ἔχω                                     οὐδέ                       
οὖν ἄν εἶπον                                     τάχα                       
[mask] χθών [mask] ὁ Ἀθήνη ὅδε [mask] πόνος                                Πελοπίη                       
δίκαιος εἰμί ἀφηγέομαι [mask]                                    ἐγώ                       
μέν ὠμός καί ποικίλλω τρόπος ὁ δέ ἄλλος μικρός ἀσθενής                              Σπάρτη                       
δέ σός μόνος δύναμαι [mask] ὅδε ὑφίστημι πόνος                                πόλις                       
[mask] οἰκτρός γάρ δέρκομαι καί νεανίης [mask] σύ ποιμήν ἐσθλός                              τίς                       
[mask] [mask] πολύς διόλλυμι ἐνδεής στρατηλάτης                                  ἕ                       
ὁ αὐτός [mask] σύ λόγος λέγω Θησεύς διά οἶκτος ὁ ἐμός λαμβάνω τύχη                           [mask]                       
δή ἐπόνησις ἁμιλλάομαι λόγος τοιόσδε                                   ἄλλος                       
γάρ τις ὡς ὁ χείρων πλέως [mask] εἰμί ὁ [mask]                              λέγω                       
δέ οὗτος ἀντίος γνώμη ἔχω πλέως ὁ [mask] ὁ κακός εἰμί βροτός                            ἐγώ                       
μή γάρ εἰμί ὅδε οὐ ἄν εἰμί ἐν φάος                               εἰ                       
δέ ὅς ἐγώ βίοτος ἐκ φύρω καί [mask] θέα διασταθμάομαι πρότερος [mask] ἐντίθημι σύνεσις εἶτα δέ ἄγγελος γλῶσσα [mask] [mask] ὥστε γιγνώσκω ὄψ [mask] τε καρπός ὁ τροφεύς τε ἀπό οὐρανός σταγών ὑδρηλός ὡς τίς γε ἐκ γαῖα [mask] αἰνέω ἄρδις τε νηδύς                    
δέ ὁ [mask] πρόβλημα αἶθρος ἐξαμύνομαι θεός πόντος τε ναυστόλημα ὡς διαλλαγή ἔχω [mask] ὅς [mask] [mask]                       πρός                       
δέ [mask] ἄσημος οὐ σαφής γιγνώσκω εἰς [mask] βλέπω καί κατά σπλάγχνον πτυχή μάντις προσημαίνω οἰωνός τε ἀπό                      ὅς                       
οὐ θρύπτω [mask] κατασκευή βίος [mask] [mask] ὅς [mask] ἀρκέω ὅδε                             ἆρα                       
ὁ [mask] [mask] θεός μέγας σθένω ζητέω ὁ [mask] [mask] ἐν φρήν κτάομαι δοκέω εἰμί δαίμων [mask]                       ἀλλά                       
καί σύ φαίνω δεκάς οὐ σοφός γίγνομαι ὅστις κόρη [mask] θέσφατος Φοῖβος [mask] ξένος [mask] [mask] ὡς ζάω θέα λαμπρός δέ θολερός δῶμα συμμίγνυμι ὁ σός ἑλκόω οἶκος            ὅς                       
γάρ οὐδέ σῶμα [mask] δίκαιος ὁ σοφός συμμίγνυμι εὐδαιμονέω δέ εἰς [mask] [mask] φῖλος                          [mask]                       
γάρ ὁ θεός ὁ τύχη ἡγέομαι [mask] ὁ νοσέω πῆμα [mask] ὁ συννοσέω [mask] ἀδικέω                         κοινός                       
δέ στρατεία [mask] Ἀργεῖος ἄγω μάντις λέγω θέσφατος εἶτα ἀτιμάω βία παρέρχομαι θεός ἀπόλλυμι πόλις νέος παράγω [mask] τιμάω χαίρω πόλεμος τε αὐξάνω ἄνευ δίκη φθείρω ἀστός ὁ μέν ὅπως  ὁ δέ ὡς ὑβρίζω δύναμις εἰς χείρ [mask] εἰς ἄλλος [mask] κέρδος οὕνεκα οὐ ἀποσκοπέω ὁ πλῆθος εἰ τις [mask] πάσχω ὅδε          
γάρ πολίτης μερίς                                     τρέω                       
μέν [mask] ἀνωφελής τε πλείων τε [mask] ἀεί                                ἕ                       
δέ [mask] ἔχω καί [mask] βίος δεινός νέμω ὁ φθόνος [mask] μέρος εἰς ὁ ἔχω κέντρον ἀφίημι κακός γλῶσσα πονηρός προστατέω φηλόω                  ἕ                       
δέ μοῖρα [mask] ἐν μέσος σώζω πόλις κόσμος φυλάσσω [mask] ἄν τάσσω πόλις                           τρεῖς                       
ἐγώ σύ σύμμαχος γίγνομαι                                    ἔπειτα                       
πρός πολίτης ὁ ἐμός [mask] καλός                                  τίς                       
εἶμι                                       [mask]                       
[mask] μή βουλεύω καλός αὐτός πιέζω [mask] τύχη ἐγώ δέ ἀίω                             εἰ                       
                                                              
νέω δέ ἄνθρωπος ὅδε ἔνειμι                                   [mask]                       
δέ ὅδε [mask] χρεών                                    συγγνώμη                       
ὡς ἰατρός ὅδε ἄναξ ἀφίζω                                   ἀλλά                       
δικαστής σύ αἱρέω ἐμός [mask] οὐδέ εἰ τις πράσσω [mask] [mask] εὑρίσκω οὗτος κολαστής ἐπιτιμητής ἄναξ ἀλλά ὡς ὀνίνημι                     οὔτοι                       
δέ μή βούλομαι ὅδε στέργω ἀνάγκη ὁ σός                                [mask]                       
[mask] πάσχω                                      τίς                       
ὦ γεραιός στείχω γλαυκός χλοάω αὐτός λείπω φυλλάς καταστροφεύς θεός τε καί γῆ ὁ τε πυρφόρος θεά [mask] τίθημι [mask] ἥλιος [mask] φάος ὡς οὐδείς ἐγώ ἀρκέω λιτή θέα           [mask]                       
Πέλοψ εἰμί πᾶς Πελοπίη [mask] [mask] χθών ταυτός πατρῷος αἷμα σύ κτάομαι                            ὅς                       
δράω                                       τίς                       
οὗτος [mask] χθών γραῦς οὐ τυγχάνω οὐδείς ὅς [mask] [mask]                              προδίδωμι                       
[mask]                                       μή                       
γάρ καταφυγή θήρ μέν πέτρα δοῦλος δέ βωμός θέα πόλις δέ πρός πόλις [mask] [mask]                         ἔχω                       
γάρ ἐν [mask] [mask] εἰμί οὐδείς διά τέλος εὐδαιμονέω                               ὁ                       
τάλας ἱερά δάπεδον ἀπό Περσεφόνεια βαίνω καί ἀντιάω γόνυ ἐπί χείρ βάλλω τέκνον θνήσκω κομίζω δέμας ὦ μέλεος [mask] [mask] [mask] τεῖχος Καδμεῖος ἀπόλλυμι κόρος               βαίνω                       
ἐγώ                                       ἰώ                       
[mask] πέμπω κρίνω τάλας χείρ γεραιός                                  λαμβάνω                       
[mask] γενειάς ὦ [mask] ὦ δόκιμος Ἑλλάς ἄντομαι ἀμφιπίπτω ὁ σός γόνυ [mask] [mask] δείλαιος                         πρός                       
ἀμφί [mask] ἐγώ [mask] [mask] τις ἀλήτης οἰκτρός ἰάλεμος οἰκτρός ἵημι                             οἰκτίζω                       
ἄταφος τέκνον [mask] χθών [mask] [mask] θήρ παῖς ἐν ἁλικία ὁ σός [mask] ἱκετεύω                          μηδέ                       
ἐμός βλέφαρον ἐπί δάκρυον ὅς περί σός γόνυ ὧδε πίπτω [mask] τάφος [mask]                           βλέπω                       
τίς κλαίω λεπτός ἐπί [mask] φάρος βάλλω ὁ σός                               μήτηρ                       
[mask] γόος κλύω ὅδε                                    ἆρα                       
γάρ διέρχομαι τις                                     [mask]                       
λευκός κράς μή δακρυρροέω [mask] Δηώ [mask] παρῆμαι                                ἐπαίρω                       
                                                              
[mask] οὐ σύ στενακτέον                                    τίς                       
τλήμων γυνή                                      ὦ                       
σύ [mask] φύω                                     οὐ                       
τις τέκνον σύ τε καί πόλις καλός                                 εἶπον                       
πολύς [mask] εἰμί ἀπό θῆλυς [mask]                                  ὡς                       
εἰς ὄκνος ἐγώ μῦθος ὅς [mask] φέρω                                 ἀλλά                       
γε λέγω χρήστης ἔπος [mask] [mask]                                  αἰσχρός                       
σιωπάω εἶτα μέμφομαι [mask] ὁ [mask] σιωπή ὡς σιγάω κακός οὐδέ ὡς ἀχρεῖος ὁ γυνή εὖ λέγω δείδω ἀφίημι ὁ φόβος ἐμός καλός                 οὔτοι                       
δέ σύ ὦ παῖς πρότερος μέν τίς ὁ θέα σκοπάω κελεύω [mask] [mask] ἀτιμάω                          ἐγώ                       
[mask] φρονέω γάρ ἐν μόνος οὗτος                                  ἄλλος                       
ὅδε δέ εἰ μέν μή ἀδικέω χρή τολμηρός εἰμί κάρτα ἄν [mask] ἥσυχος                           πρός                       
δέ [mask] σύ τε οὗτος ὅσος τιμή φέρω ἐγώ παραινέω [mask] φόβος [mask] τέκνον ἀνήρ βίαιος καί κατείργω νεκρός τάφος τε μοῖρα καί κτερίσματα [mask] [mask] ὅδε ἀνάγκη [mask] καθίστημι χείρ νόμιμος τε πᾶς συγχέω Ἑλλάς παύω   νῦν                       
γάρ [mask] συνόχωκα ἄνθρωπος πόλις [mask] ἔσθω ὅταν τις ὁ νόμος [mask] καλός                           ὁ                       
δέ δή τις [mask] ἀνανδρία χείρ πόλις πάρειμι σύ στέφανος εὔκλεια λαμβάνω δείδω ἀφίστημι καί ὗς μέν ἄγριος ἀγών ἅπτω φαῦλος ἀθλέω πόνος ἕ δέ εἰς κράνος βλέπω καί λόγχη ἀκμή χράω ἐκπονέω δειλός εἰμί ἐφευρίσκω    [mask]                       
δῆτα ἐμός γε εἰμί [mask] τέκνον δράω ὅδε                                [mask]                       
ἄβουλος ὡς [mask] ὁ [mask] γοργός ὄμμα ἀναβλέπω [mask] πατρίς                              ὁράω                       
γάρ [mask] πόνος αὐξάνω                                    [mask]                       
δέ ἥσυχος σκοτεινός [mask] πόλις σκοτεινός καί βλέπω εὐλαβέομαι                               ὁ                       
[mask] νεκρός καί γυνή ἄθλιος προσωφελέω ὦ τέκνον χράω                               οὐ                       
[mask] ταρβέω σύν δίκη σύ ὁρμάω Κάδμος τε ὁράω λαός εὖ πράσσω ἔτι αὐτός ἄλλος βλῆμα [mask] κύβος [mask] πείθω                    ὡς                       
γάρ θεός πᾶς ἀναστρέφω πάλιν                                   ὁ                       
φίλτατος ἐγώ ὅδε τε ἐρῶ καλός ἐγώ                                 ὦ                       
δέ χάρμα [mask] ὅδε                                    [mask]                       
λόγος μέν μήτηρ ἕ λέγω ὀρθός ἔχω εἰς ὅδε ἀποφαίνω γνώμη ὑπό οἷος σφάλλω βούλευμα                         ἐγώ                       
δέ ἐγώ οὗτος ὅς ἐγώ νουθετέω ὡς ὁ [mask] [mask] πρόσφορος τρόπος [mask] ὁ δεινός                         ὁράω                       
γάρ δράω καλός ἔθος ὅδε εἰς Ἕλλην ἐκλέγω ἀεί κολαστής ὁ κακός καθίστημι                           πολύς                       
ἀπαυδάω δυνατός εἰμί ἐγώ πόνος                                   [mask]                       
γάρ ἐγώ ἐρέω [mask] γε δυσμενής βροτός ὅτε ὁ τίκτω  ἐγώ πρότερος κελεύω ὅδε ὑφίστημι [mask]                       τίς                       
ὅδε                                       δράω                       
καί νεκρός ἐκλύω λόγος πείθω                                   εἶμι                       
δέ μή βία δόρυ ἤδη ὅδε εἰμί οὐ [mask] φθόνος θέα                             εἰ                       
δέ χρῄζω καί πόλις πᾶς ὅδε                                  δοκέω                       
δέ ἐγώ ἐθέλω                                     [mask]                       
ὁ λόγος προσδίδωμι ἔχω ἄν δῆμος [mask]                                 ἀλλά                       
γάρ καθίστημι αὐτός [mask] μοναρχία ἐλευθερόω [mask] ἰσόψηφος πόλις                               [mask]                       
δέ Ἄδραστος δεῖγμα ὁ ἐμός [mask] εἰς πλῆθος ἄστυ εἶμι                              λαμβάνω                       
πείθω ὅδε [mask] ἀθρέω δεῦρο Ἀθήναια κόρος ἥκω                                καί                       
ὅπλον τε ἧμαι πέμπω λόγος Κρέων νεκρός σῶμα [mask]                               παρά                       
[mask] γεραιός σεμνός [mask] στέφος μήτηρ πρός οἶκος ὡς νιν Αἰγεύς ἄγαμαι φίλος προσάπτω χείρ                         ἀλλά                       
τίκτω γάρ δύστηνος ὅστις μή ἀντιδουλεύω τέκνον καλός [mask]                               ὁ                       
γάρ ἀντιλάζομαι παῖς παρά ἑαυτοῦ τοιόσδε ὅς τοκεύς δίδωμι                               δίδωμι                       
Ἄργος ὦ πάτριος ἐμός [mask] ἐκλύω ὅδε ἐκλύω ἄναξ ὅσιος περί θεός καί μέγας Πελασγικός καί κατά Ἄργος                      ἱππόβοτος                       
γάρ ἐπί τέρμα καί ὁ πλέος ἐμός κακός ἱκνέομαι ἔτι μήτηρ ἄγαλμα φόνιος ἐξαιρέω γῆ δέ φίλιος [mask] θέω [mask]                    εἰ                       
δέ ἄγαλμα πόλις εὐσεβής [mask] χάρις τε ἔχω ὁ εἰς ἀεί                             καλός                       
ἐγώ πόλις κραίνω ποτέ                                    [mask]                       
φίλιος [mask] τέμνω καί [mask] ταφή [mask]                                 [mask]                       
μήτηρ [mask] ἀμύνω Παλλάς νόμος [mask] μή μιαίνω                                ἀμύνω                       
[mask] σέβω δίκη [mask] δέ ἥσσων ἀδικία νέμω δυστυχής [mask] ἀεί πᾶς [mask]                           [mask]                       
μέν [mask] ὅδε ἔχω ὑπηρετέω [mask] τε ἐγώ διαφέρω κήρυγμα                              τέχνη                       
δέ ὑπέρ τε Ἀσωπός Ἰσμηνός τε [mask] σεμνός [mask] φράζω Καδμεῖος ὅδε                            ἔρχομαι                       
σύ [mask] πρός [mask] θάπτω νεκρός συγγείτων οἰκέω [mask] ἀξιάω τυγχάνω φίλος τε τίθημι πᾶς Ἐρεχθείδης λαός                       Θησεύς                       
μέν ἐθέλω αἰνέω παλίσσυτος [mask]                                   [mask]                       
δέ ἀφίστημι [mask] δεύτερος λόγος                                   [mask]                       
δέχομαι ὁ [mask] [mask]                                    Κῶμος                       
δέ θάσσω ἐξετάζω πάρειμι [mask] ἀμφί σεμνός [mask] [mask]                               στρατός                       
μήν ἑκών γε ἄσμενος τε δέχομαι πόλις [mask] ὅδε ὡς ἐθέλω ἐγώ αἰσθάνομαι                           καί                       
                                                              
τίς ἐμποδών ὅδε [mask]                                    λόγος                       
ὡς ἔοικα οὐ σάφα οἶδα κῆρυξ                                  Καδμεῖος                       
ἐάν σύ ἀπαλλάσσω πόνος [mask] ὕπαντα [mask] ἐμός [mask]                               ἐπίσχω                       
[mask] τύραννος                                      τίς                       
τίς ἀγγέλλω ἐγώ χρή λόγος Κρέων ὅς κρατέω Κάδμος χθών Ἐτεοκλῆς θνήσκω ἀμφί ἑπτάστομος πύλη ἀδελφή χείρ Πολυνείκης ὑπό                     πρός                       
μέν ἄρχω ὁ λόγος ψευδής ξένος [mask] τύραννος [mask]                               πρότερος                       
γάρ ἄρχω [mask] πρός ἀνήρ [mask] ἐλεύθερος [mask]                                οὐ                       
[mask] ἀνάσσω διαδοχή ἐν [mask] ἐνιαύσιος οὐ ὁ πλοῦτος δίδωμι ὁ [mask] ἀλλά [mask] πένης ἔχω [mask]                       δῆμος                       
μέν ὅδε ἐγώ [mask] ἐν πεσσός [mask] [mask]                                εἷς                       
[mask] ὅς ἐγώ πάρειμι ἀπό εἷς πρός ἀνήρ [mask] [mask] [mask]                             [mask]                       
εἰμί αὐτός ὅστις ἐκχαυνόω [mask] πρός κέρδος ἴδιος [mask] ἄλλοτε στρέφω ὁ δέ αὐτίκα ἡδύς καί δίδωμι πολύς χάρις εἰσαῦθις [mask] εἶτα διαβολή [mask] κλέπτω ὁ [mask] σφάλμα [mask] δίκη          οὐδέ                       
τε [mask] ἄν μή διορθεύω λόγος [mask] δύναμαι [mask] δῆμος [mask] πόλις                            ἄλλως                       
γάρ χρόνος μάθησις [mask] ὁ τάχος κρείσσων δίδωμι                                ὁ                       
δέ ἀνήρ [mask] εἰ καί γίγνομαι μή ἀμαθής ἔργον ὑπό οὐ ἄν [mask] [mask] ὁ [mask] ἀποβλέπω                                              
δή [mask] οὗτος ὁ ἀμείνων ὅταν πονηρός ἀξίωμα ἀνήρ ἔχω γλῶσσα κατέχω [mask] οὐδείς εἰμί ὁ πρίν                       ἦ                       
[mask] [mask] κῆρυξ καί [mask] λόγος                                  [mask]                       
δέ ἀγών καί σύ [mask] ἀγωνίζομαι ἀκούω                                 ἐπεί                       
γάρ σύ προτίθημι λόγος                                    ἅμιλλα                       
τύραννος δυσμενής πόλις ὅπου ὁ μέν πρώτιστος οὐ εἰμί νόμος κοινός κρατέω δέ εἷς [mask] [mask] κτάομαι αὐτός [mask] ἑαυτοῦ                    [mask]                       
ὅδε οὐκέτι εἰμί ἴσος                                    καί                       
