@_id,@_location,word/0/@_form,word/0/@_id,word/0/lemma/@_id,word/0/lemma/@_entry,word/0/lemma/@_POS,word/0/lemma/@_TreeTagger,word/0/lemma/@_disambiguated,word/0/lemma/analysis/0/@_morph,word/0/lemma/analysis/1/@_morph,word/1/@_form,word/1/@_id,word/1/lemma/@_id,word/1/lemma/@_entry,word/1/lemma/@_POS,word/1/lemma/@_TreeTagger,word/1/lemma/@_disambiguated,word/1/lemma/analysis/@_morph,word/2/@_form,word/2/@_id,word/2/lemma/@_id,word/2/lemma/@_entry,word/2/lemma/@_POS,word/2/lemma/@_TreeTagger,word/2/lemma/@_disambiguated,word/2/lemma/analysis/@_morph,word/3/@_form,word/3/@_id,word/3/lemma/@_id,word/3/lemma/@_entry,word/3/lemma/@_POS,word/3/lemma/@_disambiguated,word/3/lemma/@_TreeTagger,word/3/lemma/analysis/@_morph,word/4/@_form,word/4/@_id,word/4/lemma/@_id,word/4/lemma/@_entry,word/4/lemma/@_POS,word/4/lemma/@_TreeTagger,word/4/lemma/@_disambiguated,word/4/lemma/analysis/@_morph,word/5/@_form,word/5/@_id,word/5/lemma/@_id,word/5/lemma/@_entry,word/5/lemma/@_POS,word/5/lemma/@_TreeTagger,word/5/lemma/@_disambiguated,word/5/lemma/analysis/@_morph,word/6/@_form,word/6/@_id,word/6/lemma/@_id,word/6/lemma/@_entry,word/6/lemma/@_POS,word/6/lemma/@_TreeTagger,word/6/lemma/@_disambiguated,word/6/lemma/analysis/@_morph,word/7/@_form,word/7/@_id,word/7/lemma/@_id,word/7/lemma/@_entry,word/7/lemma/@_POS,word/7/lemma/@_TreeTagger,word/7/lemma/@_disambiguated,word/7/lemma/analysis/@_morph,word/8/@_form,word/8/@_id,word/8/lemma/@_id,word/8/lemma/@_entry,word/8/lemma/@_POS,word/8/lemma/@_TreeTagger,word/8/lemma/@_disambiguated,word/8/lemma/analysis/0/@_morph,word/8/lemma/analysis/1/@_morph,word/9/@_form,word/9/@_id,word/9/lemma/@_id,word/9/lemma/@_entry,word/9/lemma/@_POS,word/9/lemma/@_TreeTagger,word/9/lemma/@_disambiguated,word/9/lemma/analysis/@_morph,word/10/@_form,word/10/@_id,word/10/lemma/@_id,word/10/lemma/@_entry,word/10/lemma/@_POS,word/10/lemma/@_TreeTagger,word/10/lemma/@_disambiguated,word/10/lemma/analysis/@_morph,punct/0/@_mark,punct/1/@_mark,word/0/lemma/analysis/@_morph,punct/@_mark,word/3/lemma/analysis/0/@_morph,word/3/lemma/analysis/1/@_morph,word/3/lemma/analysis/2/@_morph,word/3/lemma/analysis/3/@_morph,word/2/lemma/analysis/0/@_morph,word/2/lemma/analysis/1/@_morph,word/2/lemma/analysis/2/@_morph,word/8/lemma/analysis/@_morph,word/11/@_form,word/11/@_id,word/11/lemma/@_id,word/11/lemma/@_entry,word/11/lemma/@_POS,word/11/lemma/@_TreeTagger,word/11/lemma/@_disambiguated,word/11/lemma/analysis/@_morph,word/12/@_form,word/12/@_id,word/12/lemma/@_id,word/12/lemma/@_entry,word/12/lemma/@_POS,word/12/lemma/@_TreeTagger,word/12/lemma/@_disambiguated,word/12/lemma/analysis/0/@_morph,word/12/lemma/analysis/1/@_morph,word/13/@_form,word/13/@_id,word/13/lemma/@_id,word/13/lemma/@_entry,word/13/lemma/@_POS,word/13/lemma/@_TreeTagger,word/13/lemma/@_disambiguated,word/13/lemma/analysis/0/@_morph,word/13/lemma/analysis/1/@_morph,word/8/lemma/analysis/2/@_morph,word/7/lemma/analysis/0/@_morph,word/7/lemma/analysis/1/@_morph,punct/2/@_mark,punct/3/@_mark,word/4/lemma/analysis/0/@_morph,word/4/lemma/analysis/1/@_morph,word/6/lemma/analysis/0/@_morph,word/6/lemma/analysis/1/@_morph,word/11/lemma/analysis/0/@_morph,word/11/lemma/analysis/1/@_morph,word/12/lemma/analysis/@_morph,word/13/lemma/analysis/@_morph,word/14/@_form,word/14/@_id,word/14/lemma/@_id,word/14/lemma/@_entry,word/14/lemma/@_POS,word/14/lemma/@_TreeTagger,word/14/lemma/@_disambiguated,word/14/lemma/analysis/0/@_morph,word/14/lemma/analysis/1/@_morph,word/15/@_form,word/15/@_id,word/15/lemma/@_id,word/15/lemma/@_entry,word/15/lemma/@_POS,word/15/lemma/@_TreeTagger,word/15/lemma/@_disambiguated,word/15/lemma/analysis/@_morph,word/16/@_form,word/16/@_id,word/16/lemma/@_id,word/16/lemma/@_entry,word/16/lemma/@_POS,word/16/lemma/@_disambiguated,word/16/lemma/@_TreeTagger,word/16/lemma/analysis/@_morph,word/17/@_form,word/17/@_id,word/17/lemma/@_id,word/17/lemma/@_entry,word/17/lemma/@_POS,word/17/lemma/@_TreeTagger,word/17/lemma/@_disambiguated,word/17/lemma/analysis/@_morph,word/18/@_form,word/18/@_id,word/18/lemma/@_id,word/18/lemma/@_entry,word/18/lemma/@_POS,word/18/lemma/@_TreeTagger,word/18/lemma/@_disambiguated,word/18/lemma/analysis/@_morph,word/19/@_form,word/19/@_id,word/19/lemma/@_id,word/19/lemma/@_entry,word/19/lemma/@_POS,word/19/lemma/@_TreeTagger,word/19/lemma/@_disambiguated,word/19/lemma/analysis/@_morph,word/20/@_form,word/20/@_id,word/20/lemma/@_id,word/20/lemma/@_entry,word/20/lemma/@_POS,word/20/lemma/@_TreeTagger,word/20/lemma/@_disambiguated,word/20/lemma/analysis/@_morph,word/21/@_form,word/21/@_id,word/21/lemma/@_id,word/21/lemma/@_entry,word/21/lemma/@_POS,word/21/lemma/@_TreeTagger,word/21/lemma/@_disambiguated,word/21/lemma/analysis/@_morph,word/22/@_form,word/22/@_id,word/22/lemma/@_id,word/22/lemma/@_entry,word/22/lemma/@_POS,word/22/lemma/@_TreeTagger,word/22/lemma/@_disambiguated,word/22/lemma/analysis/@_morph,word/23/@_form,word/23/@_id,word/23/lemma/@_id,word/23/lemma/@_entry,word/23/lemma/@_POS,word/23/lemma/@_TreeTagger,word/23/lemma/@_disambiguated,word/23/lemma/analysis/@_morph,word/24/@_form,word/24/@_id,word/24/lemma/@_id,word/24/lemma/@_entry,word/24/lemma/@_POS,word/24/lemma/@_TreeTagger,word/24/lemma/@_disambiguated,word/24/lemma/analysis/@_morph,word/25/@_form,word/25/@_id,word/25/lemma/@_id,word/25/lemma/@_entry,word/25/lemma/@_POS,word/25/lemma/@_TreeTagger,word/25/lemma/@_disambiguated,word/25/lemma/analysis/@_morph,word/4/lemma/analysis/2/@_morph,word/0/lemma/analysis/2/@_morph,word/0/lemma/analysis/3/@_morph,word/0/lemma/analysis/4/@_morph,word/0/lemma/analysis/5/@_morph,word/0/lemma/analysis/6/@_morph,word/4/lemma/analysis/3/@_morph,word/4/lemma/analysis/4/@_morph,word/4/lemma/analysis/5/@_morph,word/4/lemma/analysis/6/@_morph,word/1/lemma/analysis/0/@_morph,word/1/lemma/analysis/1/@_morph,word/14/lemma/analysis/@_morph,word/16/lemma/analysis/0/@_morph,word/16/lemma/analysis/1/@_morph,word/18/lemma/analysis/0/@_morph,word/18/lemma/analysis/1/@_morph,word/9/lemma/analysis/0/@_morph,word/9/lemma/analysis/1/@_morph,word/9/lemma/analysis/2/@_morph,word/15/lemma/analysis/0/@_morph,word/15/lemma/analysis/1/@_morph,word/21/lemma/analysis/0/@_morph,word/21/lemma/analysis/1/@_morph,word/21/lemma/analysis/2/@_morph,word/21/lemma/analysis/3/@_morph,word/5/lemma/analysis/0/@_morph,word/5/lemma/analysis/1/@_morph,word/10/lemma/analysis/0/@_morph,word/10/lemma/analysis/1/@_morph,word/2/lemma/analysis/3/@_morph,word/1/lemma/analysis/2/@_morph,word/1/lemma/analysis/3/@_morph,word/7/lemma/analysis/2/@_morph,word/5/lemma/analysis/2/@_morph,word/5/lemma/analysis/3/@_morph,word/20/lemma/analysis/0/@_morph,word/20/lemma/analysis/1/@_morph,word/24/lemma/analysis/0/@_morph,word/24/lemma/analysis/1/@_morph,word/25/lemma/analysis/0/@_morph,word/25/lemma/analysis/1/@_morph,word/26/@_form,word/26/@_id,word/26/lemma/@_id,word/26/lemma/@_entry,word/26/lemma/@_POS,word/26/lemma/@_TreeTagger,word/26/lemma/@_disambiguated,word/26/lemma/analysis/@_morph,word/27/@_form,word/27/@_id,word/27/lemma/@_id,word/27/lemma/@_entry,word/27/lemma/@_POS,word/27/lemma/@_TreeTagger,word/27/lemma/@_disambiguated,word/27/lemma/analysis/@_morph,word/28/@_form,word/28/@_id,word/28/lemma/@_id,word/28/lemma/@_entry,word/28/lemma/@_POS,word/28/lemma/@_disambiguated,word/28/lemma/@_TreeTagger,word/28/lemma/analysis/@_morph,word/29/@_form,word/29/@_id,word/29/lemma/@_id,word/29/lemma/@_entry,word/29/lemma/@_POS,word/29/lemma/@_disambiguated,word/29/lemma/@_TreeTagger,word/29/lemma/analysis/@_morph,word/30/@_form,word/30/@_id,word/30/lemma/@_id,word/30/lemma/@_entry,word/30/lemma/@_POS,word/30/lemma/@_TreeTagger,word/30/lemma/@_disambiguated,word/30/lemma/analysis/@_morph,punct/4/@_mark,punct/5/@_mark,word/12/lemma/analysis/2/@_morph,word/15/lemma/analysis/2/@_morph,word/15/lemma/analysis/3/@_morph,word/23/lemma/analysis/0/@_morph,word/23/lemma/analysis/1/@_morph,word/17/lemma/analysis/0/@_morph,word/17/lemma/analysis/1/@_morph,word/9/lemma/analysis/3/@_morph,word/8/lemma/analysis/3/@_morph,word/16/lemma/analysis/2/@_morph,word/16/lemma/analysis/3/@_morph,word/6/lemma/analysis/2/@_morph,word/6/lemma/analysis/3/@_morph,word/13/lemma/analysis/2/@_morph
11,2,o)yo/meq',1,74735,ὁράω,verb,false,n/a,aor subj mid 1st pl (epic),fut ind mid 1st pl,w)=,2,116027,ὦ,interjection,true,1.0,indeclform (exclam),*(eka/erge,3,31578,Ἑκάεργος,proper,true,0.5,masc voc sg,kai\,4,51951,καί,conjunction,n/a,false,indeclform (conj),e)sso/meq',5,nlsj320,ἔσσομαι,verb,true,0.5,,ou)/pote,6,nlsj68230,οὔποτε,adverb,false,n/a,indeclform (adverb),litoi/,7,63635,λιτός,adjective,false,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",",",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,pres ind mp 1st pl,imperf ind mp 1st pl (homeric ionic),masc nom/voc pl,masc nom/voc pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2,mh/te,1,67541,μήτε,particle,false,n/a,,,siwphlh\n,2,94475,σιωπηλός,adverb,false,n/a,fem acc sg (attic epic ionic),ki/qarin,3,57345,κίθαρις,noun,false,n/a,fem acc sg,mh/t',4,67541,μήτε,particle,1.0,true,indeclform (particle),a)/yofon,5,18903,ἄψοφος,adverb,false,0.5,,i)/xnos,6,51530,ἴχνος,noun,false,n/a,neut nom/voc/acc sg,tou=,7,71882,ὁ,article,true,1.0,masc/neut gen sg,*foi/bou,8,nlsj5526,Φοῖβος,proper,false,n/a,masc gen sg,tou\s,9,71882,ὁ,article,false,n/a,,,pai=das,10,76703,παῖς,adjective,false,n/a,masc/fem acc pl,e)/xein,11,45996,ἔχω,verb,false,n/a,pres inf act (attic epic),",",",",indeclform (particle),,,,,,,,,masc acc pl,e)pidhmh/santos,12,39186,ἐπιδημέω,verb,false,n/a,,ei),13,30817,εἰ,conjunction,false,n/a,,,tele/ein,14,103005,τέλλω,verb,true,0.5,,,,,,.,,masc/fem acc sg,neut nom/voc/acc sg,,,aor part act masc/neut gen sg,aor part act masc/neut gen sg,proclitic indeclform (conj),fut inf act (epic ionic),me/llousi,15,66173,μέλλω,verb,false,n/a,pres part act masc/neut dat pl (attic epic doric ionic),pres ind act 3rd pl (attic epic doric ionic),ga/mon,16,21578,γάμος,adjective,false,n/a,masc acc sg,polih/n,17,84448,πολιά,noun,1.0,true,fem acc sg (epic ionic),te,18,102752,τε,particle,false,n/a,enclitic indeclform (particle),kerei=sqai,19,56406,κείρω,verb,false,n/a,fut inf mid (attic epic ionic),e(sth/cein,20,51241,ἵστημι,verb,false,n/a,futperf inf act (attic epic),de\,21,23596,δέ,particle,false,n/a,indeclform (particle),to\,22,71882,ὁ,article,false,n/a,neut nom/voc/acc sg,tei=xos,23,102832,τεῖχος,noun,false,n/a,neut nom/voc/acc sg,e)p',24,nlsj126,ἐπί,preposition,false,n/a,indeclform (prep),a)rxai/oisi,25,15842,ἀρχαῖος,adjective,false,n/a,masc/neut dat pl (epic ionic aeolic),qeme/qlois,26,48102,θέμεθλα,noun,false,n/a,neut dat pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2,h)gasa/mhn,1,316,ἄγαμαι,verb,true,0.33,,,tou\s,2,71882,ὁ,article,false,n/a,masc acc pl,pai=das,3,76703,παῖς,adjective,false,n/a,masc/fem acc pl,e)pei\,4,38466,ἐπεί,conjunction,n/a,false,indeclform (conj),xe/lus,5,113763,χέλυς,noun,false,n/a,,ou)ke/t',6,75808,οὐκέτι,adverb,false,n/a,indeclform (adverb),a)ergo/s,7,1707,ἀεργός,adjective,false,n/a,masc/fem nom sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",.,aor ind mid 1st sg (attic epic ionic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fem acc pl,fem nom/voc pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fem nom sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2,eu)fhmei=t',1,45402,εὐφημέω,verb,false,n/a,pres opt mp 3rd sg (epic ionic),pres imperat act 2nd pl (attic epic),a)i/ontes,2,29883,ἀίω,verb,false,n/a,pres part act masc nom/voc pl,e)p',3,nlsj126,ἐπί,preposition,false,n/a,indeclform (prep),*)apo/llwnos,4,13098,Ἀπόλλων,proper,n/a,false,masc gen sg,a)oidh=i,5,11105,ἀοιδάω,verb,true,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pres subj mp 2nd sg (doric),pres ind mp 2nd sg (doric aeolic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pres subj act 3rd sg (doric),pres opt act 2nd pl,pres ind act 2nd pl (attic epic),pres ind mp 3rd sg (attic epic),imperf ind mp 3rd sg (attic epic),imperf ind act 2nd pl (attic epic),pres ind act 3rd sg (doric aeolic),pres subj mp 2nd sg (epic ionic),pres ind mp 2nd sg (epic doric ionic aeolic),pres subj act 3rd sg (epic ionic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2,eu)fhmei=,1,45402,εὐφημέω,verb,false,n/a,pres ind mp 2nd sg (attic epic doric ionic),pres ind act 3rd sg (attic epic doric ionic),kai\,2,51951,καί,conjunction,false,n/a,indeclform (conj),po/ntos,3,85696,πόντος,noun,false,n/a,masc nom sg,o(/te,4,75688,ὅτε,conjunction,1.0,true,indeclform (conj),klei/ousin,5,57835,κλέω,verb,true,0.33,,a)oidoi/,6,11106,ἀοιδός,noun,false,n/a,masc nom/voc pl,h)\,7,46568,ἠέ,conjunction,true,1.0,indeclform (conj),ki/qarin,8,57345,κίθαρις,noun,false,n/a,fem acc sg,h)\,9,46568,ἠέ,conjunction,true,1.0,,,to/ca,10,104311,τόξον,noun,false,n/a,neut nom/voc/acc pl,*lukwre/os,11,nlsj7332,Λυκωρεύς,proper,false,n/a,masc gen sg (epic ionic),",",",",,,,,,,,,,indeclform (conj),e)/ntea,12,36179,ἔντεα,noun,false,n/a,neut nom/voc/acc pl (epic ionic),*foi/bou,13,nlsj5526,Φοῖβος,proper,false,n/a,,,,,,,,,,,,,,,.,,pres part act masc/neut dat pl (attic epic doric ionic),pres ind act 3rd pl (attic epic doric ionic),,,,,masc gen sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2,ou)de\,1,75764,οὐδέ,particle,false,0.33,,,*qe/tis,2,48561,Θέτις,proper,false,n/a,,*)axilh=a,3,18714,Ἀχιλλεύς,proper,false,n/a,masc acc sg (epic ionic),kinu/retai,4,57496,κινύρομαι,verb,n/a,false,,ai)/lina,5,2382,αἴλινον,noun,true,0.5,neut nom/voc/acc pl,mh/thr,6,67543,μήτηρ,noun,false,n/a,fem nom sg,o(ppo/q',7,74600,ὁπόθι,adverb,true,0.5,indeclform (adverb),i(h\,8,unknown,,,false,n/a,,paih=on,9,76532,Παιάν,proper,false,n/a,,,i(h\,10,unknown,,,false,n/a,,paih=on,11,76532,Παιάν,proper,false,n/a,masc voc sg (epic ionic),",",.,indeclform (particle),,aor subj mp 3rd sg (epic),pres ind mp 3rd sg,,,,,,masc voc sg (epic ionic),a)kou/shi,12,3388,ἄκουσις,adjective,true,0.5,fem dat sg (epic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fem nom sg (doric),fem nom sg (epic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,kai\,1,51951,καί,conjunction,false,n/a,,,me\n,2,66260,μέν,particle,false,n/a,indeclform (particle),o(,3,71882,ὁ,article,false,n/a,masc nom sg,dakruo/eis,4,23291,δακρυόεις,adjective,n/a,false,masc nom sg,a)naba/lletai,5,6227,ἀναβάλλω,verb,false,n/a,pres ind mp 3rd sg,a)/lgea,6,3903,ἄλγος,noun,false,n/a,neut nom/voc/acc pl (epic ionic),pe/tros,7,82800,πέτρος,noun,false,n/a,masc nom sg,o(/stis,8,75598,ὅστις,pronoun,false,n/a,masc nom sg,e)ni\,9,34700,ἐν,preposition,false,n/a,,,*frugi/hi,10,nlsj5576,Φρύγιος,proper,false,n/a,fem dat sg (epic ionic),diero\s,11,26671,διερός,adjective,false,n/a,masc nom sg,",",",",indeclform (conj),,,,,,,,,proclitic poetic indeclform (prep),li/qos,12,63212,λίθος,adjective,false,n/a,masc nom sg,e)sth/riktai,13,96745,στηρίζω,verb,false,n/a,,,ma/rmaron,14,65055,μάρμαρον,noun,false,0.5,,,,,,.,,,,,,,,perf ind mp 3rd sg,neut nom/voc/acc sg,a)nti\,15,9778,ἀντί,preposition,false,n/a,,,gunaiko\s,16,23069,γυνή,noun,false,n/a,fem gen sg,o)izuro/n,17,nlsj78568,ὀιζυρός,adjective,n/a,false,,ti,18,104051,τις,pronoun,false,n/a,neut nom/voc/acc sg,xanou/shs,19,113469,χάσκω,verb,false,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indeclform (prep),masc acc sg (epic),neut nom/voc/acc sg (epic),aor part act fem gen sg (attic epic ionic),fut part act fem gen sg (attic epic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2,i(h\,1,unknown,,,false,n/a,,,i(h\,2,unknown,,,false,n/a,,fqe/ggesqe,3,110662,φθέγγομαι,verb,false,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,,,,,pres imperat mp 2nd pl,pres ind mp 2nd pl,imperf ind mp 2nd pl (homeric ionic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2,kako\n,1,52332,κακός,adjective,false,n/a,masc acc sg,neut nom/voc/acc sg,maka/ressin,2,64581,μάκαρ,noun,false,n/a,masc/fem dat pl (epic aeolic),e)ri/zein,3,42432,ἐρίζω,verb,false,n/a,pres inf act (attic epic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2,o(\s,1,75512,ὅς,pronoun,false,n/a,,,ma/xetai,2,65313,μάχομαι,verb,false,n/a,pres ind mp 3rd sg,maka/ressin,3,64581,μάκαρ,noun,false,n/a,masc/fem dat pl (epic aeolic),e)mw=i,4,34194,ἐμός,adjective,n/a,false,masc/neut dat sg,basilh=i,5,19546,βασιλεύς,noun,false,n/a,masc dat sg (epic ionic),ma/xoito,6,65313,μάχομαι,verb,false,n/a,pres opt mp 3rd sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",:,masc nom sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2,o(/stis,1,75598,ὅστις,pronoun,false,n/a,,,e)mw=i,2,34194,ἐμός,adjective,false,n/a,masc/neut dat sg,basilh=i,3,19546,βασιλεύς,noun,false,n/a,masc dat sg (epic ionic),kai\,4,51951,καί,conjunction,n/a,false,indeclform (conj),*)apo/llwni,5,13098,Ἀπόλλων,proper,false,n/a,masc dat sg,ma/xoito,6,65313,μάχομαι,verb,false,n/a,pres opt mp 3rd sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",.,masc nom sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2,to\n,1,71882,ὁ,article,false,n/a,,,xoro\n,2,114468,χορός,noun,false,n/a,masc acc sg,w(po/llwn,3,unknown,,,false,n/a,,o(/,4,75512,ὅς,pronoun,1.0,true,neut nom/voc/acc sg,ti,5,104051,τις,pronoun,false,n/a,neut nom/voc/acc sg,oi(,6,71882,ὁ,article,true,1.0,masc nom/voc pl,kata\,7,53647,κατά,preposition,false,n/a,indeclform (prep),qumo\n,8,49415,θυμός,noun,false,n/a,masc acc sg,a)ei/dei,9,1587,ἀείδω,verb,false,n/a,pres ind mp 2nd sg (epic doric ionic aeolic),pres ind act 3rd sg (epic doric ionic aeolic),timh/sei,10,103972,τιμάω,verb,true,0.5,,,,,,,,,,",",",",masc acc sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aor subj act 3rd sg (attic epic ionic),fut ind mid 2nd sg (attic ionic),fut ind act 3rd sg (attic ionic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2,du/natai,1,28566,δύναμαι,verb,false,n/a,,,ga/r,2,21618,γάρ,particle,false,n/a,indeclform (particle),e)pei\,3,38466,ἐπεί,conjunction,false,n/a,indeclform (conj),*dii\,4,46195,Ζεύς,proper,n/a,false,masc dat sg,decio\s,5,24084,δεξιός,adjective,false,n/a,masc nom sg,h(=stai,6,46954,ἧμαι,verb,false,n/a,perf ind mid 3rd sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",.,pres ind mp 3rd sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
